mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	clusterID
mut0	0.912568	1	1	0.988188	0.962935	1	1	0.99308	1	0.904066	0.929	0.961434	1	1	1	0
mut1	0.912568	1	1	0.988188	0.962935	1	1	0.99308	1	0.904066	0.929	0.961434	1	1	1	0
mut2	0.912568	1	1	0.988188	0.962935	1	1	0.99308	1	0.904066	0.929	0.961434	1	1	1	0
mut3	0.912568	1	1	0.988188	0.962935	1	1	0.99308	1	0.904066	0.929	0.961434	1	1	1	0
mut4	0.912568	1	1	0.988188	0.962935	1	1	0.99308	1	0.904066	0.929	0.961434	1	1	1	0
mut5	0.0445391	0.0108458	0.00652859	0.235568	0.0156553	0.0177152	0.4818	0.00993164	0.0211555	0.0207578	0.0147471	0.0201203	0.0152859	0.00732902	0.0305613	1
mut6	0.0445391	0.0108458	0.00652859	0.235568	0.0156553	0.0177152	0.4818	0.00993164	0.0211555	0.0207578	0.0147471	0.0201203	0.0152859	0.00732902	0.0305613	1
mut7	0.0445391	0.0108458	0.00652859	0.235568	0.0156553	0.0177152	0.4818	0.00993164	0.0211555	0.0207578	0.0147471	0.0201203	0.0152859	0.00732902	0.0305613	1
mut8	0.0445391	0.0108458	0.00652859	0.235568	0.0156553	0.0177152	0.4818	0.00993164	0.0211555	0.0207578	0.0147471	0.0201203	0.0152859	0.00732902	0.0305613	1
mut9	0.0445391	0.0108458	0.00652859	0.235568	0.0156553	0.0177152	0.4818	0.00993164	0.0211555	0.0207578	0.0147471	0.0201203	0.0152859	0.00732902	0.0305613	1
mut10	0.894595	0.982716	1	0.69643	1	0.939272	0.446896	0.930708	0.953226	0.983143	0.927524	1	0.985553	1	0.865825	2
mut11	0.894595	0.982716	1	0.69643	1	0.939272	0.446896	0.930708	0.953226	0.983143	0.927524	1	0.985553	1	0.865825	2
mut12	0.894595	0.982716	1	0.69643	1	0.939272	0.446896	0.930708	0.953226	0.983143	0.927524	1	0.985553	1	0.865825	2
mut13	0.894595	0.982716	1	0.69643	1	0.939272	0.446896	0.930708	0.953226	0.983143	0.927524	1	0.985553	1	0.865825	2
mut14	0.894595	0.982716	1	0.69643	1	0.939272	0.446896	0.930708	0.953226	0.983143	0.927524	1	0.985553	1	0.865825	2
mut15	0.799865	0.0964954	0.93846	0.0863903	0.922695	0.898815	0.396232	0.225264	0.969755	0.909742	0.897706	0.892077	0.869483	0.258245	0.819577	3
mut16	0.799865	0.0964954	0.93846	0.0863903	0.922695	0.898815	0.396232	0.225264	0.969755	0.909742	0.897706	0.892077	0.869483	0.258245	0.819577	3
mut17	0.799865	0.0964954	0.93846	0.0863903	0.922695	0.898815	0.396232	0.225264	0.969755	0.909742	0.897706	0.892077	0.869483	0.258245	0.819577	3
mut18	0.799865	0.0964954	0.93846	0.0863903	0.922695	0.898815	0.396232	0.225264	0.969755	0.909742	0.897706	0.892077	0.869483	0.258245	0.819577	3
mut19	0.799865	0.0964954	0.93846	0.0863903	0.922695	0.898815	0.396232	0.225264	0.969755	0.909742	0.897706	0.892077	0.869483	0.258245	0.819577	3
mut20	0.027737	0.604375	0.00750086	0.0255107	0.014886	0.0172318	0.0348669	0.682539	0.0203303	0.028851	0.0113308	0.0235782	0.0137541	0.720496	0.025114	4
mut21	0.027737	0.604375	0.00750086	0.0255107	0.014886	0.0172318	0.0348669	0.682539	0.0203303	0.028851	0.0113308	0.0235782	0.0137541	0.720496	0.025114	4
mut22	0.027737	0.604375	0.00750086	0.0255107	0.014886	0.0172318	0.0348669	0.682539	0.0203303	0.028851	0.0113308	0.0235782	0.0137541	0.720496	0.025114	4
mut23	0.027737	0.604375	0.00750086	0.0255107	0.014886	0.0172318	0.0348669	0.682539	0.0203303	0.028851	0.0113308	0.0235782	0.0137541	0.720496	0.025114	4
mut24	0.027737	0.604375	0.00750086	0.0255107	0.014886	0.0172318	0.0348669	0.682539	0.0203303	0.028851	0.0113308	0.0235782	0.0137541	0.720496	0.025114	4
mut25	0.747313	0.0656995	0.345757	0.0756665	0.936242	0.725189	0.262025	0.061183	0.430373	0.158867	0.832018	0.843677	0.763514	0.06214	0.289087	5
mut26	0.747313	0.0656995	0.345757	0.0756665	0.936242	0.725189	0.262025	0.061183	0.430373	0.158867	0.832018	0.843677	0.763514	0.06214	0.289087	5
mut27	0.747313	0.0656995	0.345757	0.0756665	0.936242	0.725189	0.262025	0.061183	0.430373	0.158867	0.832018	0.843677	0.763514	0.06214	0.289087	5
mut28	0.747313	0.0656995	0.345757	0.0756665	0.936242	0.725189	0.262025	0.061183	0.430373	0.158867	0.832018	0.843677	0.763514	0.06214	0.289087	5
mut29	0.747313	0.0656995	0.345757	0.0756665	0.936242	0.725189	0.262025	0.061183	0.430373	0.158867	0.832018	0.843677	0.763514	0.06214	0.289087	5
mut30	0.0963422	0.0262136	0.595626	0.0125374	0.0467663	0.164415	0.0984277	0.140453	0.528545	0.742153	0.035918	0.0650243	0.0430437	0.187006	0.530997	6
mut31	0.0963422	0.0262136	0.595626	0.0125374	0.0467663	0.164415	0.0984277	0.140453	0.528545	0.742153	0.035918	0.0650243	0.0430437	0.187006	0.530997	6
mut32	0.0963422	0.0262136	0.595626	0.0125374	0.0467663	0.164415	0.0984277	0.140453	0.528545	0.742153	0.035918	0.0650243	0.0430437	0.187006	0.530997	6
mut33	0.0963422	0.0262136	0.595626	0.0125374	0.0467663	0.164415	0.0984277	0.140453	0.528545	0.742153	0.035918	0.0650243	0.0430437	0.187006	0.530997	6
mut34	0.0963422	0.0262136	0.595626	0.0125374	0.0467663	0.164415	0.0984277	0.140453	0.528545	0.742153	0.035918	0.0650243	0.0430437	0.187006	0.530997	6
mut35	0.221264	0.0522094	0.298999	0.0712055	0.7767	0.749296	0.189472	0.0579492	0.406932	0.142515	0.764997	0.751244	0.117583	0.048876	0.281424	7
mut36	0.221264	0.0522094	0.298999	0.0712055	0.7767	0.749296	0.189472	0.0579492	0.406932	0.142515	0.764997	0.751244	0.117583	0.048876	0.281424	7
mut37	0.221264	0.0522094	0.298999	0.0712055	0.7767	0.749296	0.189472	0.0579492	0.406932	0.142515	0.764997	0.751244	0.117583	0.048876	0.281424	7
mut38	0.221264	0.0522094	0.298999	0.0712055	0.7767	0.749296	0.189472	0.0579492	0.406932	0.142515	0.764997	0.751244	0.117583	0.048876	0.281424	7
mut39	0.221264	0.0522094	0.298999	0.0712055	0.7767	0.749296	0.189472	0.0579492	0.406932	0.142515	0.764997	0.751244	0.117583	0.048876	0.281424	7
mut40	0.0723391	0.018991	0.492392	0.00834017	0.0290969	0.150567	0.0698092	0.0286722	0.442868	0.449929	0.0228113	0.0418916	0.0261568	0.0230544	0.442909	8
mut41	0.0723391	0.018991	0.492392	0.00834017	0.0290969	0.150567	0.0698092	0.0286722	0.442868	0.449929	0.0228113	0.0418916	0.0261568	0.0230544	0.442909	8
