clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
0	1	0.998545	0.964794	0.990805	1	1	1	0.979657	1	1
1	0.287759	0.024753	0.0262774	0.0786926	0.115793	0.0591438	0.114428	0.0779687	0.422088	0.0303321
2	0.606122	0.872908	0.715783	0.863389	0.738923	0.914393	0.732402	0.842209	0.159647	0.937884
3	0.0467488	0.00796552	0.00828102	0.0249333	0.0374229	0.044387	0.0330727	0.0258434	0.164622	0.00953919
4	0.533992	0.887387	0.118327	0.796896	0.6924	0.9607	0.467861	0.743926	0.0584809	0.971418
5	0.493272	0.879521	0.0596356	0.678527	0.655582	0.960007	0.325347	0.739963	0.0524637	0.96171
6	0.269052	0.0135892	0.00816291	0.443487	0.1703	0.0482899	0.0297213	0.0273428	0.0110102	0.753866
7	0.0762569	0.0907483	0.24622	0.0786872	0.119621	0.0273054	0.102867	0.112178	0.455433	0.0255932
8	0.0294335	0.00922042	0.085548	0.0231363	0.0337258	0.00809084	0.123996	0.0284682	0.07025	0.00983028
9	0.0524871	0.0775818	0.209	0.0554996	0.0898443	0.0176093	0.073682	0.0878862	0.27709	0.0191804
10	0.114316	0.195809	0.0337971	0.193264	0.155848	0.846661	0.236221	0.688408	0.0357463	0.0967876
11	0.0302474	0.00943781	0.00809657	0.107634	0.0355596	0.333571	0.0387455	0.0291285	0.00868855	0.0738787
12	0.207492	0.00920772	0.0079466	0.0238858	0.0379708	0.00787587	0.0358094	0.0264157	0.210142	0.0106844
13	0.0277877	0.026793	0.0084798	0.0292162	0.0329989	0.274746	0.0374539	0.0257277	0.00891058	0.0114013
14	0.027457	0.0412552	0.113473	0.0254139	0.0571398	0.00836858	0.034221	0.0573694	0.160878	0.00789782
15	0.0249558	0.00835878	0.00767273	0.0236751	0.0346348	0.0104456	0.0356165	0.504978	0.00872998	0.00917893
