mutID	sample0	sample1	sample2	sample3	sample4	clusterID
mut0	1	1	1	1	1	0
mut1	1	1	1	1	1	0
mut2	1	1	1	1	1	0
mut3	1	1	1	1	1	0
mut4	1	1	1	1	1	0
mut5	0.99396	0.98933	0.991842	0.990687	0.99116	1
mut6	0.99396	0.98933	0.991842	0.990687	0.99116	1
mut7	0.99396	0.98933	0.991842	0.990687	0.99116	1
mut8	0.99396	0.98933	0.991842	0.990687	0.99116	1
mut9	0.99396	0.98933	0.991842	0.990687	0.99116	1
mut10	0.865326	0.125669	0.832564	0.0591215	0.674461	2
mut11	0.865326	0.125669	0.832564	0.0591215	0.674461	2
mut12	0.865326	0.125669	0.832564	0.0591215	0.674461	2
mut13	0.865326	0.125669	0.832564	0.0591215	0.674461	2
mut14	0.865326	0.125669	0.832564	0.0591215	0.674461	2
mut15	0.0609904	0.616332	0.104488	0.828725	0.126897	3
mut16	0.0609904	0.616332	0.104488	0.828725	0.126897	3
mut17	0.0609904	0.616332	0.104488	0.828725	0.126897	3
mut18	0.0609904	0.616332	0.104488	0.828725	0.126897	3
mut19	0.0609904	0.616332	0.104488	0.828725	0.126897	3
