mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	clusterID
mut0	1	1	1	1	1	1	1	1	1	1	0
mut1	1	1	1	1	1	1	1	1	1	1	0
mut2	1	1	1	1	1	1	1	1	1	1	0
mut3	1	1	1	1	1	1	1	1	1	1	0
mut4	1	1	1	1	1	1	1	1	1	1	0
mut5	0.187799	0.00591102	0.502249	0.00682749	0.131583	0.00694311	0.0291769	0.00939479	0.0384331	0.00715705	1
mut6	0.187799	0.00591102	0.502249	0.00682749	0.131583	0.00694311	0.0291769	0.00939479	0.0384331	0.00715705	1
mut7	0.187799	0.00591102	0.502249	0.00682749	0.131583	0.00694311	0.0291769	0.00939479	0.0384331	0.00715705	1
mut8	0.187799	0.00591102	0.502249	0.00682749	0.131583	0.00694311	0.0291769	0.00939479	0.0384331	0.00715705	1
mut9	0.187799	0.00591102	0.502249	0.00682749	0.131583	0.00694311	0.0291769	0.00939479	0.0384331	0.00715705	1
mut10	0.790089	0.988968	0.484059	0.986394	0.823963	0.985948	0.939182	0.98287	0.937676	0.986636	2
mut11	0.790089	0.988968	0.484059	0.986394	0.823963	0.985948	0.939182	0.98287	0.937676	0.986636	2
mut12	0.790089	0.988968	0.484059	0.986394	0.823963	0.985948	0.939182	0.98287	0.937676	0.986636	2
mut13	0.790089	0.988968	0.484059	0.986394	0.823963	0.985948	0.939182	0.98287	0.937676	0.986636	2
mut14	0.790089	0.988968	0.484059	0.986394	0.823963	0.985948	0.939182	0.98287	0.937676	0.986636	2
mut15	0.732896	0.983205	0.394105	0.979941	0.772666	0.978967	0.911236	0.975071	0.905859	0.980064	3
mut16	0.732896	0.983205	0.394105	0.979941	0.772666	0.978967	0.911236	0.975071	0.905859	0.980064	3
mut17	0.732896	0.983205	0.394105	0.979941	0.772666	0.978967	0.911236	0.975071	0.905859	0.980064	3
mut18	0.732896	0.983205	0.394105	0.979941	0.772666	0.978967	0.911236	0.975071	0.905859	0.980064	3
mut19	0.732896	0.983205	0.394105	0.979941	0.772666	0.978967	0.911236	0.975071	0.905859	0.980064	3
mut20	0.274694	0.897653	0.075337	0.904664	0.294916	0.972534	0.749768	0.957661	0.602055	0.971662	4
mut21	0.274694	0.897653	0.075337	0.904664	0.294916	0.972534	0.749768	0.957661	0.602055	0.971662	4
mut22	0.274694	0.897653	0.075337	0.904664	0.294916	0.972534	0.749768	0.957661	0.602055	0.971662	4
mut23	0.274694	0.897653	0.075337	0.904664	0.294916	0.972534	0.749768	0.957661	0.602055	0.971662	4
mut24	0.274694	0.897653	0.075337	0.904664	0.294916	0.972534	0.749768	0.957661	0.602055	0.971662	4
mut25	0.0496895	0.272687	0.0174515	0.349599	0.0881913	0.902873	0.0680925	0.531372	0.0747346	0.848979	5
mut26	0.0496895	0.272687	0.0174515	0.349599	0.0881913	0.902873	0.0680925	0.531372	0.0747346	0.848979	5
mut27	0.0496895	0.272687	0.0174515	0.349599	0.0881913	0.902873	0.0680925	0.531372	0.0747346	0.848979	5
mut28	0.0496895	0.272687	0.0174515	0.349599	0.0881913	0.902873	0.0680925	0.531372	0.0747346	0.848979	5
mut29	0.0496895	0.272687	0.0174515	0.349599	0.0881913	0.902873	0.0680925	0.531372	0.0747346	0.848979	5
mut30	0.0228459	0.0113866	0.00807499	0.0208081	0.0465903	0.277115	0.0314072	0.0240897	0.0234021	0.243131	6
mut31	0.0228459	0.0113866	0.00807499	0.0208081	0.0465903	0.277115	0.0314072	0.0240897	0.0234021	0.243131	6
mut32	0.0228459	0.0113866	0.00807499	0.0208081	0.0465903	0.277115	0.0314072	0.0240897	0.0234021	0.243131	6
mut33	0.0228459	0.0113866	0.00807499	0.0208081	0.0465903	0.277115	0.0314072	0.0240897	0.0234021	0.243131	6
mut34	0.0228459	0.0113866	0.00807499	0.0208081	0.0465903	0.277115	0.0314072	0.0240897	0.0234021	0.243131	6
