clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14
0	0.978974	0.997547	0.906339	1	1	1	0.946519	0.954791	1	0.969644	0.929296	1	0.98882	1	1
1	0.88459	0.684234	0.0428115	0.103203	0.0356054	0.948914	0.196357	0.163993	0.0351004	0.0663285	0.886733	0.842113	0.0679537	0.0418136	0.0371169
2	0.0509887	0.222816	0.967523	0.879288	0.903665	0.118754	0.728465	0.80082	0.997995	0.931461	0.0358346	0.1905	0.928812	0.911209	0.997144
3	0.892564	0.708585	0.038189	0.0901225	0.0287693	0.843076	0.158324	0.170096	0.0267332	0.0500179	0.950675	0.779154	0.0579175	0.0348334	0.0253395
4	0.809667	0.0342085	0.0104193	0.0340164	0.0140879	0.689134	0.0352229	0.0256292	0.0148609	0.0281527	0.847398	0.0514853	0.0205833	0.0185308	0.0143692
5	0.472889	0.0147549	0.00629686	0.0173709	0.00838234	0.524964	0.0175748	0.015016	0.00837554	0.0123971	0.661363	0.0134801	0.0106186	0.00944119	0.00772568
6	0.0453504	0.240485	0.85944	0.8828	0.942923	0.0943872	0.807572	0.76256	0.923931	0.987162	0.0329399	0.157352	0.998	0.875437	0.866866
7	0.0706098	0.664833	0.016867	0.043074	0.00691708	0.129819	0.106181	0.11697	0.00877581	0.0133409	0.0471906	0.641063	0.027864	0.00891893	0.00649993
8	0.00843768	0.167547	0.784741	0.291905	0.00909336	0.03041	0.593052	0.795072	0.0599836	0.0161609	0.00649624	0.130868	0.639829	0.0864545	0.0186778
9	0.027177	0.0354721	0.162737	0.490332	0.964229	0.0523066	0.168643	0.0402803	0.809128	0.930735	0.0188412	0.0182928	0.127238	0.842802	0.840097
10	0.00824543	0.0137636	0.101534	0.347837	0.201373	0.0171857	0.123048	0.0165096	0.734234	0.166199	0.00639217	0.00645859	0.0729359	0.680848	0.204671
11	0.00951483	0.0108386	0.00860325	0.0224288	0.242923	0.0168945	0.0187053	0.0142736	0.0277293	0.73467	0.00632649	0.00584013	0.0120668	0.0230892	0.284446
