mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	clusterID
mut0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut5	0.616845	0.0840443	0.0107119	0.881065	0.00853232	0.00548687	0.392139	0.0997768	0.00642889	0.460651	0.0100808	0.00843139	0.742135	0.00938983	0.00585836	1
mut6	0.616845	0.0840443	0.0107119	0.881065	0.00853232	0.00548687	0.392139	0.0997768	0.00642889	0.460651	0.0100808	0.00843139	0.742135	0.00938983	0.00585836	1
mut7	0.616845	0.0840443	0.0107119	0.881065	0.00853232	0.00548687	0.392139	0.0997768	0.00642889	0.460651	0.0100808	0.00843139	0.742135	0.00938983	0.00585836	1
mut8	0.616845	0.0840443	0.0107119	0.881065	0.00853232	0.00548687	0.392139	0.0997768	0.00642889	0.460651	0.0100808	0.00843139	0.742135	0.00938983	0.00585836	1
mut9	0.616845	0.0840443	0.0107119	0.881065	0.00853232	0.00548687	0.392139	0.0997768	0.00642889	0.460651	0.0100808	0.00843139	0.742135	0.00938983	0.00585836	1
mut10	0.293116	0.892078	0.393451	0.0847118	0.807238	0.197681	0.433241	0.845307	0.239719	0.439454	0.759077	0.371843	0.181566	0.784871	0.116525	2
mut11	0.293116	0.892078	0.393451	0.0847118	0.807238	0.197681	0.433241	0.845307	0.239719	0.439454	0.759077	0.371843	0.181566	0.784871	0.116525	2
mut12	0.293116	0.892078	0.393451	0.0847118	0.807238	0.197681	0.433241	0.845307	0.239719	0.439454	0.759077	0.371843	0.181566	0.784871	0.116525	2
mut13	0.293116	0.892078	0.393451	0.0847118	0.807238	0.197681	0.433241	0.845307	0.239719	0.439454	0.759077	0.371843	0.181566	0.784871	0.116525	2
mut14	0.293116	0.892078	0.393451	0.0847118	0.807238	0.197681	0.433241	0.845307	0.239719	0.439454	0.759077	0.371843	0.181566	0.784871	0.116525	2
mut15	0.115018	0.552305	0.300607	0.0174134	0.632919	0.158643	0.137781	0.473358	0.17785	0.114488	0.649244	0.233541	0.0376278	0.608222	0.0873834	3
mut16	0.115018	0.552305	0.300607	0.0174134	0.632919	0.158643	0.137781	0.473358	0.17785	0.114488	0.649244	0.233541	0.0376278	0.608222	0.0873834	3
mut17	0.115018	0.552305	0.300607	0.0174134	0.632919	0.158643	0.137781	0.473358	0.17785	0.114488	0.649244	0.233541	0.0376278	0.608222	0.0873834	3
mut18	0.115018	0.552305	0.300607	0.0174134	0.632919	0.158643	0.137781	0.473358	0.17785	0.114488	0.649244	0.233541	0.0376278	0.608222	0.0873834	3
mut19	0.115018	0.552305	0.300607	0.0174134	0.632919	0.158643	0.137781	0.473358	0.17785	0.114488	0.649244	0.233541	0.0376278	0.608222	0.0873834	3
mut20	0.026175	0.0159248	0.583237	0.00967504	0.177927	0.79078	0.0642646	0.031818	0.747295	0.0342902	0.221714	0.611023	0.0125182	0.198335	0.871338	4
mut21	0.026175	0.0159248	0.583237	0.00967504	0.177927	0.79078	0.0642646	0.031818	0.747295	0.0342902	0.221714	0.611023	0.0125182	0.198335	0.871338	4
mut22	0.026175	0.0159248	0.583237	0.00967504	0.177927	0.79078	0.0642646	0.031818	0.747295	0.0342902	0.221714	0.611023	0.0125182	0.198335	0.871338	4
mut23	0.026175	0.0159248	0.583237	0.00967504	0.177927	0.79078	0.0642646	0.031818	0.747295	0.0342902	0.221714	0.611023	0.0125182	0.198335	0.871338	4
mut24	0.026175	0.0159248	0.583237	0.00967504	0.177927	0.79078	0.0642646	0.031818	0.747295	0.0342902	0.221714	0.611023	0.0125182	0.198335	0.871338	4
mut25	0.0108883	0.00824257	0.44969	0.00468706	0.137615	0.648598	0.0224128	0.0173926	0.558824	0.012005	0.1847	0.384685	0.0052982	0.150272	0.673736	5
mut26	0.0108883	0.00824257	0.44969	0.00468706	0.137615	0.648598	0.0224128	0.0173926	0.558824	0.012005	0.1847	0.384685	0.0052982	0.150272	0.673736	5
mut27	0.0108883	0.00824257	0.44969	0.00468706	0.137615	0.648598	0.0224128	0.0173926	0.558824	0.012005	0.1847	0.384685	0.0052982	0.150272	0.673736	5
mut28	0.0108883	0.00824257	0.44969	0.00468706	0.137615	0.648598	0.0224128	0.0173926	0.558824	0.012005	0.1847	0.384685	0.0052982	0.150272	0.673736	5
mut29	0.0108883	0.00824257	0.44969	0.00468706	0.137615	0.648598	0.0224128	0.0173926	0.558824	0.012005	0.1847	0.384685	0.0052982	0.150272	0.673736	5
