mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	clusterID
mut0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut5	0.993446	0.988906	0.984426	0.993752	0.994603	0.993814	0.990631	0.990119	0.993642	0.994318	0.993266	0.991262	0.989512	0.995071	0.986828	1
mut6	0.993446	0.988906	0.984426	0.993752	0.994603	0.993814	0.990631	0.990119	0.993642	0.994318	0.993266	0.991262	0.989512	0.995071	0.986828	1
mut7	0.993446	0.988906	0.984426	0.993752	0.994603	0.993814	0.990631	0.990119	0.993642	0.994318	0.993266	0.991262	0.989512	0.995071	0.986828	1
mut8	0.993446	0.988906	0.984426	0.993752	0.994603	0.993814	0.990631	0.990119	0.993642	0.994318	0.993266	0.991262	0.989512	0.995071	0.986828	1
mut9	0.993446	0.988906	0.984426	0.993752	0.994603	0.993814	0.990631	0.990119	0.993642	0.994318	0.993266	0.991262	0.989512	0.995071	0.986828	1
mut10	0.986648	0.977488	0.969246	0.986549	0.988704	0.987424	0.981047	0.980605	0.987987	0.989146	0.987054	0.982414	0.97965	0.990648	0.972898	2
mut11	0.986648	0.977488	0.969246	0.986549	0.988704	0.987424	0.981047	0.980605	0.987987	0.989146	0.987054	0.982414	0.97965	0.990648	0.972898	2
mut12	0.986648	0.977488	0.969246	0.986549	0.988704	0.987424	0.981047	0.980605	0.987987	0.989146	0.987054	0.982414	0.97965	0.990648	0.972898	2
mut13	0.986648	0.977488	0.969246	0.986549	0.988704	0.987424	0.981047	0.980605	0.987987	0.989146	0.987054	0.982414	0.97965	0.990648	0.972898	2
mut14	0.986648	0.977488	0.969246	0.986549	0.988704	0.987424	0.981047	0.980605	0.987987	0.989146	0.987054	0.982414	0.97965	0.990648	0.972898	2
mut15	0.971481	0.964847	0.947433	0.953027	0.964048	0.977592	0.965718	0.941566	0.978261	0.980759	0.965505	0.944103	0.970507	0.983154	0.959696	3
mut16	0.971481	0.964847	0.947433	0.953027	0.964048	0.977592	0.965718	0.941566	0.978261	0.980759	0.965505	0.944103	0.970507	0.983154	0.959696	3
mut17	0.971481	0.964847	0.947433	0.953027	0.964048	0.977592	0.965718	0.941566	0.978261	0.980759	0.965505	0.944103	0.970507	0.983154	0.959696	3
mut18	0.971481	0.964847	0.947433	0.953027	0.964048	0.977592	0.965718	0.941566	0.978261	0.980759	0.965505	0.944103	0.970507	0.983154	0.959696	3
mut19	0.971481	0.964847	0.947433	0.953027	0.964048	0.977592	0.965718	0.941566	0.978261	0.980759	0.965505	0.944103	0.970507	0.983154	0.959696	3
