mutID	sample0	sample1	sample2	sample3	sample4	clusterID
mut0	0.970328	0.977099	0.928032	1	1	0
mut1	0.970328	0.977099	0.928032	1	1	0
mut2	0.970328	0.977099	0.928032	1	1	0
mut3	0.970328	0.977099	0.928032	1	1	0
mut4	0.970328	0.977099	0.928032	1	1	0
mut5	0.532402	0.826251	0.858464	0.857791	0.911572	1
mut6	0.532402	0.826251	0.858464	0.857791	0.911572	1
mut7	0.532402	0.826251	0.858464	0.857791	0.911572	1
mut8	0.532402	0.826251	0.858464	0.857791	0.911572	1
mut9	0.532402	0.826251	0.858464	0.857791	0.911572	1
mut10	0.438029	0.0871189	0.0321256	0.0450472	0.0203114	2
mut11	0.438029	0.0871189	0.0321256	0.0450472	0.0203114	2
mut12	0.438029	0.0871189	0.0321256	0.0450472	0.0203114	2
mut13	0.438029	0.0871189	0.0321256	0.0450472	0.0203114	2
mut14	0.438029	0.0871189	0.0321256	0.0450472	0.0203114	2
mut15	0.182595	0.767202	0.699032	0.648038	0.366778	3
mut16	0.182595	0.767202	0.699032	0.648038	0.366778	3
mut17	0.182595	0.767202	0.699032	0.648038	0.366778	3
mut18	0.182595	0.767202	0.699032	0.648038	0.366778	3
mut19	0.182595	0.767202	0.699032	0.648038	0.366778	3
mut20	0.17175	0.854794	0.713942	0.5308	0.369462	4
mut21	0.17175	0.854794	0.713942	0.5308	0.369462	4
mut22	0.17175	0.854794	0.713942	0.5308	0.369462	4
mut23	0.17175	0.854794	0.713942	0.5308	0.369462	4
mut24	0.17175	0.854794	0.713942	0.5308	0.369462	4
mut25	0.172609	0.781511	0.618047	0.585231	0.327077	5
mut26	0.172609	0.781511	0.618047	0.585231	0.327077	5
mut27	0.172609	0.781511	0.618047	0.585231	0.327077	5
mut28	0.172609	0.781511	0.618047	0.585231	0.327077	5
mut29	0.172609	0.781511	0.618047	0.585231	0.327077	5
mut30	0.171857	0.69501	0.369626	0.519263	0.29856	6
mut31	0.171857	0.69501	0.369626	0.519263	0.29856	6
mut32	0.171857	0.69501	0.369626	0.519263	0.29856	6
mut33	0.171857	0.69501	0.369626	0.519263	0.29856	6
mut34	0.171857	0.69501	0.369626	0.519263	0.29856	6
mut35	0.0989199	0.586583	0.221034	0.397364	0.215955	7
mut36	0.0989199	0.586583	0.221034	0.397364	0.215955	7
mut37	0.0989199	0.586583	0.221034	0.397364	0.215955	7
mut38	0.0989199	0.586583	0.221034	0.397364	0.215955	7
mut39	0.0989199	0.586583	0.221034	0.397364	0.215955	7
mut40	0.323601	0.0773509	0.221624	0.22183	0.584548	8
mut41	0.323601	0.0773509	0.221624	0.22183	0.584548	8
mut42	0.323601	0.0773509	0.221624	0.22183	0.584548	8
mut43	0.323601	0.0773509	0.221624	0.22183	0.584548	8
mut44	0.323601	0.0773509	0.221624	0.22183	0.584548	8
mut45	0.0452673	0.0860078	0.0268023	0.059661	0.0239809	9
mut46	0.0452673	0.0860078	0.0268023	0.059661	0.0239809	9
mut47	0.0452673	0.0860078	0.0268023	0.059661	0.0239809	9
mut48	0.0452673	0.0860078	0.0268023	0.059661	0.0239809	9
mut49	0.0452673	0.0860078	0.0268023	0.059661	0.0239809	9
mut50	0.149939	0.0150076	0.101576	0.0408742	0.0352629	10
mut51	0.149939	0.0150076	0.101576	0.0408742	0.0352629	10
mut52	0.149939	0.0150076	0.101576	0.0408742	0.0352629	10
mut53	0.149939	0.0150076	0.101576	0.0408742	0.0352629	10
mut54	0.149939	0.0150076	0.101576	0.0408742	0.0352629	10
