mutID	sample0	sample1	sample2	sample3	sample4	clusterID
mut0	1	1	1	1	1	0
mut1	1	1	1	1	1	0
mut2	1	1	1	1	1	0
mut3	1	1	1	1	1	0
mut4	1	1	1	1	1	0
mut5	0.99526	0.993663	0.994698	0.99452	0.994883	1
mut6	0.99526	0.993663	0.994698	0.99452	0.994883	1
mut7	0.99526	0.993663	0.994698	0.99452	0.994883	1
mut8	0.99526	0.993663	0.994698	0.99452	0.994883	1
mut9	0.99526	0.993663	0.994698	0.99452	0.994883	1
mut10	0.721886	0.965397	0.371597	0.96789	0.961433	2
mut11	0.721886	0.965397	0.371597	0.96789	0.961433	2
mut12	0.721886	0.965397	0.371597	0.96789	0.961433	2
mut13	0.721886	0.965397	0.371597	0.96789	0.961433	2
mut14	0.721886	0.965397	0.371597	0.96789	0.961433	2
mut15	0.467843	0.193736	0.0421623	0.612207	0.178882	3
mut16	0.467843	0.193736	0.0421623	0.612207	0.178882	3
mut17	0.467843	0.193736	0.0421623	0.612207	0.178882	3
mut18	0.467843	0.193736	0.0421623	0.612207	0.178882	3
mut19	0.467843	0.193736	0.0421623	0.612207	0.178882	3
mut20	0.122593	0.631136	0.297226	0.201186	0.601388	4
mut21	0.122593	0.631136	0.297226	0.201186	0.601388	4
mut22	0.122593	0.631136	0.297226	0.201186	0.601388	4
mut23	0.122593	0.631136	0.297226	0.201186	0.601388	4
mut24	0.122593	0.631136	0.297226	0.201186	0.601388	4
mut25	0.267577	0.0212365	0.616921	0.0202593	0.027449	5
mut26	0.267577	0.0212365	0.616921	0.0202593	0.027449	5
mut27	0.267577	0.0212365	0.616921	0.0202593	0.027449	5
mut28	0.267577	0.0212365	0.616921	0.0202593	0.027449	5
mut29	0.267577	0.0212365	0.616921	0.0202593	0.027449	5
mut30	0.137491	0.0139316	0.382824	0.0123517	0.0190047	6
mut31	0.137491	0.0139316	0.382824	0.0123517	0.0190047	6
mut32	0.137491	0.0139316	0.382824	0.0123517	0.0190047	6
mut33	0.137491	0.0139316	0.382824	0.0123517	0.0190047	6
mut34	0.137491	0.0139316	0.382824	0.0123517	0.0190047	6
