mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	clusterID
mut0	1	1	1	1	1	1	1	1	1	1	0
mut1	1	1	1	1	1	1	1	1	1	1	0
mut2	1	1	1	1	1	1	1	1	1	1	0
mut3	1	1	1	1	1	1	1	1	1	1	0
mut4	1	1	1	1	1	1	1	1	1	1	0
mut5	0.990677	0.981831	0.992795	0.993416	0.992342	0.980254	0.984645	0.982979	0.981133	0.986258	1
mut6	0.990677	0.981831	0.992795	0.993416	0.992342	0.980254	0.984645	0.982979	0.981133	0.986258	1
mut7	0.990677	0.981831	0.992795	0.993416	0.992342	0.980254	0.984645	0.982979	0.981133	0.986258	1
mut8	0.990677	0.981831	0.992795	0.993416	0.992342	0.980254	0.984645	0.982979	0.981133	0.986258	1
mut9	0.990677	0.981831	0.992795	0.993416	0.992342	0.980254	0.984645	0.982979	0.981133	0.986258	1
mut10	0.980419	0.962548	0.984813	0.986324	0.986037	0.958814	0.969023	0.965919	0.962043	0.973968	2
mut11	0.980419	0.962548	0.984813	0.986324	0.986037	0.958814	0.969023	0.965919	0.962043	0.973968	2
mut12	0.980419	0.962548	0.984813	0.986324	0.986037	0.958814	0.969023	0.965919	0.962043	0.973968	2
mut13	0.980419	0.962548	0.984813	0.986324	0.986037	0.958814	0.969023	0.965919	0.962043	0.973968	2
mut14	0.980419	0.962548	0.984813	0.986324	0.986037	0.958814	0.969023	0.965919	0.962043	0.973968	2
mut15	0.970989	0.942424	0.977873	0.980061	0.979196	0.936904	0.955325	0.950078	0.944733	0.960792	3
mut16	0.970989	0.942424	0.977873	0.980061	0.979196	0.936904	0.955325	0.950078	0.944733	0.960792	3
mut17	0.970989	0.942424	0.977873	0.980061	0.979196	0.936904	0.955325	0.950078	0.944733	0.960792	3
mut18	0.970989	0.942424	0.977873	0.980061	0.979196	0.936904	0.955325	0.950078	0.944733	0.960792	3
mut19	0.970989	0.942424	0.977873	0.980061	0.979196	0.936904	0.955325	0.950078	0.944733	0.960792	3
mut20	0.957252	0.921856	0.971274	0.972969	0.970147	0.907924	0.937976	0.934702	0.924561	0.941706	4
mut21	0.957252	0.921856	0.971274	0.972969	0.970147	0.907924	0.937976	0.934702	0.924561	0.941706	4
mut22	0.957252	0.921856	0.971274	0.972969	0.970147	0.907924	0.937976	0.934702	0.924561	0.941706	4
mut23	0.957252	0.921856	0.971274	0.972969	0.970147	0.907924	0.937976	0.934702	0.924561	0.941706	4
mut24	0.957252	0.921856	0.971274	0.972969	0.970147	0.907924	0.937976	0.934702	0.924561	0.941706	4
