mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	clusterID
mut0	1	1	1	1	1	1	1	1	1	1	0
mut1	1	1	1	1	1	1	1	1	1	1	0
mut2	1	1	1	1	1	1	1	1	1	1	0
mut3	1	1	1	1	1	1	1	1	1	1	0
mut4	1	1	1	1	1	1	1	1	1	1	0
mut5	0.558074	0.0159893	0.0680828	0.0161608	0.0097082	0.124536	0.0105009	0.045661	0.00703282	0.0168611	1
mut6	0.558074	0.0159893	0.0680828	0.0161608	0.0097082	0.124536	0.0105009	0.045661	0.00703282	0.0168611	1
mut7	0.558074	0.0159893	0.0680828	0.0161608	0.0097082	0.124536	0.0105009	0.045661	0.00703282	0.0168611	1
mut8	0.558074	0.0159893	0.0680828	0.0161608	0.0097082	0.124536	0.0105009	0.045661	0.00703282	0.0168611	1
mut9	0.558074	0.0159893	0.0680828	0.0161608	0.0097082	0.124536	0.0105009	0.045661	0.00703282	0.0168611	1
mut10	0.302601	0.947852	0.491961	0.949013	0.97119	0.789922	0.968806	0.439982	0.978365	0.954199	2
mut11	0.302601	0.947852	0.491961	0.949013	0.97119	0.789922	0.968806	0.439982	0.978365	0.954199	2
mut12	0.302601	0.947852	0.491961	0.949013	0.97119	0.789922	0.968806	0.439982	0.978365	0.954199	2
mut13	0.302601	0.947852	0.491961	0.949013	0.97119	0.789922	0.968806	0.439982	0.978365	0.954199	2
mut14	0.302601	0.947852	0.491961	0.949013	0.97119	0.789922	0.968806	0.439982	0.978365	0.954199	2
mut15	0.112865	0.929425	0.429947	0.933233	0.961021	0.7292	0.957839	0.384379	0.971723	0.940659	3
mut16	0.112865	0.929425	0.429947	0.933233	0.961021	0.7292	0.957839	0.384379	0.971723	0.940659	3
mut17	0.112865	0.929425	0.429947	0.933233	0.961021	0.7292	0.957839	0.384379	0.971723	0.940659	3
mut18	0.112865	0.929425	0.429947	0.933233	0.961021	0.7292	0.957839	0.384379	0.971723	0.940659	3
mut19	0.112865	0.929425	0.429947	0.933233	0.961021	0.7292	0.957839	0.384379	0.971723	0.940659	3
mut20	0.0699517	0.911517	0.334105	0.917772	0.951162	0.367323	0.948391	0.29041	0.963354	0.92576	4
mut21	0.0699517	0.911517	0.334105	0.917772	0.951162	0.367323	0.948391	0.29041	0.963354	0.92576	4
mut22	0.0699517	0.911517	0.334105	0.917772	0.951162	0.367323	0.948391	0.29041	0.963354	0.92576	4
mut23	0.0699517	0.911517	0.334105	0.917772	0.951162	0.367323	0.948391	0.29041	0.963354	0.92576	4
mut24	0.0699517	0.911517	0.334105	0.917772	0.951162	0.367323	0.948391	0.29041	0.963354	0.92576	4
mut25	0.056469	0.891865	0.245863	0.901738	0.941052	0.160725	0.938852	0.201544	0.887745	0.821787	5
mut26	0.056469	0.891865	0.245863	0.901738	0.941052	0.160725	0.938852	0.201544	0.887745	0.821787	5
mut27	0.056469	0.891865	0.245863	0.901738	0.941052	0.160725	0.938852	0.201544	0.887745	0.821787	5
mut28	0.056469	0.891865	0.245863	0.901738	0.941052	0.160725	0.938852	0.201544	0.887745	0.821787	5
mut29	0.056469	0.891865	0.245863	0.901738	0.941052	0.160725	0.938852	0.201544	0.887745	0.821787	5
mut30	0.0126812	0.692228	0.0603963	0.0351752	0.0103451	0.0391563	0.751331	0.0527141	0.082895	0.0138825	6
mut31	0.0126812	0.692228	0.0603963	0.0351752	0.0103451	0.0391563	0.751331	0.0527141	0.082895	0.0138825	6
mut32	0.0126812	0.692228	0.0603963	0.0351752	0.0103451	0.0391563	0.751331	0.0527141	0.082895	0.0138825	6
mut33	0.0126812	0.692228	0.0603963	0.0351752	0.0103451	0.0391563	0.751331	0.0527141	0.082895	0.0138825	6
mut34	0.0126812	0.692228	0.0603963	0.0351752	0.0103451	0.0391563	0.751331	0.0527141	0.082895	0.0138825	6
mut35	0.0142959	0.0168452	0.38337	0.0176683	0.00919985	0.042306	0.0103856	0.459672	0.00728159	0.0143944	7
mut36	0.0142959	0.0168452	0.38337	0.0176683	0.00919985	0.042306	0.0103856	0.459672	0.00728159	0.0143944	7
mut37	0.0142959	0.0168452	0.38337	0.0176683	0.00919985	0.042306	0.0103856	0.459672	0.00728159	0.0143944	7
mut38	0.0142959	0.0168452	0.38337	0.0176683	0.00919985	0.042306	0.0103856	0.459672	0.00728159	0.0143944	7
mut39	0.0142959	0.0168452	0.38337	0.0176683	0.00919985	0.042306	0.0103856	0.459672	0.00728159	0.0143944	7
