mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	clusterID
mut0	1	1	1	1	1	1	1	1	1	1	0
mut1	1	1	1	1	1	1	1	1	1	1	0
mut2	1	1	1	1	1	1	1	1	1	1	0
mut3	1	1	1	1	1	1	1	1	1	1	0
mut4	1	1	1	1	1	1	1	1	1	1	0
mut5	0.99367	0.994265	0.995004	0.993382	0.993215	0.992374	0.994235	0.988669	0.993361	0.994665	1
mut6	0.99367	0.994265	0.995004	0.993382	0.993215	0.992374	0.994235	0.988669	0.993361	0.994665	1
mut7	0.99367	0.994265	0.995004	0.993382	0.993215	0.992374	0.994235	0.988669	0.993361	0.994665	1
mut8	0.99367	0.994265	0.995004	0.993382	0.993215	0.992374	0.994235	0.988669	0.993361	0.994665	1
mut9	0.99367	0.994265	0.995004	0.993382	0.993215	0.992374	0.994235	0.988669	0.993361	0.994665	1
mut10	0.742032	0.143611	0.836033	0.105866	0.640368	0.0593853	0.716256	0.184913	0.868261	0.14893	2
mut11	0.742032	0.143611	0.836033	0.105866	0.640368	0.0593853	0.716256	0.184913	0.868261	0.14893	2
mut12	0.742032	0.143611	0.836033	0.105866	0.640368	0.0593853	0.716256	0.184913	0.868261	0.14893	2
mut13	0.742032	0.143611	0.836033	0.105866	0.640368	0.0593853	0.716256	0.184913	0.868261	0.14893	2
mut14	0.742032	0.143611	0.836033	0.105866	0.640368	0.0593853	0.716256	0.184913	0.868261	0.14893	2
mut15	0.165357	0.70363	0.0748398	0.71243	0.146009	0.831481	0.10664	0.704915	0.0732817	0.665604	3
mut16	0.165357	0.70363	0.0748398	0.71243	0.146009	0.831481	0.10664	0.704915	0.0732817	0.665604	3
mut17	0.165357	0.70363	0.0748398	0.71243	0.146009	0.831481	0.10664	0.704915	0.0732817	0.665604	3
mut18	0.165357	0.70363	0.0748398	0.71243	0.146009	0.831481	0.10664	0.704915	0.0732817	0.665604	3
mut19	0.165357	0.70363	0.0748398	0.71243	0.146009	0.831481	0.10664	0.704915	0.0732817	0.665604	3
