clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
0	1	0.927926	1	1	0.96751	1	1	1	1	1
1	0.905615	0.901531	1	0.897862	1	0.967057	0.98653	0.974874	0.934956	0.923583
2	1	0.913603	0.970225	0.904441	0.136673	0.900009	0.802459	0.997929	0.981407	0.751143
3	0.920358	0.853447	0.925498	0.793767	0.116393	0.802104	0.726159	0.962136	0.937301	0.679348
4	0.927008	0.946794	0.767742	0.740397	0.114706	0.786774	0.730655	0.932567	0.860197	0.551371
5	0.0424145	0.0936001	0.662611	0.635553	0.0544526	0.275385	0.177856	0.939586	0.86933	0.2665
6	0.947789	0.796551	0.0937189	0.170803	0.0466483	0.402312	0.525863	0.0283996	0.0535215	0.239402
7	0.64522	0.0499905	0.0350677	0.085788	0.0125864	0.355713	0.208709	0.00901747	0.0201577	0.0748501
8	0.0148155	0.0428291	0.0513721	0.0782709	0.887918	0.0870798	0.0925835	0.0193887	0.0375107	0.150912
9	0.128472	0.662488	0.0263957	0.0373349	0.0143694	0.0399551	0.252262	0.00886179	0.0165473	0.0617272
10	0.0318683	0.0708872	0.740241	0.540874	0.0398728	0.253748	0.148253	0.896919	0.877964	0.233133
11	0.00790978	0.0202608	0.0849558	0.0369052	0.015021	0.0448088	0.0390426	0.561947	0.100359	0.0721095
12	0.0129484	0.0214734	0.118847	0.429789	0.0150357	0.109288	0.0454897	0.114458	0.542167	0.0727217
13	0.00819954	0.020698	0.0240033	0.0412013	0.73337	0.0416791	0.0404514	0.0108736	0.0153187	0.0677218
