clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14
0	0.978913	1	0.977219	0.962075	1	1	1	0.992064	0.985178	1	1	0.930933	0.985046	1	1
1	0.579368	0.0293359	0.832848	0.0811243	0.0563452	0.0374612	0.265712	0.0306029	0.0260107	0.913559	0.614708	0.0870853	0.0522381	0.346477	0.0344185
2	0.064385	0.0305729	0.0149045	0.0154237	0.0113482	0.00645478	0.0577703	0.0750217	0.00635641	0.0261025	0.0457068	0.0161891	0.0115927	0.101119	0.870793
3	0.114066	0.392917	0.031159	0.104529	0.124848	0.0142246	0.483381	0.335604	0.18556	0.0528995	0.108754	0.0379007	0.0669247	0.238708	0.0673583
4	0.539971	0.0246089	0.800106	0.0632515	0.052232	0.0297071	0.21088	0.0242823	0.021321	0.773391	0.583989	0.0878417	0.0413101	0.30691	0.0247582
5	0.0667735	0.414788	0.0163349	0.6057	0.534043	0.0802413	0.0567488	0.177133	0.582495	0.0219876	0.039348	0.60655	0.424651	0.0639903	0.00455513
6	0.109525	0.0120527	0.256403	0.0330884	0.0231959	0.0140811	0.105826	0.0132278	0.00945563	0.0720693	0.0930963	0.0488217	0.0207047	0.149403	0.0118477
7	0.054548	0.00502989	0.0767849	0.0160908	0.0111069	0.00715009	0.0501646	0.00646248	0.00509397	0.0216033	0.0441729	0.0317839	0.0105908	0.0708061	0.00602407
8	0.0496442	0.136906	0.0199912	0.050301	0.0491294	0.00719397	0.411877	0.0486234	0.0175086	0.037438	0.0573167	0.0183056	0.0284094	0.18882	0.0220822
9	0.0554831	0.0155523	0.0160892	0.182412	0.238112	0.60034	0.0472832	0.0104634	0.0100715	0.0185815	0.0505019	0.268142	0.345393	0.0648444	0.00508525
10	0.0613006	0.00528794	0.01475	0.0165262	0.0131518	0.30097	0.0512167	0.0052101	0.00466607	0.0199261	0.0548352	0.0150119	0.0582459	0.0786354	0.0059659
11	0.1634	0.00528272	0.519187	0.0139242	0.0133511	0.00772587	0.0536095	0.00516601	0.00514263	0.576502	0.491138	0.0151088	0.012972	0.0938465	0.00506635
