mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	clusterID
mut0	1	1	1	1	1	1	1	1	1	1	0
mut1	1	1	1	1	1	1	1	1	1	1	0
mut2	1	1	1	1	1	1	1	1	1	1	0
mut3	1	1	1	1	1	1	1	1	1	1	0
mut4	1	1	1	1	1	1	1	1	1	1	0
mut5	0.992431	0.993107	0.993659	0.991534	0.990486	0.995135	0.994922	0.993854	0.993226	0.99258	1
mut6	0.992431	0.993107	0.993659	0.991534	0.990486	0.995135	0.994922	0.993854	0.993226	0.99258	1
mut7	0.992431	0.993107	0.993659	0.991534	0.990486	0.995135	0.994922	0.993854	0.993226	0.99258	1
mut8	0.992431	0.993107	0.993659	0.991534	0.990486	0.995135	0.994922	0.993854	0.993226	0.99258	1
mut9	0.992431	0.993107	0.993659	0.991534	0.990486	0.995135	0.994922	0.993854	0.993226	0.99258	1
mut10	0.976657	0.973702	0.980481	0.961418	0.981575	0.963357	0.989667	0.986164	0.987439	0.985723	2
mut11	0.976657	0.973702	0.980481	0.961418	0.981575	0.963357	0.989667	0.986164	0.987439	0.985723	2
mut12	0.976657	0.973702	0.980481	0.961418	0.981575	0.963357	0.989667	0.986164	0.987439	0.985723	2
mut13	0.976657	0.973702	0.980481	0.961418	0.981575	0.963357	0.989667	0.986164	0.987439	0.985723	2
mut14	0.976657	0.973702	0.980481	0.961418	0.981575	0.963357	0.989667	0.986164	0.987439	0.985723	2
