clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
0	0.982767	1	1	1	0.900872	1	1	1	1	1
1	0.992629	1	0.888046	0.038968	0.0651417	0.944783	0.905896	0.717134	0.0365554	0.154474
2	0.921078	0.958754	0.952583	0.0389972	0.0460759	0.893464	0.838022	0.727951	0.0277737	0.13208
3	0.97986	0.869343	0.173953	0.01743	0.0263365	0.825766	0.599875	0.0394955	0.0162033	0.0391883
4	0.5043	0.0242889	0.00873966	0.00581438	0.00896798	0.63378	0.0124217	0.00853169	0.00541126	0.013562
5	0.160555	0.675323	0.0980864	0.006015	0.00895486	0.165637	0.426725	0.0141257	0.00582057	0.011082
6	0.0151435	0.0302367	0.0320715	0.359789	0.858687	0.04973	0.0456521	0.231536	0.224238	0.849958
7	0.011273	0.0171753	0.0130364	0.565773	0.0335351	0.0323912	0.0237722	0.0197055	0.672564	0.0233874
8	0.00682782	0.0933475	0.660623	0.00945102	0.0159528	0.0167252	0.335813	0.680482	0.00715185	0.0749586
9	0.00589892	0.00855303	0.00653254	0.566409	0.0284686	0.0163628	0.0105988	0.0114239	0.661235	0.0146019
10	0.0106512	0.0200369	0.0203675	0.398088	0.811533	0.0325863	0.0383875	0.229161	0.183084	0.746204
11	0.00533563	0.00945599	0.0156061	0.1215	0.659588	0.0194717	0.0275435	0.148995	0.042731	0.712391
