mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	clusterID
mut0	1	1	1	1	1	1	1	1	1	1	0
mut1	1	1	1	1	1	1	1	1	1	1	0
mut2	1	1	1	1	1	1	1	1	1	1	0
mut3	1	1	1	1	1	1	1	1	1	1	0
mut4	1	1	1	1	1	1	1	1	1	1	0
mut5	0.991434	0.989807	0.991158	0.993063	0.995447	0.993133	0.993202	0.990092	0.992513	0.987637	1
mut6	0.991434	0.989807	0.991158	0.993063	0.995447	0.993133	0.993202	0.990092	0.992513	0.987637	1
mut7	0.991434	0.989807	0.991158	0.993063	0.995447	0.993133	0.993202	0.990092	0.992513	0.987637	1
mut8	0.991434	0.989807	0.991158	0.993063	0.995447	0.993133	0.993202	0.990092	0.992513	0.987637	1
mut9	0.991434	0.989807	0.991158	0.993063	0.995447	0.993133	0.993202	0.990092	0.992513	0.987637	1
mut10	0.926111	0.107337	0.697543	0.0804266	0.748599	0.132388	0.932048	0.0838641	0.884558	0.152066	2
mut11	0.926111	0.107337	0.697543	0.0804266	0.748599	0.132388	0.932048	0.0838641	0.884558	0.152066	2
mut12	0.926111	0.107337	0.697543	0.0804266	0.748599	0.132388	0.932048	0.0838641	0.884558	0.152066	2
mut13	0.926111	0.107337	0.697543	0.0804266	0.748599	0.132388	0.932048	0.0838641	0.884558	0.152066	2
mut14	0.926111	0.107337	0.697543	0.0804266	0.748599	0.132388	0.932048	0.0838641	0.884558	0.152066	2
mut15	0.0320877	0.82358	0.207603	0.734421	0.119192	0.678908	0.045174	0.809072	0.0557191	0.601945	3
mut16	0.0320877	0.82358	0.207603	0.734421	0.119192	0.678908	0.045174	0.809072	0.0557191	0.601945	3
mut17	0.0320877	0.82358	0.207603	0.734421	0.119192	0.678908	0.045174	0.809072	0.0557191	0.601945	3
mut18	0.0320877	0.82358	0.207603	0.734421	0.119192	0.678908	0.045174	0.809072	0.0557191	0.601945	3
mut19	0.0320877	0.82358	0.207603	0.734421	0.119192	0.678908	0.045174	0.809072	0.0557191	0.601945	3
