mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	clusterID
mut0	1	1	1	1	1	1	1	1	1	1	0
mut1	1	1	1	1	1	1	1	1	1	1	0
mut2	1	1	1	1	1	1	1	1	1	1	0
mut3	1	1	1	1	1	1	1	1	1	1	0
mut4	1	1	1	1	1	1	1	1	1	1	0
mut5	0.991191	0.992168	0.992076	0.994627	0.994875	0.990208	0.995336	0.995456	0.994143	0.995649	1
mut6	0.991191	0.992168	0.992076	0.994627	0.994875	0.990208	0.995336	0.995456	0.994143	0.995649	1
mut7	0.991191	0.992168	0.992076	0.994627	0.994875	0.990208	0.995336	0.995456	0.994143	0.995649	1
mut8	0.991191	0.992168	0.992076	0.994627	0.994875	0.990208	0.995336	0.995456	0.994143	0.995649	1
mut9	0.991191	0.992168	0.992076	0.994627	0.994875	0.990208	0.995336	0.995456	0.994143	0.995649	1
mut10	0.977474	0.97297	0.981931	0.974205	0.988907	0.981384	0.989818	0.955727	0.97232	0.963053	2
mut11	0.977474	0.97297	0.981931	0.974205	0.988907	0.981384	0.989818	0.955727	0.97232	0.963053	2
mut12	0.977474	0.97297	0.981931	0.974205	0.988907	0.981384	0.989818	0.955727	0.97232	0.963053	2
mut13	0.977474	0.97297	0.981931	0.974205	0.988907	0.981384	0.989818	0.955727	0.97232	0.963053	2
mut14	0.977474	0.97297	0.981931	0.974205	0.988907	0.981384	0.989818	0.955727	0.97232	0.963053	2
