mutID	sample0	sample1	sample2	sample3	sample4	clusterID
mut0	1	1	0.94944	1	1	0
mut1	1	1	0.94944	1	1	0
mut2	1	1	0.94944	1	1	0
mut3	1	1	0.94944	1	1	0
mut4	1	1	0.94944	1	1	0
mut5	0.853802	0.919277	0.221517	0.833785	0.866581	1
mut6	0.853802	0.919277	0.221517	0.833785	0.866581	1
mut7	0.853802	0.919277	0.221517	0.833785	0.866581	1
mut8	0.853802	0.919277	0.221517	0.833785	0.866581	1
mut9	0.853802	0.919277	0.221517	0.833785	0.866581	1
mut10	0.195247	0.0709731	0.0418158	0.0219149	0.0719027	2
mut11	0.195247	0.0709731	0.0418158	0.0219149	0.0719027	2
mut12	0.195247	0.0709731	0.0418158	0.0219149	0.0719027	2
mut13	0.195247	0.0709731	0.0418158	0.0219149	0.0719027	2
mut14	0.195247	0.0709731	0.0418158	0.0219149	0.0719027	2
mut15	0.484835	0.477515	0.0151738	0.0110397	0.0116887	3
mut16	0.484835	0.477515	0.0151738	0.0110397	0.0116887	3
mut17	0.484835	0.477515	0.0151738	0.0110397	0.0116887	3
mut18	0.484835	0.477515	0.0151738	0.0110397	0.0116887	3
mut19	0.484835	0.477515	0.0151738	0.0110397	0.0116887	3
mut20	0.13102	0.0433818	0.0254945	0.0107179	0.0569579	4
mut21	0.13102	0.0433818	0.0254945	0.0107179	0.0569579	4
mut22	0.13102	0.0433818	0.0254945	0.0107179	0.0569579	4
mut23	0.13102	0.0433818	0.0254945	0.0107179	0.0569579	4
mut24	0.13102	0.0433818	0.0254945	0.0107179	0.0569579	4
mut25	0.122427	0.161784	0.175029	0.902798	0.77845	5
mut26	0.122427	0.161784	0.175029	0.902798	0.77845	5
mut27	0.122427	0.161784	0.175029	0.902798	0.77845	5
mut28	0.122427	0.161784	0.175029	0.902798	0.77845	5
mut29	0.122427	0.161784	0.175029	0.902798	0.77845	5
mut30	0.0213767	0.091203	0.0493569	0.830291	0.518669	6
mut31	0.0213767	0.091203	0.0493569	0.830291	0.518669	6
mut32	0.0213767	0.091203	0.0493569	0.830291	0.518669	6
mut33	0.0213767	0.091203	0.0493569	0.830291	0.518669	6
mut34	0.0213767	0.091203	0.0493569	0.830291	0.518669	6
mut35	0.0149873	0.0253423	0.032764	0.767446	0.295555	7
mut36	0.0149873	0.0253423	0.032764	0.767446	0.295555	7
mut37	0.0149873	0.0253423	0.032764	0.767446	0.295555	7
mut38	0.0149873	0.0253423	0.032764	0.767446	0.295555	7
mut39	0.0149873	0.0253423	0.032764	0.767446	0.295555	7
mut40	0.00603468	0.0143032	0.283756	0.0115941	0.0381048	8
mut41	0.00603468	0.0143032	0.283756	0.0115941	0.0381048	8
mut42	0.00603468	0.0143032	0.283756	0.0115941	0.0381048	8
mut43	0.00603468	0.0143032	0.283756	0.0115941	0.0381048	8
mut44	0.00603468	0.0143032	0.283756	0.0115941	0.0381048	8
mut45	0.0062059	0.011625	0.015721	0.2854	0.0209819	9
mut46	0.0062059	0.011625	0.015721	0.2854	0.0209819	9
mut47	0.0062059	0.011625	0.015721	0.2854	0.0209819	9
mut48	0.0062059	0.011625	0.015721	0.2854	0.0209819	9
mut49	0.0062059	0.011625	0.015721	0.2854	0.0209819	9
mut50	0.0912687	0.0258417	0.032866	0.0556137	0.235927	10
mut51	0.0912687	0.0258417	0.032866	0.0556137	0.235927	10
mut52	0.0912687	0.0258417	0.032866	0.0556137	0.235927	10
mut53	0.0912687	0.0258417	0.032866	0.0556137	0.235927	10
mut54	0.0912687	0.0258417	0.032866	0.0556137	0.235927	10
mut55	0.0572188	0.0126686	0.0162072	0.0425239	0.139621	11
mut56	0.0572188	0.0126686	0.0162072	0.0425239	0.139621	11
mut57	0.0572188	0.0126686	0.0162072	0.0425239	0.139621	11
mut58	0.0572188	0.0126686	0.0162072	0.0425239	0.139621	11
mut59	0.0572188	0.0126686	0.0162072	0.0425239	0.139621	11
mut60	0.164575	0.123892	0.466552	0.0900508	0.0194955	12
mut61	0.164575	0.123892	0.466552	0.0900508	0.0194955	12
mut62	0.164575	0.123892	0.466552	0.0900508	0.0194955	12
mut63	0.164575	0.123892	0.466552	0.0900508	0.0194955	12
mut64	0.164575	0.123892	0.466552	0.0900508	0.0194955	12
mut65	0.100775	0.090628	0.225083	0.0598222	0.00980306	13
mut66	0.100775	0.090628	0.225083	0.0598222	0.00980306	13
mut67	0.100775	0.090628	0.225083	0.0598222	0.00980306	13
mut68	0.100775	0.090628	0.225083	0.0598222	0.00980306	13
mut69	0.100775	0.090628	0.225083	0.0598222	0.00980306	13
