clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14
0	1	0.975209	0.926783	1	1	0.976265	1	0.965341	0.947644	0.974021	0.9151	0.932683	0.917267	0.947289	0.905407
1	0.993709	0.787616	0.0373952	0.825233	0.11281	0.958576	0.968263	0.0369596	0.819658	0.611765	0.851437	0.874981	0.0293377	0.904647	0.0727209
2	0.581977	0.0158596	0.00778742	0.00780941	0.0247156	0.0459558	0.0342277	0.00674523	0.0124547	0.019755	0.644797	0.00868469	0.00553431	0.0136757	0.0149682
3	0.0439018	0.105562	1	0.186641	0.871085	0.0867284	0.0483178	0.965009	0.0822212	0.343872	0.13368	0.127826	0.949434	0.0951424	0.970026
4	0.0224766	0.0615556	0.90848	0.157892	0.588726	0.0584211	0.0262029	0.880357	0.0545869	0.245428	0.0174874	0.115123	1	0.048685	0.517293
5	0.253842	0.337559	0.00669794	0.011808	0.0244208	0.43025	0.72308	0.00635995	0.12566	0.0244323	0.105514	0.297864	0.00512915	0.0528722	0.0120035
6	0.01734	0.0532403	0.926143	0.125348	0.571612	0.044751	0.0207992	0.92381	0.0375333	0.15358	0.0147334	0.0404412	0.947584	0.0377015	0.510925
7	0.0111378	0.0303735	0.0140668	0.0175794	0.254078	0.0284007	0.0146443	0.0229872	0.0167973	0.0426261	0.106277	0.0125915	0.0107721	0.0262246	0.322885
8	0.0188339	0.459566	0.0191598	0.731961	0.0442651	0.338408	0.0830876	0.0147927	0.814529	0.621474	0.0117573	0.479209	0.0131496	0.779063	0.0283262
9	0.0131845	0.0315252	0.828037	0.0555471	0.0459837	0.0272262	0.0117115	0.918576	0.0171291	0.0374932	0.00825987	0.0138799	0.892895	0.0253648	0.0526597
10	0.00665529	0.0183143	0.40036	0.0093187	0.0226874	0.0140035	0.00546817	0.167789	0.00881861	0.0174258	0.00455973	0.00576778	0.635837	0.0124211	0.0152343
11	0.00712146	0.0692998	0.0110225	0.689114	0.0257359	0.0860257	0.0170649	0.00761887	0.322578	0.320963	0.00415585	0.135351	0.00651531	0.580458	0.0169625
12	0.00656001	0.015837	0.00654544	0.008403	0.208417	0.0118157	0.00684625	0.0185898	0.00806347	0.0229669	0.0540733	0.00556284	0.00620038	0.0163365	0.295034
