mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	clusterID
mut0	0.950252	0.919529	0.94093	0.987274	0.997282	1	1	1	1	0.995557	1	1	1	1	0.980971	0
mut1	0.950252	0.919529	0.94093	0.987274	0.997282	1	1	1	1	0.995557	1	1	1	1	0.980971	0
mut2	0.950252	0.919529	0.94093	0.987274	0.997282	1	1	1	1	0.995557	1	1	1	1	0.980971	0
mut3	0.950252	0.919529	0.94093	0.987274	0.997282	1	1	1	1	0.995557	1	1	1	1	0.980971	0
mut4	0.950252	0.919529	0.94093	0.987274	0.997282	1	1	1	1	0.995557	1	1	1	1	0.980971	0
mut5	0.0197596	0.0061653	0.0208751	0.0117575	0.021512	0.142735	0.0146138	0.00756039	0.0255187	0.260574	0.0254308	0.00736997	0.0276536	0.0087808	0.0248327	1
mut6	0.0197596	0.0061653	0.0208751	0.0117575	0.021512	0.142735	0.0146138	0.00756039	0.0255187	0.260574	0.0254308	0.00736997	0.0276536	0.0087808	0.0248327	1
mut7	0.0197596	0.0061653	0.0208751	0.0117575	0.021512	0.142735	0.0146138	0.00756039	0.0255187	0.260574	0.0254308	0.00736997	0.0276536	0.0087808	0.0248327	1
mut8	0.0197596	0.0061653	0.0208751	0.0117575	0.021512	0.142735	0.0146138	0.00756039	0.0255187	0.260574	0.0254308	0.00736997	0.0276536	0.0087808	0.0248327	1
mut9	0.0197596	0.0061653	0.0208751	0.0117575	0.021512	0.142735	0.0146138	0.00756039	0.0255187	0.260574	0.0254308	0.00736997	0.0276536	0.0087808	0.0248327	1
mut10	0.945049	1	0.906112	0.85406	0.969533	0.0707988	0.874939	0.885279	0.930475	0.519495	0.941328	0.952679	0.832678	0.91588	0.90416	2
mut11	0.945049	1	0.906112	0.85406	0.969533	0.0707988	0.874939	0.885279	0.930475	0.519495	0.941328	0.952679	0.832678	0.91588	0.90416	2
mut12	0.945049	1	0.906112	0.85406	0.969533	0.0707988	0.874939	0.885279	0.930475	0.519495	0.941328	0.952679	0.832678	0.91588	0.90416	2
mut13	0.945049	1	0.906112	0.85406	0.969533	0.0707988	0.874939	0.885279	0.930475	0.519495	0.941328	0.952679	0.832678	0.91588	0.90416	2
mut14	0.945049	1	0.906112	0.85406	0.969533	0.0707988	0.874939	0.885279	0.930475	0.519495	0.941328	0.952679	0.832678	0.91588	0.90416	2
mut15	0.895297	0.18664	0.862079	0.910699	0.818669	0.0445373	0.854553	0.0956604	0.260503	0.435455	0.721755	1	0.806845	0.711696	0.215549	3
mut16	0.895297	0.18664	0.862079	0.910699	0.818669	0.0445373	0.854553	0.0956604	0.260503	0.435455	0.721755	1	0.806845	0.711696	0.215549	3
mut17	0.895297	0.18664	0.862079	0.910699	0.818669	0.0445373	0.854553	0.0956604	0.260503	0.435455	0.721755	1	0.806845	0.711696	0.215549	3
mut18	0.895297	0.18664	0.862079	0.910699	0.818669	0.0445373	0.854553	0.0956604	0.260503	0.435455	0.721755	1	0.806845	0.711696	0.215549	3
mut19	0.895297	0.18664	0.862079	0.910699	0.818669	0.0445373	0.854553	0.0956604	0.260503	0.435455	0.721755	1	0.806845	0.711696	0.215549	3
mut20	0.0900345	0.032018	0.568396	0.0690571	0.13037	0.021776	0.151462	0.0418491	0.114011	0.169433	0.140032	0.961136	0.172034	0.0421603	0.113202	4
mut21	0.0900345	0.032018	0.568396	0.0690571	0.13037	0.021776	0.151462	0.0418491	0.114011	0.169433	0.140032	0.961136	0.172034	0.0421603	0.113202	4
mut22	0.0900345	0.032018	0.568396	0.0690571	0.13037	0.021776	0.151462	0.0418491	0.114011	0.169433	0.140032	0.961136	0.172034	0.0421603	0.113202	4
mut23	0.0900345	0.032018	0.568396	0.0690571	0.13037	0.021776	0.151462	0.0418491	0.114011	0.169433	0.140032	0.961136	0.172034	0.0421603	0.113202	4
mut24	0.0900345	0.032018	0.568396	0.0690571	0.13037	0.021776	0.151462	0.0418491	0.114011	0.169433	0.140032	0.961136	0.172034	0.0421603	0.113202	4
mut25	0.050824	0.0205978	0.0632131	0.0442136	0.0576396	0.790097	0.0470531	0.107564	0.0606899	0.118363	0.0810539	0.0220394	0.0843834	0.0250726	0.0613881	5
mut26	0.050824	0.0205978	0.0632131	0.0442136	0.0576396	0.790097	0.0470531	0.107564	0.0606899	0.118363	0.0810539	0.0220394	0.0843834	0.0250726	0.0613881	5
mut27	0.050824	0.0205978	0.0632131	0.0442136	0.0576396	0.790097	0.0470531	0.107564	0.0606899	0.118363	0.0810539	0.0220394	0.0843834	0.0250726	0.0613881	5
mut28	0.050824	0.0205978	0.0632131	0.0442136	0.0576396	0.790097	0.0470531	0.107564	0.0606899	0.118363	0.0810539	0.0220394	0.0843834	0.0250726	0.0613881	5
mut29	0.050824	0.0205978	0.0632131	0.0442136	0.0576396	0.790097	0.0470531	0.107564	0.0606899	0.118363	0.0810539	0.0220394	0.0843834	0.0250726	0.0613881	5
mut30	0.0589728	0.735741	0.0606612	0.0398321	0.0531972	0.0225601	0.0425056	0.764118	0.163989	0.122503	0.104515	0.0249711	0.0683866	0.186496	0.666576	6
mut31	0.0589728	0.735741	0.0606612	0.0398321	0.0531972	0.0225601	0.0425056	0.764118	0.163989	0.122503	0.104515	0.0249711	0.0683866	0.186496	0.666576	6
mut32	0.0589728	0.735741	0.0606612	0.0398321	0.0531972	0.0225601	0.0425056	0.764118	0.163989	0.122503	0.104515	0.0249711	0.0683866	0.186496	0.666576	6
mut33	0.0589728	0.735741	0.0606612	0.0398321	0.0531972	0.0225601	0.0425056	0.764118	0.163989	0.122503	0.104515	0.0249711	0.0683866	0.186496	0.666576	6
mut34	0.0589728	0.735741	0.0606612	0.0398321	0.0531972	0.0225601	0.0425056	0.764118	0.163989	0.122503	0.104515	0.0249711	0.0683866	0.186496	0.666576	6
mut35	0.015788	0.670024	0.0191118	0.0127246	0.020009	0.00503387	0.0133673	0.0226573	0.0293462	0.0363683	0.0471493	0.00691447	0.0244314	0.158708	0.0317534	7
mut36	0.015788	0.670024	0.0191118	0.0127246	0.020009	0.00503387	0.0133673	0.0226573	0.0293462	0.0363683	0.0471493	0.00691447	0.0244314	0.158708	0.0317534	7
mut37	0.015788	0.670024	0.0191118	0.0127246	0.020009	0.00503387	0.0133673	0.0226573	0.0293462	0.0363683	0.0471493	0.00691447	0.0244314	0.158708	0.0317534	7
mut38	0.015788	0.670024	0.0191118	0.0127246	0.020009	0.00503387	0.0133673	0.0226573	0.0293462	0.0363683	0.0471493	0.00691447	0.0244314	0.158708	0.0317534	7
mut39	0.015788	0.670024	0.0191118	0.0127246	0.020009	0.00503387	0.0133673	0.0226573	0.0293462	0.0363683	0.0471493	0.00691447	0.0244314	0.158708	0.0317534	7
mut40	0.0840234	0.153291	0.227327	0.840095	0.636459	0.0211322	0.646729	0.040088	0.125608	0.2057	0.507253	0.0440064	0.628781	0.709544	0.100431	8
mut41	0.0840234	0.153291	0.227327	0.840095	0.636459	0.0211322	0.646729	0.040088	0.125608	0.2057	0.507253	0.0440064	0.628781	0.709544	0.100431	8
