clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14
0	0.950252	0.919529	0.94093	0.987274	0.997282	1	1	1	1	0.995557	1	1	1	1	0.980971
1	0.0197596	0.0061653	0.0208751	0.0117575	0.021512	0.142735	0.0146138	0.00756039	0.0255187	0.260574	0.0254308	0.00736997	0.0276536	0.0087808	0.0248327
2	0.945049	1	0.906112	0.85406	0.969533	0.0707988	0.874939	0.885279	0.930475	0.519495	0.941328	0.952679	0.832678	0.91588	0.90416
3	0.895297	0.18664	0.862079	0.910699	0.818669	0.0445373	0.854553	0.0956604	0.260503	0.435455	0.721755	1	0.806845	0.711696	0.215549
4	0.0900345	0.032018	0.568396	0.0690571	0.13037	0.021776	0.151462	0.0418491	0.114011	0.169433	0.140032	0.961136	0.172034	0.0421603	0.113202
5	0.050824	0.0205978	0.0632131	0.0442136	0.0576396	0.790097	0.0470531	0.107564	0.0606899	0.118363	0.0810539	0.0220394	0.0843834	0.0250726	0.0613881
6	0.0589728	0.735741	0.0606612	0.0398321	0.0531972	0.0225601	0.0425056	0.764118	0.163989	0.122503	0.104515	0.0249711	0.0683866	0.186496	0.666576
7	0.015788	0.670024	0.0191118	0.0127246	0.020009	0.00503387	0.0133673	0.0226573	0.0293462	0.0363683	0.0471493	0.00691447	0.0244314	0.158708	0.0317534
8	0.0840234	0.153291	0.227327	0.840095	0.636459	0.0211322	0.646729	0.040088	0.125608	0.2057	0.507253	0.0440064	0.628781	0.709544	0.100431
9	0.0708946	0.0253579	0.533877	0.0575156	0.102383	0.0160471	0.126093	0.033466	0.0800662	0.133052	0.113045	0.829519	0.146248	0.031407	0.0841483
10	0.0185916	0.00638924	0.0474413	0.0150853	0.0227473	0.00445642	0.0143396	0.00815892	0.0222361	0.0390477	0.0288571	0.609735	0.025598	0.008881	0.0239734
11	0.0375216	0.0142659	0.230351	0.0294586	0.0599267	0.00930749	0.109114	0.0165499	0.0451719	0.068408	0.0522794	0.20594	0.0889873	0.0153859	0.0466797
12	0.0478966	0.0227256	0.175187	0.343028	0.488059	0.0139394	0.69606	0.0278655	0.0708159	0.104752	0.0849141	0.0300169	0.549805	0.0380381	0.060085
13	0.0168565	0.00726385	0.0207326	0.0133678	0.0202512	0.00405343	0.07145	0.00853888	0.0188587	0.0332792	0.0262227	0.0642247	0.0292465	0.00739179	0.0230944
14	0.0392551	0.0127523	0.106859	0.184559	0.366708	0.00838428	0.639781	0.0152867	0.0474067	0.0712787	0.0545314	0.023689	0.430821	0.019303	0.0424426
15	0.0168339	0.0979475	0.0221231	0.391719	0.132609	0.00376562	0.0159777	0.00962781	0.0206851	0.0388941	0.0234348	0.00783616	0.0567066	0.483265	0.0225642
16	0.0169562	0.00635014	0.0248823	0.0161561	0.0187355	0.521485	0.0165973	0.0857248	0.0191642	0.0412907	0.0235865	0.00655161	0.0248681	0.00917938	0.0215236
17	0.0162838	0.00659326	0.0219521	0.0162944	0.0344377	0.00446281	0.549445	0.00926458	0.0217275	0.0412576	0.0241773	0.00954001	0.0679669	0.00758179	0.0227328
18	0.0187997	0.0297595	0.0218266	0.0160463	0.0197628	0.00917423	0.0148243	0.555974	0.0264026	0.042101	0.0233998	0.00788197	0.0220232	0.0160788	0.0226435
19	0.0179709	0.00586578	0.0203218	0.0141429	0.0201608	0.0892159	0.0121912	0.00937919	0.0185581	0.0367025	0.0274059	0.00689107	0.0470077	0.00918248	0.019922
