clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14
0	0.9073	1	0.961996	0.953174	0.983483	0.955304	0.992397	1	0.903834	1	0.908749	0.9691	0.905526	0.94587	0.909236
1	0.903823	0.82529	0.0806326	0.911774	0.13507	0.936959	0.731311	0.242844	0.87628	0.213908	0.910893	0.865548	0.130646	0.277823	0.194754
2	0.905577	0.806627	0.067736	0.811648	0.138114	0.848305	0.825565	0.232286	0.878323	0.223888	0.926591	0.968306	0.116894	0.227682	0.159779
3	0.925538	0.856362	0.0536674	0.874957	0.114323	0.867741	0.708947	0.169953	0.887057	0.224662	0.923689	0.941938	0.0873534	0.220272	0.13192
4	0.789365	0.91367	0.051289	0.795457	0.107549	0.783185	0.735206	0.155022	0.834385	0.199053	0.957652	0.879807	0.0809659	0.189475	0.140562
5	0.189515	0.0226618	0.0090922	0.0202992	0.0112534	0.738032	0.00988799	0.0309539	0.0154696	0.0110194	0.12344	0.0201547	0.0165227	0.0115492	0.0177698
6	0.107292	0.712146	0.0197601	0.0636445	0.0242443	0.0955337	0.190518	0.0574755	0.243715	0.0320624	0.429541	0.710067	0.0336514	0.0247084	0.0399424
7	0.00768595	0.492726	0.00836841	0.0181832	0.0120559	0.0223765	0.0165233	0.0254892	0.0550585	0.0115002	0.0163552	0.379498	0.015937	0.0114617	0.0206729
8	0.0263058	0.0706868	0.559664	0.122696	0.803692	0.066143	0.160913	0.752002	0.0345362	0.740976	0.0486698	0.0545587	0.773509	0.692011	0.789891
9	0.0875436	0.0181147	0.335199	0.0170372	0.0134954	0.0149702	0.010157	0.0284479	0.00884894	0.011821	0.013211	0.0174257	0.0463481	0.0126306	0.019365
10	0.0172003	0.047191	0.594777	0.112818	0.772174	0.0466818	0.159002	0.68181	0.0302507	0.668409	0.0385685	0.0392611	0.772219	0.726248	0.744073
11	0.0115243	0.0662633	0.00894588	0.686308	0.0570307	0.0154966	0.190911	0.0332177	0.573773	0.120948	0.0254526	0.107015	0.0169956	0.0956558	0.0542019
12	0.013321	0.0321094	0.312475	0.0942955	0.864655	0.0324673	0.143691	0.477005	0.0215477	0.641379	0.0241732	0.0327667	0.0588111	0.744186	0.786801
13	0.00536842	0.0164261	0.0125169	0.0816256	0.734497	0.0165052	0.126389	0.0350612	0.0119657	0.582277	0.0117394	0.0125639	0.015329	0.37485	0.751527
