clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
0	1	1	0.905988	0.900482	0.942956	0.918576	1	1	1	0.924895
1	1	0.908036	0.954154	0.947141	1	0.976595	1	0.968023	0.883338	1
2	0.904139	0.108121	0.0816799	0.0270858	0.0541263	0.0231631	0.793236	0.0839415	0.634613	0.0526002
3	0.537597	0.0243288	0.022819	0.0103948	0.0167715	0.00766899	0.528922	0.0300753	0.0222491	0.0173205
4	0.10211	0.802698	0.81321	1	0.816109	1	0.175016	0.9022	0.288296	0.827755
5	0.0859987	0.806594	0.86004	0.92944	0.927181	1	0.168969	0.822011	0.249355	0.835039
6	0.0508449	0.728472	0.788062	0.0476066	0.660603	1	0.0866788	0.754835	0.191914	0.15443
7	0.0199053	0.0404045	0.0503004	0.179616	0.169741	0.0158995	0.0366009	0.0620517	0.0411083	0.612492
8	0.00997703	0.485338	0.430034	0.00882923	0.021474	0.00864793	0.0176399	0.378663	0.0240719	0.0169932
9	0.0277425	0.0728902	0.134428	0.0284045	0.66102	0.917432	0.0602155	0.297484	0.0550452	0.132304
10	0.201727	0.0578779	0.0267091	0.00841542	0.0201424	0.00717705	0.21759	0.0241725	0.60409	0.0194956
11	0.00894928	0.0216347	0.0222351	0.747472	0.0179397	0.00817829	0.0168286	0.0279496	0.0175202	0.0545925
12	0.0111384	0.0194499	0.0210071	0.0373425	0.157022	0.0077476	0.0183235	0.029747	0.0202616	0.613297
13	0.0172207	0.0387927	0.0467174	0.0182414	0.0551514	0.806827	0.037616	0.156914	0.0364462	0.0544335
14	0.00828335	0.0203846	0.019476	0.00897012	0.0204816	0.59585	0.0168152	0.0266048	0.0179609	0.0172894
