mutID	sample0	sample1	sample2	sample3	sample4	clusterID
mut0	1	0.993308	1	1	1	0
mut1	1	0.993308	1	1	1	0
mut2	1	0.993308	1	1	1	0
mut3	1	0.993308	1	1	1	0
mut4	1	0.993308	1	1	1	0
mut5	0.980945	0.917272	1	1	1	1
mut6	0.980945	0.917272	1	1	1	1
mut7	0.980945	0.917272	1	1	1	1
mut8	0.980945	0.917272	1	1	1	1
mut9	0.980945	0.917272	1	1	1	1
mut10	0.96913	0.885509	1	1	0.95241	2
mut11	0.96913	0.885509	1	1	0.95241	2
mut12	0.96913	0.885509	1	1	0.95241	2
mut13	0.96913	0.885509	1	1	0.95241	2
mut14	0.96913	0.885509	1	1	0.95241	2
mut15	0.98532	0.925811	0.914889	0.999161	0.885288	3
mut16	0.98532	0.925811	0.914889	0.999161	0.885288	3
mut17	0.98532	0.925811	0.914889	0.999161	0.885288	3
mut18	0.98532	0.925811	0.914889	0.999161	0.885288	3
mut19	0.98532	0.925811	0.914889	0.999161	0.885288	3
mut20	0.888127	0.871579	0.92373	1	0.918616	4
mut21	0.888127	0.871579	0.92373	1	0.918616	4
mut22	0.888127	0.871579	0.92373	1	0.918616	4
mut23	0.888127	0.871579	0.92373	1	0.918616	4
mut24	0.888127	0.871579	0.92373	1	0.918616	4
mut25	0.745911	0.136975	0.192468	0.116032	0.0843849	5
mut26	0.745911	0.136975	0.192468	0.116032	0.0843849	5
mut27	0.745911	0.136975	0.192468	0.116032	0.0843849	5
mut28	0.745911	0.136975	0.192468	0.116032	0.0843849	5
mut29	0.745911	0.136975	0.192468	0.116032	0.0843849	5
mut30	0.18533	0.0810658	0.141834	0.0804143	0.0610554	6
mut31	0.18533	0.0810658	0.141834	0.0804143	0.0610554	6
mut32	0.18533	0.0810658	0.141834	0.0804143	0.0610554	6
mut33	0.18533	0.0810658	0.141834	0.0804143	0.0610554	6
mut34	0.18533	0.0810658	0.141834	0.0804143	0.0610554	6
mut35	0.530293	0.0290614	0.0239577	0.0166948	0.00983958	7
mut36	0.530293	0.0290614	0.0239577	0.0166948	0.00983958	7
mut37	0.530293	0.0290614	0.0239577	0.0166948	0.00983958	7
mut38	0.530293	0.0290614	0.0239577	0.0166948	0.00983958	7
mut39	0.530293	0.0290614	0.0239577	0.0166948	0.00983958	7
mut40	0.0717976	0.302476	0.0489621	0.0306747	0.150484	8
mut41	0.0717976	0.302476	0.0489621	0.0306747	0.150484	8
mut42	0.0717976	0.302476	0.0489621	0.0306747	0.150484	8
mut43	0.0717976	0.302476	0.0489621	0.0306747	0.150484	8
mut44	0.0717976	0.302476	0.0489621	0.0306747	0.150484	8
mut45	0.04133	0.29685	0.128213	0.125227	0.685708	9
mut46	0.04133	0.29685	0.128213	0.125227	0.685708	9
mut47	0.04133	0.29685	0.128213	0.125227	0.685708	9
mut48	0.04133	0.29685	0.128213	0.125227	0.685708	9
mut49	0.04133	0.29685	0.128213	0.125227	0.685708	9
mut50	0.0605042	0.239253	0.0292157	0.0183001	0.132473	10
mut51	0.0605042	0.239253	0.0292157	0.0183001	0.132473	10
mut52	0.0605042	0.239253	0.0292157	0.0183001	0.132473	10
mut53	0.0605042	0.239253	0.0292157	0.0183001	0.132473	10
mut54	0.0605042	0.239253	0.0292157	0.0183001	0.132473	10
mut55	0.0419519	0.0860308	0.453205	0.44107	0.0195044	11
mut56	0.0419519	0.0860308	0.453205	0.44107	0.0195044	11
mut57	0.0419519	0.0860308	0.453205	0.44107	0.0195044	11
mut58	0.0419519	0.0860308	0.453205	0.44107	0.0195044	11
mut59	0.0419519	0.0860308	0.453205	0.44107	0.0195044	11
mut60	0.0182455	0.0503795	0.458305	0.146735	0.0102596	12
mut61	0.0182455	0.0503795	0.458305	0.146735	0.0102596	12
mut62	0.0182455	0.0503795	0.458305	0.146735	0.0102596	12
mut63	0.0182455	0.0503795	0.458305	0.146735	0.0102596	12
mut64	0.0182455	0.0503795	0.458305	0.146735	0.0102596	12
mut65	0.147831	0.054516	0.10263	0.0773701	0.0467618	13
mut66	0.147831	0.054516	0.10263	0.0773701	0.0467618	13
mut67	0.147831	0.054516	0.10263	0.0773701	0.0467618	13
mut68	0.147831	0.054516	0.10263	0.0773701	0.0467618	13
mut69	0.147831	0.054516	0.10263	0.0773701	0.0467618	13
mut70	0.0195005	0.0294394	0.0285059	0.206309	0.0407122	14
mut71	0.0195005	0.0294394	0.0285059	0.206309	0.0407122	14
mut72	0.0195005	0.0294394	0.0285059	0.206309	0.0407122	14
mut73	0.0195005	0.0294394	0.0285059	0.206309	0.0407122	14
mut74	0.0195005	0.0294394	0.0285059	0.206309	0.0407122	14
mut75	0.0189277	0.194687	0.09319	0.0515604	0.516968	15
mut76	0.0189277	0.194687	0.09319	0.0515604	0.516968	15
mut77	0.0189277	0.194687	0.09319	0.0515604	0.516968	15
mut78	0.0189277	0.194687	0.09319	0.0515604	0.516968	15
mut79	0.0189277	0.194687	0.09319	0.0515604	0.516968	15
mut80	0.102563	0.0244468	0.0697928	0.0575661	0.0386157	16
mut81	0.102563	0.0244468	0.0697928	0.0575661	0.0386157	16
mut82	0.102563	0.0244468	0.0697928	0.0575661	0.0386157	16
mut83	0.102563	0.0244468	0.0697928	0.0575661	0.0386157	16
mut84	0.102563	0.0244468	0.0697928	0.0575661	0.0386157	16
