clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14
0	1	0.939554	0.934879	1	1	0.915748	1	1	0.909822	0.924085	1	1	0.938721	0.958795	1
1	0.940002	1	1	0.9672	0.895608	0.92617	0.939983	1	0.935352	0.918327	0.993109	1	1	0.951359	1
2	0.992014	0.905728	1	1	0.925596	0.913178	1	0.833155	0.938506	0.895951	0.958481	0.962011	0.988009	1	0.936882
3	0.738122	0.0159783	0.0240569	0.0209217	0.00788715	0.0979255	0.0122562	0.0382155	0.0128335	0.0077369	0.0462461	0.0127068	0.0131585	0.00740927	0.0107512
4	0.189291	0.902266	0.881558	0.931217	0.915432	0.800467	0.962632	0.799655	0.907502	1	0.808341	0.856775	0.956492	1	0.933151
5	0.153817	0.150357	0.77644	0.0911966	0.960129	0.632249	0.0637586	0.676164	0.0644939	0.919404	0.635451	0.048714	0.975244	0.0318347	0.790624
6	0.0260599	0.791974	0.089536	0.866666	0.0342865	0.0943684	0.943338	0.126037	0.871709	0.0252599	0.129408	0.871282	0.0362719	0.887746	0.074767
7	0.0281179	0.124541	0.770679	0.0674854	0.697871	0.128028	0.0482093	0.624639	0.059668	0.959377	0.213599	0.0418321	0.900054	0.0252656	0.908355
8	0.00873338	0.725749	0.0513896	0.228598	0.0163368	0.0358162	0.599266	0.0345033	0.522275	0.0120211	0.0445382	0.886624	0.0116225	0.152023	0.0537612
9	0.00902453	0.0171163	0.0956816	0.0195996	0.0413065	0.0344079	0.0114222	0.172513	0.0121634	0.190931	0.0522741	0.0127295	0.478955	0.00771887	0.0163919
10	0.00922304	0.0202514	0.0251328	0.0516263	0.00855666	0.0310554	0.0961508	0.040804	0.3024	0.00799337	0.0452602	0.0297206	0.0121968	0.556071	0.0127187
11	0.00867539	0.0777836	0.266847	0.02233	0.0952415	0.0309406	0.0178949	0.0431557	0.0241052	0.471509	0.0500492	0.0156386	0.249559	0.00933604	0.787591
