clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14
0	0.982394	1	1	1	0.916706	0.980153	1	1	0.925534	0.928351	0.920159	1	0.925908	1	1
1	0.0554834	0.019001	0.0244239	0.0906619	0.1177	0.0746632	0.163433	0.0171509	0.0522628	0.0175155	0.0221195	0.23088	0.106898	0.0806532	0.0252372
2	0.0887553	0.0100735	0.0312608	0.0411841	0.00405381	0.0216541	0.0450627	0.00910299	0.0261432	0.0104073	0.00974037	0.245455	0.0817602	0.0220382	0.0150634
3	0.350695	0.458217	0.0104279	0.044827	0.00384375	0.0191827	0.0511066	0.0154933	0.0296062	0.0113183	0.0111407	0.402674	0.578409	0.0214671	0.0137632
4	0.213034	0.225448	0.818705	0.270477	0.0252765	0.711427	0.324431	0.770155	0.149589	0.0578165	0.846582	0.0569736	0.0400831	0.720043	0.828239
5	0.319838	0.0720055	0.10478	0.473037	0.8605	0.166209	0.420934	0.0738438	0.750796	0.911646	0.0841784	0.0531767	0.156158	0.158437	0.157018
6	0.0568541	0.142131	0.664988	0.0463657	0.00359928	0.0233669	0.0635187	0.143037	0.0267521	0.0104596	0.154783	0.0198431	0.00654292	0.101638	0.0145741
7	0.169224	0.0569531	0.0797653	0.370657	0.782137	0.13326	0.305359	0.048684	0.645131	0.911429	0.0700681	0.0408452	0.037323	0.122809	0.113834
8	0.155516	0.0491701	0.0640445	0.383264	0.79253	0.103375	0.24323	0.0480279	0.593014	0.919563	0.0543174	0.0303865	0.0341859	0.0901741	0.0742475
9	0.0802469	0.0279826	0.149601	0.140298	0.0119446	0.628345	0.145136	0.185858	0.0873311	0.0291379	0.549461	0.0179219	0.0207652	0.52788	0.0498368
10	0.0724064	0.00953887	0.0109195	0.0780616	0.0801057	0.0201166	0.0477256	0.0095309	0.0249673	0.00837677	0.0104696	0.00554237	0.124178	0.019147	0.014294
11	0.0324186	0.0101403	0.0119898	0.0555037	0.636184	0.0201374	0.052703	0.00935366	0.268163	0.243734	0.0118179	0.00603671	0.00651811	0.0201796	0.0161163
12	0.0264859	0.00910847	0.0388554	0.0528494	0.00428091	0.136353	0.0475085	0.0226991	0.0231633	0.00966225	0.052225	0.00634824	0.00657875	0.287333	0.0134981
13	0.0567085	0.0190753	0.0254808	0.0996993	0.0838517	0.0414507	0.0940219	0.0191131	0.135138	0.611514	0.0216274	0.0136501	0.0124144	0.0452647	0.0302848
14	0.0283403	0.00840258	0.0114435	0.0403656	0.0547786	0.0542892	0.0922878	0.00821698	0.0237806	0.00944443	0.010962	0.095711	0.0943693	0.0624428	0.0138958
15	0.0270852	0.00960968	0.013592	0.0477026	0.00360889	0.0221371	0.0521567	0.0100233	0.0280117	0.0102888	0.0107458	0.00608654	0.00555649	0.0181311	0.692609
16	0.0308846	0.0094126	0.0116638	0.159297	0.0381417	0.0223029	0.0493971	0.00880509	0.0244523	0.0107775	0.0112814	0.00570765	0.00562905	0.0206694	0.0126867
17	0.0270779	0.0100425	0.0119925	0.0424903	0.0209284	0.0238631	0.0487437	0.00860094	0.0300013	0.390879	0.00998191	0.00555288	0.00609064	0.0220139	0.0135277
18	0.0280397	0.00850247	0.012058	0.0456145	0.00387866	0.500584	0.0489504	0.0113904	0.0253487	0.00876177	0.0170571	0.00623957	0.00619482	0.0248948	0.020729
