mutID	sample0	sample1	sample2	sample3	sample4	clusterID
mut0	0.990752	1	1	0.938814	0.999999	0
mut1	0.990752	1	1	0.938814	0.999999	0
mut2	0.990752	1	1	0.938814	0.999999	0
mut3	0.990752	1	1	0.938814	0.999999	0
mut4	0.990752	1	1	0.938814	0.999999	0
mut5	0.0199066	0.030825	0.0177529	0.0106692	0.778808	1
mut6	0.0199066	0.030825	0.0177529	0.0106692	0.778808	1
mut7	0.0199066	0.030825	0.0177529	0.0106692	0.778808	1
mut8	0.0199066	0.030825	0.0177529	0.0106692	0.778808	1
mut9	0.0199066	0.030825	0.0177529	0.0106692	0.778808	1
mut10	0.90563	0.917227	0.961129	0.427533	0.254921	2
mut11	0.90563	0.917227	0.961129	0.427533	0.254921	2
mut12	0.90563	0.917227	0.961129	0.427533	0.254921	2
mut13	0.90563	0.917227	0.961129	0.427533	0.254921	2
mut14	0.90563	0.917227	0.961129	0.427533	0.254921	2
mut15	0.694574	0.271839	0.139575	0.0219291	0.159571	3
mut16	0.694574	0.271839	0.139575	0.0219291	0.159571	3
mut17	0.694574	0.271839	0.139575	0.0219291	0.159571	3
mut18	0.694574	0.271839	0.139575	0.0219291	0.159571	3
mut19	0.694574	0.271839	0.139575	0.0219291	0.159571	3
mut20	0.535244	0.248005	0.139886	0.0107802	0.01179	4
mut21	0.535244	0.248005	0.139886	0.0107802	0.01179	4
mut22	0.535244	0.248005	0.139886	0.0107802	0.01179	4
mut23	0.535244	0.248005	0.139886	0.0107802	0.01179	4
mut24	0.535244	0.248005	0.139886	0.0107802	0.01179	4
mut25	0.212231	0.595273	0.756264	0.131083	0.0458098	5
mut26	0.212231	0.595273	0.756264	0.131083	0.0458098	5
mut27	0.212231	0.595273	0.756264	0.131083	0.0458098	5
mut28	0.212231	0.595273	0.756264	0.131083	0.0458098	5
mut29	0.212231	0.595273	0.756264	0.131083	0.0458098	5
mut30	0.178425	0.597225	0.790763	0.100303	0.0382882	6
mut31	0.178425	0.597225	0.790763	0.100303	0.0382882	6
mut32	0.178425	0.597225	0.790763	0.100303	0.0382882	6
mut33	0.178425	0.597225	0.790763	0.100303	0.0382882	6
mut34	0.178425	0.597225	0.790763	0.100303	0.0382882	6
mut35	0.0661164	0.53335	0.594916	0.0973288	0.0252429	7
mut36	0.0661164	0.53335	0.594916	0.0973288	0.0252429	7
mut37	0.0661164	0.53335	0.594916	0.0973288	0.0252429	7
mut38	0.0661164	0.53335	0.594916	0.0973288	0.0252429	7
mut39	0.0661164	0.53335	0.594916	0.0973288	0.0252429	7
mut40	0.0312007	0.152534	0.0884494	0.0806794	0.0185276	8
mut41	0.0312007	0.152534	0.0884494	0.0806794	0.0185276	8
mut42	0.0312007	0.152534	0.0884494	0.0806794	0.0185276	8
mut43	0.0312007	0.152534	0.0884494	0.0806794	0.0185276	8
mut44	0.0312007	0.152534	0.0884494	0.0806794	0.0185276	8
mut45	0.0135513	0.0288924	0.0332418	0.0648534	0.00930403	9
mut46	0.0135513	0.0288924	0.0332418	0.0648534	0.00930403	9
mut47	0.0135513	0.0288924	0.0332418	0.0648534	0.00930403	9
mut48	0.0135513	0.0288924	0.0332418	0.0648534	0.00930403	9
mut49	0.0135513	0.0288924	0.0332418	0.0648534	0.00930403	9
mut50	0.0186093	0.0269522	0.0172433	0.470384	0.0108224	10
mut51	0.0186093	0.0269522	0.0172433	0.470384	0.0108224	10
mut52	0.0186093	0.0269522	0.0172433	0.470384	0.0108224	10
mut53	0.0186093	0.0269522	0.0172433	0.470384	0.0108224	10
mut54	0.0186093	0.0269522	0.0172433	0.470384	0.0108224	10
