mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	clusterID
mut0	1	1	1	1	1	1	1	1	1	1	0
mut1	1	1	1	1	1	1	1	1	1	1	0
mut2	1	1	1	1	1	1	1	1	1	1	0
mut3	1	1	1	1	1	1	1	1	1	1	0
mut4	1	1	1	1	1	1	1	1	1	1	0
mut5	0.0635144	0.968236	0.972054	0.799283	0.970618	0.879513	0.0492732	0.987225	0.96069	0.19377	1
mut6	0.0635144	0.968236	0.972054	0.799283	0.970618	0.879513	0.0492732	0.987225	0.96069	0.19377	1
mut7	0.0635144	0.968236	0.972054	0.799283	0.970618	0.879513	0.0492732	0.987225	0.96069	0.19377	1
mut8	0.0635144	0.968236	0.972054	0.799283	0.970618	0.879513	0.0492732	0.987225	0.96069	0.19377	1
mut9	0.0635144	0.968236	0.972054	0.799283	0.970618	0.879513	0.0492732	0.987225	0.96069	0.19377	1
mut10	0.901868	0.0176675	0.0206647	0.179881	0.0146969	0.0956087	0.838055	0.00588333	0.0200527	0.763362	2
mut11	0.901868	0.0176675	0.0206647	0.179881	0.0146969	0.0956087	0.838055	0.00588333	0.0200527	0.763362	2
mut12	0.901868	0.0176675	0.0206647	0.179881	0.0146969	0.0956087	0.838055	0.00588333	0.0200527	0.763362	2
mut13	0.901868	0.0176675	0.0206647	0.179881	0.0146969	0.0956087	0.838055	0.00588333	0.0200527	0.763362	2
mut14	0.901868	0.0176675	0.0206647	0.179881	0.0146969	0.0956087	0.838055	0.00588333	0.0200527	0.763362	2
mut15	0.0182076	0.711293	0.0378967	0.070692	0.900217	0.0388001	0.013086	0.972803	0.189723	0.0365766	3
mut16	0.0182076	0.711293	0.0378967	0.070692	0.900217	0.0388001	0.013086	0.972803	0.189723	0.0365766	3
mut17	0.0182076	0.711293	0.0378967	0.070692	0.900217	0.0388001	0.013086	0.972803	0.189723	0.0365766	3
mut18	0.0182076	0.711293	0.0378967	0.070692	0.900217	0.0388001	0.013086	0.972803	0.189723	0.0365766	3
mut19	0.0182076	0.711293	0.0378967	0.070692	0.900217	0.0388001	0.013086	0.972803	0.189723	0.0365766	3
mut20	0.0123998	0.483325	0.0117394	0.0479922	0.800936	0.01211	0.00827294	0.955931	0.0999432	0.0248173	4
mut21	0.0123998	0.483325	0.0117394	0.0479922	0.800936	0.01211	0.00827294	0.955931	0.0999432	0.0248173	4
mut22	0.0123998	0.483325	0.0117394	0.0479922	0.800936	0.01211	0.00827294	0.955931	0.0999432	0.0248173	4
mut23	0.0123998	0.483325	0.0117394	0.0479922	0.800936	0.01211	0.00827294	0.955931	0.0999432	0.0248173	4
mut24	0.0123998	0.483325	0.0117394	0.0479922	0.800936	0.01211	0.00827294	0.955931	0.0999432	0.0248173	4
mut25	0.00653137	0.0691532	0.00587111	0.0250395	0.128434	0.00563905	0.00398068	0.577314	0.0185816	0.0119724	5
mut26	0.00653137	0.0691532	0.00587111	0.0250395	0.128434	0.00563905	0.00398068	0.577314	0.0185816	0.0119724	5
mut27	0.00653137	0.0691532	0.00587111	0.0250395	0.128434	0.00563905	0.00398068	0.577314	0.0185816	0.0119724	5
mut28	0.00653137	0.0691532	0.00587111	0.0250395	0.128434	0.00563905	0.00398068	0.577314	0.0185816	0.0119724	5
mut29	0.00653137	0.0691532	0.00587111	0.0250395	0.128434	0.00563905	0.00398068	0.577314	0.0185816	0.0119724	5
mut30	0.0310944	0.225357	0.797563	0.696991	0.0560082	0.625787	0.018735	0.00857232	0.751005	0.100839	6
mut31	0.0310944	0.225357	0.797563	0.696991	0.0560082	0.625787	0.018735	0.00857232	0.751005	0.100839	6
mut32	0.0310944	0.225357	0.797563	0.696991	0.0560082	0.625787	0.018735	0.00857232	0.751005	0.100839	6
mut33	0.0310944	0.225357	0.797563	0.696991	0.0560082	0.625787	0.018735	0.00857232	0.751005	0.100839	6
mut34	0.0310944	0.225357	0.797563	0.696991	0.0560082	0.625787	0.018735	0.00857232	0.751005	0.100839	6
