mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	clusterID
mut0	0.951801	1	1	0.909998	0.928696	0.934562	1	1	0.94045	0.924818	0.999043	0.95527	1	0.953921	1	0
mut1	0.951801	1	1	0.909998	0.928696	0.934562	1	1	0.94045	0.924818	0.999043	0.95527	1	0.953921	1	0
mut2	0.951801	1	1	0.909998	0.928696	0.934562	1	1	0.94045	0.924818	0.999043	0.95527	1	0.953921	1	0
mut3	0.951801	1	1	0.909998	0.928696	0.934562	1	1	0.94045	0.924818	0.999043	0.95527	1	0.953921	1	0
mut4	0.951801	1	1	0.909998	0.928696	0.934562	1	1	0.94045	0.924818	0.999043	0.95527	1	0.953921	1	0
mut5	0.0697894	0.00958683	0.00843787	0.0205764	0.0455209	0.00608976	0.0143987	0.505958	0.0453412	0.0191734	0.0344426	0.00957373	0.0107043	0.0161762	0.42462	1
mut6	0.0697894	0.00958683	0.00843787	0.0205764	0.0455209	0.00608976	0.0143987	0.505958	0.0453412	0.0191734	0.0344426	0.00957373	0.0107043	0.0161762	0.42462	1
mut7	0.0697894	0.00958683	0.00843787	0.0205764	0.0455209	0.00608976	0.0143987	0.505958	0.0453412	0.0191734	0.0344426	0.00957373	0.0107043	0.0161762	0.42462	1
mut8	0.0697894	0.00958683	0.00843787	0.0205764	0.0455209	0.00608976	0.0143987	0.505958	0.0453412	0.0191734	0.0344426	0.00957373	0.0107043	0.0161762	0.42462	1
mut9	0.0697894	0.00958683	0.00843787	0.0205764	0.0455209	0.00608976	0.0143987	0.505958	0.0453412	0.0191734	0.0344426	0.00957373	0.0107043	0.0161762	0.42462	1
mut10	0.77441	0.944542	0.944831	0.924149	0.865853	0.890615	0.972105	0.410544	0.835382	0.870583	0.925935	0.983709	1	0.967141	0.397476	2
mut11	0.77441	0.944542	0.944831	0.924149	0.865853	0.890615	0.972105	0.410544	0.835382	0.870583	0.925935	0.983709	1	0.967141	0.397476	2
mut12	0.77441	0.944542	0.944831	0.924149	0.865853	0.890615	0.972105	0.410544	0.835382	0.870583	0.925935	0.983709	1	0.967141	0.397476	2
mut13	0.77441	0.944542	0.944831	0.924149	0.865853	0.890615	0.972105	0.410544	0.835382	0.870583	0.925935	0.983709	1	0.967141	0.397476	2
mut14	0.77441	0.944542	0.944831	0.924149	0.865853	0.890615	0.972105	0.410544	0.835382	0.870583	0.925935	0.983709	1	0.967141	0.397476	2
mut15	0.778903	1	0.971469	0.913927	0.855588	0.920262	0.998921	0.369514	0.914694	0.912004	0.925177	1	0.951414	0.939234	0.311073	3
mut16	0.778903	1	0.971469	0.913927	0.855588	0.920262	0.998921	0.369514	0.914694	0.912004	0.925177	1	0.951414	0.939234	0.311073	3
mut17	0.778903	1	0.971469	0.913927	0.855588	0.920262	0.998921	0.369514	0.914694	0.912004	0.925177	1	0.951414	0.939234	0.311073	3
mut18	0.778903	1	0.971469	0.913927	0.855588	0.920262	0.998921	0.369514	0.914694	0.912004	0.925177	1	0.951414	0.939234	0.311073	3
mut19	0.778903	1	0.971469	0.913927	0.855588	0.920262	0.998921	0.369514	0.914694	0.912004	0.925177	1	0.951414	0.939234	0.311073	3
mut20	0.314481	0.152808	0.944914	0.0763593	0.326989	0.0237418	0.052955	0.142641	0.393003	0.770623	0.318144	0.830866	0.0463661	0.0716824	0.156514	4
mut21	0.314481	0.152808	0.944914	0.0763593	0.326989	0.0237418	0.052955	0.142641	0.393003	0.770623	0.318144	0.830866	0.0463661	0.0716824	0.156514	4
mut22	0.314481	0.152808	0.944914	0.0763593	0.326989	0.0237418	0.052955	0.142641	0.393003	0.770623	0.318144	0.830866	0.0463661	0.0716824	0.156514	4
mut23	0.314481	0.152808	0.944914	0.0763593	0.326989	0.0237418	0.052955	0.142641	0.393003	0.770623	0.318144	0.830866	0.0463661	0.0716824	0.156514	4
mut24	0.314481	0.152808	0.944914	0.0763593	0.326989	0.0237418	0.052955	0.142641	0.393003	0.770623	0.318144	0.830866	0.0463661	0.0716824	0.156514	4
mut25	0.414248	0.678676	0.0543374	0.892241	0.502285	0.92891	0.950735	0.20012	0.43384	0.122527	0.503886	0.0658024	0.825215	0.907918	0.132545	5
mut26	0.414248	0.678676	0.0543374	0.892241	0.502285	0.92891	0.950735	0.20012	0.43384	0.122527	0.503886	0.0658024	0.825215	0.907918	0.132545	5
mut27	0.414248	0.678676	0.0543374	0.892241	0.502285	0.92891	0.950735	0.20012	0.43384	0.122527	0.503886	0.0658024	0.825215	0.907918	0.132545	5
mut28	0.414248	0.678676	0.0543374	0.892241	0.502285	0.92891	0.950735	0.20012	0.43384	0.122527	0.503886	0.0658024	0.825215	0.907918	0.132545	5
mut29	0.414248	0.678676	0.0543374	0.892241	0.502285	0.92891	0.950735	0.20012	0.43384	0.122527	0.503886	0.0658024	0.825215	0.907918	0.132545	5
mut30	0.212795	0.0960758	0.98891	0.0587324	0.325983	0.0193549	0.0475206	0.104445	0.156751	0.775053	0.294834	0.842591	0.0319954	0.0503145	0.0623197	6
mut31	0.212795	0.0960758	0.98891	0.0587324	0.325983	0.0193549	0.0475206	0.104445	0.156751	0.775053	0.294834	0.842591	0.0319954	0.0503145	0.0623197	6
mut32	0.212795	0.0960758	0.98891	0.0587324	0.325983	0.0193549	0.0475206	0.104445	0.156751	0.775053	0.294834	0.842591	0.0319954	0.0503145	0.0623197	6
mut33	0.212795	0.0960758	0.98891	0.0587324	0.325983	0.0193549	0.0475206	0.104445	0.156751	0.775053	0.294834	0.842591	0.0319954	0.0503145	0.0623197	6
mut34	0.212795	0.0960758	0.98891	0.0587324	0.325983	0.0193549	0.0475206	0.104445	0.156751	0.775053	0.294834	0.842591	0.0319954	0.0503145	0.0623197	6
mut35	0.0709206	0.664864	0.00982031	0.0244418	0.134206	0.00714801	0.0124058	0.0335559	0.193434	0.0193742	0.145973	0.0125013	0.0101189	0.023793	0.0249335	7
mut36	0.0709206	0.664864	0.00982031	0.0244418	0.134206	0.00714801	0.0124058	0.0335559	0.193434	0.0193742	0.145973	0.0125013	0.0101189	0.023793	0.0249335	7
mut37	0.0709206	0.664864	0.00982031	0.0244418	0.134206	0.00714801	0.0124058	0.0335559	0.193434	0.0193742	0.145973	0.0125013	0.0101189	0.023793	0.0249335	7
mut38	0.0709206	0.664864	0.00982031	0.0244418	0.134206	0.00714801	0.0124058	0.0335559	0.193434	0.0193742	0.145973	0.0125013	0.0101189	0.023793	0.0249335	7
mut39	0.0709206	0.664864	0.00982031	0.0244418	0.134206	0.00714801	0.0124058	0.0335559	0.193434	0.0193742	0.145973	0.0125013	0.0101189	0.023793	0.0249335	7
mut40	0.0662809	0.0101575	0.697962	0.0198368	0.0489035	0.00618624	0.0163903	0.0379984	0.0497234	0.456996	0.0324177	0.118862	0.0102657	0.0152041	0.0228402	8
mut41	0.0662809	0.0101575	0.697962	0.0198368	0.0489035	0.00618624	0.0163903	0.0379984	0.0497234	0.456996	0.0324177	0.118862	0.0102657	0.0152041	0.0228402	8
mut42	0.0662809	0.0101575	0.697962	0.0198368	0.0489035	0.00618624	0.0163903	0.0379984	0.0497234	0.456996	0.0324177	0.118862	0.0102657	0.0152041	0.0228402	8
mut43	0.0662809	0.0101575	0.697962	0.0198368	0.0489035	0.00618624	0.0163903	0.0379984	0.0497234	0.456996	0.0324177	0.118862	0.0102657	0.0152041	0.0228402	8
mut44	0.0662809	0.0101575	0.697962	0.0198368	0.0489035	0.00618624	0.0163903	0.0379984	0.0497234	0.456996	0.0324177	0.118862	0.0102657	0.0152041	0.0228402	8
