mutID	sample0	sample1	sample2	sample3	sample4	clusterID
mut0	1	1	1	1	1	0
mut1	1	1	1	1	1	0
mut2	1	1	1	1	1	0
mut3	1	1	1	1	1	0
mut4	1	1	1	1	1	0
mut5	0.796554	0.0146966	0.500716	0.0140864	0.784114	1
mut6	0.796554	0.0146966	0.500716	0.0140864	0.784114	1
mut7	0.796554	0.0146966	0.500716	0.0140864	0.784114	1
mut8	0.796554	0.0146966	0.500716	0.0140864	0.784114	1
mut9	0.796554	0.0146966	0.500716	0.0140864	0.784114	1
mut10	0.184652	0.970364	0.472395	0.970637	0.193684	2
mut11	0.184652	0.970364	0.472395	0.970637	0.193684	2
mut12	0.184652	0.970364	0.472395	0.970637	0.193684	2
mut13	0.184652	0.970364	0.472395	0.970637	0.193684	2
mut14	0.184652	0.970364	0.472395	0.970637	0.193684	2
mut15	0.131595	0.955972	0.376307	0.95483	0.0971819	3
mut16	0.131595	0.955972	0.376307	0.95483	0.0971819	3
mut17	0.131595	0.955972	0.376307	0.95483	0.0971819	3
mut18	0.131595	0.955972	0.376307	0.95483	0.0971819	3
mut19	0.131595	0.955972	0.376307	0.95483	0.0971819	3
mut20	0.018408	0.401512	0.0299807	0.833472	0.00959839	4
mut21	0.018408	0.401512	0.0299807	0.833472	0.00959839	4
mut22	0.018408	0.401512	0.0299807	0.833472	0.00959839	4
mut23	0.018408	0.401512	0.0299807	0.833472	0.00959839	4
mut24	0.018408	0.401512	0.0299807	0.833472	0.00959839	4
