mutID	sample0	sample1	sample2	sample3	sample4	clusterID
mut0	0.947977	1	1	0.996234	1	0
mut1	0.947977	1	1	0.996234	1	0
mut2	0.947977	1	1	0.996234	1	0
mut3	0.947977	1	1	0.996234	1	0
mut4	0.947977	1	1	0.996234	1	0
mut5	0.102558	0.0380194	0.33754	0.176034	0.810448	1
mut6	0.102558	0.0380194	0.33754	0.176034	0.810448	1
mut7	0.102558	0.0380194	0.33754	0.176034	0.810448	1
mut8	0.102558	0.0380194	0.33754	0.176034	0.810448	1
mut9	0.102558	0.0380194	0.33754	0.176034	0.810448	1
mut10	0.900763	0.850021	0.31397	0.819185	0.153727	2
mut11	0.900763	0.850021	0.31397	0.819185	0.153727	2
mut12	0.900763	0.850021	0.31397	0.819185	0.153727	2
mut13	0.900763	0.850021	0.31397	0.819185	0.153727	2
mut14	0.900763	0.850021	0.31397	0.819185	0.153727	2
mut15	0.777327	0.949395	0.28779	0.703932	0.162916	3
mut16	0.777327	0.949395	0.28779	0.703932	0.162916	3
mut17	0.777327	0.949395	0.28779	0.703932	0.162916	3
mut18	0.777327	0.949395	0.28779	0.703932	0.162916	3
mut19	0.777327	0.949395	0.28779	0.703932	0.162916	3
mut20	0.739782	1	0.115922	0.475727	0.143617	4
mut21	0.739782	1	0.115922	0.475727	0.143617	4
mut22	0.739782	1	0.115922	0.475727	0.143617	4
mut23	0.739782	1	0.115922	0.475727	0.143617	4
mut24	0.739782	1	0.115922	0.475727	0.143617	4
mut25	0.811298	0.181226	0.0116299	0.0454089	0.113019	5
mut26	0.811298	0.181226	0.0116299	0.0454089	0.113019	5
mut27	0.811298	0.181226	0.0116299	0.0454089	0.113019	5
mut28	0.811298	0.181226	0.0116299	0.0454089	0.113019	5
mut29	0.811298	0.181226	0.0116299	0.0454089	0.113019	5
mut30	0.413232	0.0724546	0.00575004	0.0159389	0.0205949	6
mut31	0.413232	0.0724546	0.00575004	0.0159389	0.0205949	6
mut32	0.413232	0.0724546	0.00575004	0.0159389	0.0205949	6
mut33	0.413232	0.0724546	0.00575004	0.0159389	0.0205949	6
mut34	0.413232	0.0724546	0.00575004	0.0159389	0.0205949	6
mut35	0.082064	0.0287282	0.297404	0.172163	0.707046	7
mut36	0.082064	0.0287282	0.297404	0.172163	0.707046	7
mut37	0.082064	0.0287282	0.297404	0.172163	0.707046	7
mut38	0.082064	0.0287282	0.297404	0.172163	0.707046	7
mut39	0.082064	0.0287282	0.297404	0.172163	0.707046	7
mut40	0.0210819	0.650248	0.0098239	0.0183401	0.0144514	8
mut41	0.0210819	0.650248	0.0098239	0.0183401	0.0144514	8
mut42	0.0210819	0.650248	0.0098239	0.0183401	0.0144514	8
mut43	0.0210819	0.650248	0.0098239	0.0183401	0.0144514	8
mut44	0.0210819	0.650248	0.0098239	0.0183401	0.0144514	8
mut45	0.0399911	0.0147092	0.404476	0.0347441	0.0252996	9
mut46	0.0399911	0.0147092	0.404476	0.0347441	0.0252996	9
mut47	0.0399911	0.0147092	0.404476	0.0347441	0.0252996	9
mut48	0.0399911	0.0147092	0.404476	0.0347441	0.0252996	9
mut49	0.0399911	0.0147092	0.404476	0.0347441	0.0252996	9
mut50	0.0377211	0.0145451	0.188909	0.029501	0.489682	10
mut51	0.0377211	0.0145451	0.188909	0.029501	0.489682	10
mut52	0.0377211	0.0145451	0.188909	0.029501	0.489682	10
mut53	0.0377211	0.0145451	0.188909	0.029501	0.489682	10
mut54	0.0377211	0.0145451	0.188909	0.029501	0.489682	10
mut55	0.0203566	0.00679978	0.347154	0.0178636	0.0143258	11
mut56	0.0203566	0.00679978	0.347154	0.0178636	0.0143258	11
mut57	0.0203566	0.00679978	0.347154	0.0178636	0.0143258	11
mut58	0.0203566	0.00679978	0.347154	0.0178636	0.0143258	11
mut59	0.0203566	0.00679978	0.347154	0.0178636	0.0143258	11
mut60	0.0196042	0.00747793	0.115601	0.0988551	0.260064	12
mut61	0.0196042	0.00747793	0.115601	0.0988551	0.260064	12
mut62	0.0196042	0.00747793	0.115601	0.0988551	0.260064	12
mut63	0.0196042	0.00747793	0.115601	0.0988551	0.260064	12
mut64	0.0196042	0.00747793	0.115601	0.0988551	0.260064	12
mut65	0.0205829	0.00744102	0.173753	0.0134554	0.295926	13
mut66	0.0205829	0.00744102	0.173753	0.0134554	0.295926	13
mut67	0.0205829	0.00744102	0.173753	0.0134554	0.295926	13
mut68	0.0205829	0.00744102	0.173753	0.0134554	0.295926	13
mut69	0.0205829	0.00744102	0.173753	0.0134554	0.295926	13
