mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	clusterID
mut0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut5	0.75369	0.0227763	0.234218	0.00673506	0.557911	0.0172328	0.428132	0.0142952	0.742185	0.0131861	0.585577	0.0211144	0.938144	0.0179538	0.729313	1
mut6	0.75369	0.0227763	0.234218	0.00673506	0.557911	0.0172328	0.428132	0.0142952	0.742185	0.0131861	0.585577	0.0211144	0.938144	0.0179538	0.729313	1
mut7	0.75369	0.0227763	0.234218	0.00673506	0.557911	0.0172328	0.428132	0.0142952	0.742185	0.0131861	0.585577	0.0211144	0.938144	0.0179538	0.729313	1
mut8	0.75369	0.0227763	0.234218	0.00673506	0.557911	0.0172328	0.428132	0.0142952	0.742185	0.0131861	0.585577	0.0211144	0.938144	0.0179538	0.729313	1
mut9	0.75369	0.0227763	0.234218	0.00673506	0.557911	0.0172328	0.428132	0.0142952	0.742185	0.0131861	0.585577	0.0211144	0.938144	0.0179538	0.729313	1
mut10	0.215382	0.964714	0.743756	0.988341	0.414358	0.972456	0.548041	0.979191	0.189823	0.975498	0.394714	0.969904	0.0497908	0.967158	0.229527	2
mut11	0.215382	0.964714	0.743756	0.988341	0.414358	0.972456	0.548041	0.979191	0.189823	0.975498	0.394714	0.969904	0.0497908	0.967158	0.229527	2
mut12	0.215382	0.964714	0.743756	0.988341	0.414358	0.972456	0.548041	0.979191	0.189823	0.975498	0.394714	0.969904	0.0497908	0.967158	0.229527	2
mut13	0.215382	0.964714	0.743756	0.988341	0.414358	0.972456	0.548041	0.979191	0.189823	0.975498	0.394714	0.969904	0.0497908	0.967158	0.229527	2
mut14	0.215382	0.964714	0.743756	0.988341	0.414358	0.972456	0.548041	0.979191	0.189823	0.975498	0.394714	0.969904	0.0497908	0.967158	0.229527	2
mut15	0.0939839	0.922697	0.630987	0.972909	0.262316	0.933548	0.402301	0.923648	0.074896	0.944537	0.283683	0.902831	0.0185814	0.949005	0.105709	3
mut16	0.0939839	0.922697	0.630987	0.972909	0.262316	0.933548	0.402301	0.923648	0.074896	0.944537	0.283683	0.902831	0.0185814	0.949005	0.105709	3
mut17	0.0939839	0.922697	0.630987	0.972909	0.262316	0.933548	0.402301	0.923648	0.074896	0.944537	0.283683	0.902831	0.0185814	0.949005	0.105709	3
mut18	0.0939839	0.922697	0.630987	0.972909	0.262316	0.933548	0.402301	0.923648	0.074896	0.944537	0.283683	0.902831	0.0185814	0.949005	0.105709	3
mut19	0.0939839	0.922697	0.630987	0.972909	0.262316	0.933548	0.402301	0.923648	0.074896	0.944537	0.283683	0.902831	0.0185814	0.949005	0.105709	3
mut20	0.00795142	0.193135	0.0308765	0.450289	0.0258608	0.0667613	0.0291143	0.338621	0.00792746	0.150998	0.0243728	0.197666	0.00525645	0.234578	0.0112304	4
mut21	0.00795142	0.193135	0.0308765	0.450289	0.0258608	0.0667613	0.0291143	0.338621	0.00792746	0.150998	0.0243728	0.197666	0.00525645	0.234578	0.0112304	4
mut22	0.00795142	0.193135	0.0308765	0.450289	0.0258608	0.0667613	0.0291143	0.338621	0.00792746	0.150998	0.0243728	0.197666	0.00525645	0.234578	0.0112304	4
mut23	0.00795142	0.193135	0.0308765	0.450289	0.0258608	0.0667613	0.0291143	0.338621	0.00792746	0.150998	0.0243728	0.197666	0.00525645	0.234578	0.0112304	4
mut24	0.00795142	0.193135	0.0308765	0.450289	0.0258608	0.0667613	0.0291143	0.338621	0.00792746	0.150998	0.0243728	0.197666	0.00525645	0.234578	0.0112304	4
