mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	clusterID
mut0	1	0.968538	1	0.94438	1	0.943115	1	1	0.925565	1	1	0.933385	1	0.943639	0.975715	0
mut1	1	0.968538	1	0.94438	1	0.943115	1	1	0.925565	1	1	0.933385	1	0.943639	0.975715	0
mut2	1	0.968538	1	0.94438	1	0.943115	1	1	0.925565	1	1	0.933385	1	0.943639	0.975715	0
mut3	1	0.968538	1	0.94438	1	0.943115	1	1	0.925565	1	1	0.933385	1	0.943639	0.975715	0
mut4	1	0.968538	1	0.94438	1	0.943115	1	1	0.925565	1	1	0.933385	1	0.943639	0.975715	0
mut5	0.927942	0.259856	0.986965	1	0.998881	0.882496	1	1	0.907524	0.944749	0.948414	1	0.918251	0.878564	0.940451	1
mut6	0.927942	0.259856	0.986965	1	0.998881	0.882496	1	1	0.907524	0.944749	0.948414	1	0.918251	0.878564	0.940451	1
mut7	0.927942	0.259856	0.986965	1	0.998881	0.882496	1	1	0.907524	0.944749	0.948414	1	0.918251	0.878564	0.940451	1
mut8	0.927942	0.259856	0.986965	1	0.998881	0.882496	1	1	0.907524	0.944749	0.948414	1	0.918251	0.878564	0.940451	1
mut9	0.927942	0.259856	0.986965	1	0.998881	0.882496	1	1	0.907524	0.944749	0.948414	1	0.918251	0.878564	0.940451	1
mut10	0.665273	0.145752	0.966479	0.131048	0.750642	0.286796	0.854408	0.743565	0.384144	0.83532	0.4444	0.789132	0.103814	0.668701	0.809681	2
mut11	0.665273	0.145752	0.966479	0.131048	0.750642	0.286796	0.854408	0.743565	0.384144	0.83532	0.4444	0.789132	0.103814	0.668701	0.809681	2
mut12	0.665273	0.145752	0.966479	0.131048	0.750642	0.286796	0.854408	0.743565	0.384144	0.83532	0.4444	0.789132	0.103814	0.668701	0.809681	2
mut13	0.665273	0.145752	0.966479	0.131048	0.750642	0.286796	0.854408	0.743565	0.384144	0.83532	0.4444	0.789132	0.103814	0.668701	0.809681	2
mut14	0.665273	0.145752	0.966479	0.131048	0.750642	0.286796	0.854408	0.743565	0.384144	0.83532	0.4444	0.789132	0.103814	0.668701	0.809681	2
mut15	0.651881	0.0977744	0.841159	0.121958	0.612958	0.19292	0.829539	0.753392	0.119403	0.910538	0.376719	0.215081	0.0780483	0.529923	0.721694	3
