clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
0	1	0.989752	1	1	0.956298	0.927233	1	1	1	0.966947
1	0.0741112	0.356303	0.0394986	0.0627323	0.10789	0.0750993	0.0303653	0.0374111	0.0842658	0.100251
2	0.0132222	0.135381	0.0122564	0.0170522	0.0395471	0.0189058	0.00701502	0.0209666	0.0309237	0.0144662
3	0.0461664	0.19744	0.0200563	0.0281684	0.0421169	0.0401228	0.0159742	0.0102552	0.0283858	0.0659572
4	0.0313035	0.188451	0.011772	0.0161811	0.0217461	0.0170926	0.00758846	0.00505776	0.0143705	0.0459419
5	0.041664	0.156198	0.0132449	0.0163403	0.0258419	0.0189039	0.00709546	0.0519398	0.0153153	0.0142645
6	0.238816	0.155634	0.0565999	0.0341234	0.0220598	0.0190949	0.00930361	0.00457499	0.0156708	0.0141953
7	0.569164	0.164257	0.78593	0.862682	0.760405	0.773004	0.988317	0.765117	0.818827	0.818442
8	0.0113763	0.147344	0.0107611	0.0161267	0.111931	0.0200389	0.0252679	0.0720148	0.0166722	0.0451531
9	0.403754	0.00447359	0.788292	0.0131814	0.0232216	0.325664	0.00749055	0.00470661	0.0160982	0.0157818
10	0.160753	0.148367	0.131514	0.186958	0.618171	0.443197	0.828117	0.891282	0.783042	0.740065
11	0.0660528	0.0300465	0.052475	0.0777752	0.121973	0.144412	0.84777	0.635705	0.741333	0.704991
12	0.0406238	0.0126856	0.0313664	0.0415332	0.0643086	0.064171	0.787706	0.124385	0.0787299	0.686451
13	0.0118296	0.00448118	0.0112623	0.0154917	0.0226354	0.0204225	0.603031	0.00558976	0.0153325	0.114268
14	0.0128624	0.0157452	0.00978368	0.0130782	0.0189482	0.0181098	0.00862424	0.0998492	0.0704741	0.0175546
15	0.0133356	0.0337309	0.0101862	0.0156827	0.0388505	0.0203981	0.0396259	0.0601913	0.0284026	0.0140042
16	0.0804377	0.0731411	0.0474829	0.100021	0.0942564	0.226651	0.0256101	0.124242	0.0450851	0.0931993
17	0.0134423	0.00461483	0.0108934	0.0131857	0.0228461	0.0208886	0.123081	0.0130732	0.0158126	0.416314
18	0.0133111	0.0347626	0.0102607	0.029032	0.0494536	0.0945037	0.0078621	0.0482643	0.0162659	0.0615511
19	0.0330577	0.0390526	0.030071	0.0505106	0.0233975	0.134506	0.00792049	0.0484212	0.0129677	0.0151524
