mutID	sample0	sample1	sample2	sample3	sample4	clusterID
mut0	1	1	1	1	1	0
mut1	1	1	1	1	1	0
mut2	1	1	1	1	1	0
mut3	1	1	1	1	1	0
mut4	1	1	1	1	1	0
mut5	0.991851	0.99274	0.989348	0.985073	0.983776	1
mut6	0.991851	0.99274	0.989348	0.985073	0.983776	1
mut7	0.991851	0.99274	0.989348	0.985073	0.983776	1
mut8	0.991851	0.99274	0.989348	0.985073	0.983776	1
mut9	0.991851	0.99274	0.989348	0.985073	0.983776	1
mut10	0.984379	0.985955	0.977502	0.968901	0.968465	2
mut11	0.984379	0.985955	0.977502	0.968901	0.968465	2
mut12	0.984379	0.985955	0.977502	0.968901	0.968465	2
mut13	0.984379	0.985955	0.977502	0.968901	0.968465	2
mut14	0.984379	0.985955	0.977502	0.968901	0.968465	2
mut15	0.97222	0.961448	0.967014	0.946291	0.951165	3
mut16	0.97222	0.961448	0.967014	0.946291	0.951165	3
mut17	0.97222	0.961448	0.967014	0.946291	0.951165	3
mut18	0.97222	0.961448	0.967014	0.946291	0.951165	3
mut19	0.97222	0.961448	0.967014	0.946291	0.951165	3
