clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14
0	1	1	1	1	0.940857	0.928395	1	0.949083	0.94563	1	1	0.941814	0.944548	1	0.903421
1	0.0322221	0.034998	0.0211857	0.00709122	0.227466	0.0465786	0.0833154	0.0585892	0.298253	0.0460684	0.097158	0.0352444	0.0336714	0.0276974	0.612058
2	0.905712	0.864539	0.948419	0.98356	0.721374	0.864933	0.852024	0.96856	0.664923	0.956887	0.877002	0.967815	1	0.928063	0.374971
3	0.454337	0.82759	0.863853	0.848451	0.485936	0.830607	0.789038	0.826588	0.36125	0.761617	0.862613	0.817581	0.832571	0.920625	0.21409
4	0.4559	0.833135	0.900209	0.866917	0.552381	0.793037	0.759353	0.800488	0.308709	0.739362	0.759631	0.915627	0.877752	0.832466	0.191509
5	0.412943	0.7814	0.88632	0.919958	0.460686	0.702945	0.813037	0.618364	0.282149	0.745735	0.703467	0.768781	0.805457	0.895281	0.154679
6	0.292996	0.374549	0.790441	0.819435	0.119348	0.661918	0.752566	0.548348	0.215122	0.675019	0.783685	0.33314	0.736783	0.712959	0.141913
7	0.437128	0.0396401	0.0279024	0.0362104	0.239312	0.0453562	0.0802704	0.0513622	0.267161	0.0418277	0.0805057	0.0342031	0.0327453	0.0307974	0.185561
8	0.271897	0.380996	0.768859	0.958022	0.094038	0.67618	0.811853	0.500757	0.210773	0.611402	0.806948	0.294011	0.745658	0.673954	0.119635
9	0.160215	0.213289	0.140821	0.893019	0.0577528	0.437113	0.0573398	0.275365	0.119829	0.199909	0.64063	0.174495	0.524184	0.127889	0.069685
10	0.0879031	0.122957	0.246178	0.0585129	0.0348103	0.112165	0.778765	0.174366	0.0699919	0.192763	0.0314682	0.101953	0.11931	0.577293	0.0370357
11	0.0703815	0.082156	0.0498792	0.018771	0.021365	0.273663	0.0150652	0.118564	0.0425775	0.0935516	0.0186094	0.0682787	0.112888	0.0574107	0.0265493
12	0.0318403	0.0439459	0.0226134	0.0903325	0.0105462	0.0993122	0.0097241	0.0513499	0.021271	0.050185	0.0575994	0.0327663	0.26743	0.0309149	0.0162938
13	0.0341825	0.0408197	0.0387149	0.721863	0.012066	0.0457669	0.0289009	0.0667694	0.0225858	0.0448155	0.613993	0.0306641	0.0522488	0.0287678	0.0124008
14	0.0317671	0.0619202	0.0237516	0.00868283	0.32846	0.0470142	0.00733896	0.0518319	0.0205599	0.0426451	0.00882245	0.46008	0.0365616	0.0274686	0.0137546
15	0.0695672	0.0718832	0.0520004	0.0498479	0.0231778	0.079149	0.457162	0.0996621	0.0446609	0.0846842	0.0226191	0.0724714	0.0775953	0.0710561	0.0270243
16	0.0315872	0.0409775	0.0258439	0.00802639	0.0115971	0.134132	0.00737286	0.058799	0.0205536	0.0429362	0.0108687	0.031495	0.0368829	0.027601	0.0142075
17	0.0335198	0.0383488	0.0255323	0.0136242	0.0107099	0.0466075	0.0758491	0.0517591	0.0244579	0.042742	0.00950374	0.0315279	0.0522091	0.0264116	0.0118964
