mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	clusterID
mut0	1	1	1	1	1	1	1	1	1	1	0
mut1	1	1	1	1	1	1	1	1	1	1	0
mut2	1	1	1	1	1	1	1	1	1	1	0
mut3	1	1	1	1	1	1	1	1	1	1	0
mut4	1	1	1	1	1	1	1	1	1	1	0
mut5	0.129692	0.978667	0.984014	0.0824949	0.970685	0.977813	0.300439	0.988248	0.941123	0.311253	1
mut6	0.129692	0.978667	0.984014	0.0824949	0.970685	0.977813	0.300439	0.988248	0.941123	0.311253	1
mut7	0.129692	0.978667	0.984014	0.0824949	0.970685	0.977813	0.300439	0.988248	0.941123	0.311253	1
mut8	0.129692	0.978667	0.984014	0.0824949	0.970685	0.977813	0.300439	0.988248	0.941123	0.311253	1
mut9	0.129692	0.978667	0.984014	0.0824949	0.970685	0.977813	0.300439	0.988248	0.941123	0.311253	1
mut10	0.817767	0.0102868	0.00865429	0.802172	0.0159402	0.013314	0.588876	0.00600504	0.0464292	0.505598	2
mut11	0.817767	0.0102868	0.00865429	0.802172	0.0159402	0.013314	0.588876	0.00600504	0.0464292	0.505598	2
mut12	0.817767	0.0102868	0.00865429	0.802172	0.0159402	0.013314	0.588876	0.00600504	0.0464292	0.505598	2
mut13	0.817767	0.0102868	0.00865429	0.802172	0.0159402	0.013314	0.588876	0.00600504	0.0464292	0.505598	2
mut14	0.817767	0.0102868	0.00865429	0.802172	0.0159402	0.013314	0.588876	0.00600504	0.0464292	0.505598	2
mut15	0.00842939	0.438273	0.180645	0.00655385	0.142221	0.0100524	0.0187074	0.84264	0.0292715	0.0199951	3
mut16	0.00842939	0.438273	0.180645	0.00655385	0.142221	0.0100524	0.0187074	0.84264	0.0292715	0.0199951	3
mut17	0.00842939	0.438273	0.180645	0.00655385	0.142221	0.0100524	0.0187074	0.84264	0.0292715	0.0199951	3
mut18	0.00842939	0.438273	0.180645	0.00655385	0.142221	0.0100524	0.0187074	0.84264	0.0292715	0.0199951	3
mut19	0.00842939	0.438273	0.180645	0.00655385	0.142221	0.0100524	0.0187074	0.84264	0.0292715	0.0199951	3
mut20	0.0675678	0.21073	0.676845	0.0437331	0.289166	0.949479	0.160942	0.0889878	0.734632	0.129605	4
mut21	0.0675678	0.21073	0.676845	0.0437331	0.289166	0.949479	0.160942	0.0889878	0.734632	0.129605	4
mut22	0.0675678	0.21073	0.676845	0.0437331	0.289166	0.949479	0.160942	0.0889878	0.734632	0.129605	4
mut23	0.0675678	0.21073	0.676845	0.0437331	0.289166	0.949479	0.160942	0.0889878	0.734632	0.129605	4
mut24	0.0675678	0.21073	0.676845	0.0437331	0.289166	0.949479	0.160942	0.0889878	0.734632	0.129605	4
