mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	clusterID
mut0	1	1	1	1	1	1	1	1	1	1	0
mut1	1	1	1	1	1	1	1	1	1	1	0
mut2	1	1	1	1	1	1	1	1	1	1	0
mut3	1	1	1	1	1	1	1	1	1	1	0
mut4	1	1	1	1	1	1	1	1	1	1	0
mut5	0.114773	0.32528	0.96687	0.984012	0.975737	0.0450047	0.0910668	0.938299	0.97217	0.713094	1
mut6	0.114773	0.32528	0.96687	0.984012	0.975737	0.0450047	0.0910668	0.938299	0.97217	0.713094	1
mut7	0.114773	0.32528	0.96687	0.984012	0.975737	0.0450047	0.0910668	0.938299	0.97217	0.713094	1
mut8	0.114773	0.32528	0.96687	0.984012	0.975737	0.0450047	0.0910668	0.938299	0.97217	0.713094	1
mut9	0.114773	0.32528	0.96687	0.984012	0.975737	0.0450047	0.0910668	0.938299	0.97217	0.713094	1
mut10	0.76714	0.314319	0.0106995	0.00559645	0.00884764	0.860308	0.526296	0.0133147	0.00864998	0.252683	2
mut11	0.76714	0.314319	0.0106995	0.00559645	0.00884764	0.860308	0.526296	0.0133147	0.00864998	0.252683	2
mut12	0.76714	0.314319	0.0106995	0.00559645	0.00884764	0.860308	0.526296	0.0133147	0.00864998	0.252683	2
mut13	0.76714	0.314319	0.0106995	0.00559645	0.00884764	0.860308	0.526296	0.0133147	0.00864998	0.252683	2
mut14	0.76714	0.314319	0.0106995	0.00559645	0.00884764	0.860308	0.526296	0.0133147	0.00864998	0.252683	2
mut15	0.0211913	0.315989	0.0119028	0.00499875	0.00831069	0.0800273	0.351291	0.0329613	0.00947955	0.0164199	3
mut16	0.0211913	0.315989	0.0119028	0.00499875	0.00831069	0.0800273	0.351291	0.0329613	0.00947955	0.0164199	3
mut17	0.0211913	0.315989	0.0119028	0.00499875	0.00831069	0.0800273	0.351291	0.0329613	0.00947955	0.0164199	3
mut18	0.0211913	0.315989	0.0119028	0.00499875	0.00831069	0.0800273	0.351291	0.0329613	0.00947955	0.0164199	3
mut19	0.0211913	0.315989	0.0119028	0.00499875	0.00831069	0.0800273	0.351291	0.0329613	0.00947955	0.0164199	3
mut20	0.0211911	0.196272	0.912011	0.97272	0.261694	0.0304553	0.0528987	0.91059	0.928658	0.0462563	4
mut21	0.0211911	0.196272	0.912011	0.97272	0.261694	0.0304553	0.0528987	0.91059	0.928658	0.0462563	4
mut22	0.0211911	0.196272	0.912011	0.97272	0.261694	0.0304553	0.0528987	0.91059	0.928658	0.0462563	4
mut23	0.0211911	0.196272	0.912011	0.97272	0.261694	0.0304553	0.0528987	0.91059	0.928658	0.0462563	4
mut24	0.0211911	0.196272	0.912011	0.97272	0.261694	0.0304553	0.0528987	0.91059	0.928658	0.0462563	4
mut25	0.00500329	0.0511793	0.124686	0.0543637	0.0128826	0.00740666	0.0137148	0.771204	0.021453	0.0108331	5
mut26	0.00500329	0.0511793	0.124686	0.0543637	0.0128826	0.00740666	0.0137148	0.771204	0.021453	0.0108331	5
mut27	0.00500329	0.0511793	0.124686	0.0543637	0.0128826	0.00740666	0.0137148	0.771204	0.021453	0.0108331	5
mut28	0.00500329	0.0511793	0.124686	0.0543637	0.0128826	0.00740666	0.0137148	0.771204	0.021453	0.0108331	5
mut29	0.00500329	0.0511793	0.124686	0.0543637	0.0128826	0.00740666	0.0137148	0.771204	0.021453	0.0108331	5
mut30	0.0106523	0.0995943	0.280643	0.90619	0.140352	0.0158416	0.0255073	0.105511	0.853789	0.0243361	6
mut31	0.0106523	0.0995943	0.280643	0.90619	0.140352	0.0158416	0.0255073	0.105511	0.853789	0.0243361	6
mut32	0.0106523	0.0995943	0.280643	0.90619	0.140352	0.0158416	0.0255073	0.105511	0.853789	0.0243361	6
mut33	0.0106523	0.0995943	0.280643	0.90619	0.140352	0.0158416	0.0255073	0.105511	0.853789	0.0243361	6
mut34	0.0106523	0.0995943	0.280643	0.90619	0.140352	0.0158416	0.0255073	0.105511	0.853789	0.0243361	6
mut35	0.00565338	0.0486684	0.0139233	0.601981	0.00962196	0.00811636	0.0121339	0.0343835	0.142311	0.0118683	7
mut36	0.00565338	0.0486684	0.0139233	0.601981	0.00962196	0.00811636	0.0121339	0.0343835	0.142311	0.0118683	7
mut37	0.00565338	0.0486684	0.0139233	0.601981	0.00962196	0.00811636	0.0121339	0.0343835	0.142311	0.0118683	7
mut38	0.00565338	0.0486684	0.0139233	0.601981	0.00962196	0.00811636	0.0121339	0.0343835	0.142311	0.0118683	7
mut39	0.00565338	0.0486684	0.0139233	0.601981	0.00962196	0.00811636	0.0121339	0.0343835	0.142311	0.0118683	7
mut40	0.0742416	0.0775946	0.0339883	0.00551582	0.623902	0.00710163	0.0243068	0.0136031	0.0339119	0.642601	8
mut41	0.0742416	0.0775946	0.0339883	0.00551582	0.623902	0.00710163	0.0243068	0.0136031	0.0339119	0.642601	8
mut42	0.0742416	0.0775946	0.0339883	0.00551582	0.623902	0.00710163	0.0243068	0.0136031	0.0339119	0.642601	8
mut43	0.0742416	0.0775946	0.0339883	0.00551582	0.623902	0.00710163	0.0243068	0.0136031	0.0339119	0.642601	8
mut44	0.0742416	0.0775946	0.0339883	0.00551582	0.623902	0.00710163	0.0243068	0.0136031	0.0339119	0.642601	8
