clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14
0	0.92472	1	0.919637	1	0.942093	0.917863	0.922507	1	0.966484	1	1	1	0.955954	1	1
1	0.0185916	0.019586	0.0265854	0.139082	0.0191859	0.03859	0.0816973	0.0684098	0.134976	0.0878329	0.0156301	0.0498485	0.0573992	0.0756453	0.027019
2	0.00897059	0.0103724	0.0142152	0.100289	0.0107338	0.0194864	0.0465064	0.0333985	0.0912979	0.0426277	0.00743367	0.019764	0.0391573	0.0594976	0.0117366
3	0.886978	0.132755	0.833854	0.0488112	1	0.911195	0.306242	0.738338	0.823287	0.804417	0.127682	0.870933	0.847891	0.83632	0.876612
4	0.0388332	0.018509	0.0254152	0.00714436	0.0208207	0.0440009	0.0467645	0.241388	0.129775	0.0824408	0.0176796	0.053117	0.039787	0.0474452	0.0250891
5	0.608846	0.0503314	0.806213	0.0202393	0.438818	0.102333	0.132153	0.375769	0.0182044	0.628563	0.0399888	0.67303	0.0871277	0.331471	0.827797
6	0.00971871	0.80582	0.0151679	0.0508487	0.0110177	0.0218939	0.174539	0.0376229	0.00378789	0.0257949	0.871631	0.0216584	0.0223654	0.0239812	0.0156229
7	0.0874377	0.0398264	0.892348	0.0162754	0.418763	0.0715831	0.112192	0.393343	0.0153108	0.106192	0.0337394	0.743185	0.0811963	0.305982	0.513126
8	0.0192552	0.0241114	0.753378	0.00846462	0.0237006	0.037402	0.0540534	0.243296	0.00800987	0.0512446	0.0169847	0.0645799	0.0424198	0.048614	0.0294481
9	0.0112838	0.0114387	0.287644	0.00385327	0.0109259	0.0186174	0.0243322	0.0358828	0.00350274	0.0286546	0.00817793	0.0266896	0.020235	0.0230875	0.0129385
10	0.011159	0.0116558	0.0126339	0.618005	0.009298	0.0233398	0.315725	0.0300207	0.00348077	0.0251845	0.0164877	0.0225909	0.0182315	0.0237952	0.012434
11	0.00965646	0.0101031	0.0122101	0.00437422	0.322992	0.0194661	0.0285487	0.0372003	0.0045625	0.0269825	0.00885912	0.626365	0.0181595	0.159653	0.0186134
12	0.0610125	0.0234733	0.024499	0.00858954	0.426022	0.141152	0.0551391	0.0698135	0.218393	0.0546333	0.0136468	0.0428942	0.227027	0.460004	0.0398708
13	0.0118747	0.011823	0.0147763	0.00439501	0.438919	0.0513399	0.0288646	0.0386197	0.0740238	0.0259619	0.00643776	0.0247639	0.0881268	0.42217	0.0201802
14	0.0103406	0.0109201	0.0125081	0.105359	0.0297555	0.0231751	0.0763736	0.0487703	0.00428334	0.0262906	0.00688819	0.0211547	0.0190646	0.0201351	0.0124973
15	0.0100892	0.00921709	0.0136429	0.00358278	0.0114346	0.0226331	0.0260887	0.221021	0.0830297	0.0309287	0.00884033	0.0246791	0.0172718	0.0235494	0.0130759
16	0.00995938	0.0321209	0.0134434	0.00402004	0.0139007	0.601906	0.0343634	0.0333283	0.459696	0.0259402	0.0484379	0.0254995	0.458865	0.023898	0.0155057
