mutID	sample0	sample1	sample2	sample3	sample4	clusterID
mut0	1	1	1	1	1	0
mut1	1	1	1	1	1	0
mut2	1	1	1	1	1	0
mut3	1	1	1	1	1	0
mut4	1	1	1	1	1	0
mut5	0.810998	0.0368079	0.843259	0.136615	0.751427	1
mut6	0.810998	0.0368079	0.843259	0.136615	0.751427	1
mut7	0.810998	0.0368079	0.843259	0.136615	0.751427	1
mut8	0.810998	0.0368079	0.843259	0.136615	0.751427	1
mut9	0.810998	0.0368079	0.843259	0.136615	0.751427	1
mut10	0.800987	0.030456	0.837071	0.123264	0.743628	2
mut11	0.800987	0.030456	0.837071	0.123264	0.743628	2
mut12	0.800987	0.030456	0.837071	0.123264	0.743628	2
mut13	0.800987	0.030456	0.837071	0.123264	0.743628	2
mut14	0.800987	0.030456	0.837071	0.123264	0.743628	2
mut15	0.739695	0.0239763	0.756154	0.10687	0.704436	3
mut16	0.739695	0.0239763	0.756154	0.10687	0.704436	3
mut17	0.739695	0.0239763	0.756154	0.10687	0.704436	3
mut18	0.739695	0.0239763	0.756154	0.10687	0.704436	3
mut19	0.739695	0.0239763	0.756154	0.10687	0.704436	3
mut20	0.178568	0.95601	0.150825	0.850104	0.241111	4
mut21	0.178568	0.95601	0.150825	0.850104	0.241111	4
mut22	0.178568	0.95601	0.150825	0.850104	0.241111	4
mut23	0.178568	0.95601	0.150825	0.850104	0.241111	4
mut24	0.178568	0.95601	0.150825	0.850104	0.241111	4
mut25	0.167659	0.949111	0.144798	0.836267	0.233173	5
mut26	0.167659	0.949111	0.144798	0.836267	0.233173	5
mut27	0.167659	0.949111	0.144798	0.836267	0.233173	5
mut28	0.167659	0.949111	0.144798	0.836267	0.233173	5
mut29	0.167659	0.949111	0.144798	0.836267	0.233173	5
mut30	0.149901	0.942172	0.128855	0.805811	0.217986	6
mut31	0.149901	0.942172	0.128855	0.805811	0.217986	6
mut32	0.149901	0.942172	0.128855	0.805811	0.217986	6
mut33	0.149901	0.942172	0.128855	0.805811	0.217986	6
mut34	0.149901	0.942172	0.128855	0.805811	0.217986	6
mut35	0.0420311	0.752603	0.0278353	0.438546	0.064101	7
mut36	0.0420311	0.752603	0.0278353	0.438546	0.064101	7
mut37	0.0420311	0.752603	0.0278353	0.438546	0.064101	7
mut38	0.0420311	0.752603	0.0278353	0.438546	0.064101	7
mut39	0.0420311	0.752603	0.0278353	0.438546	0.064101	7
