mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	clusterID
mut0	0.978166	0.914947	1	0.996502	0.997702	1	1	1	0.902047	0.974687	0.933424	1	1	1	0.913501	0
mut1	0.978166	0.914947	1	0.996502	0.997702	1	1	1	0.902047	0.974687	0.933424	1	1	1	0.913501	0
mut2	0.978166	0.914947	1	0.996502	0.997702	1	1	1	0.902047	0.974687	0.933424	1	1	1	0.913501	0
mut3	0.978166	0.914947	1	0.996502	0.997702	1	1	1	0.902047	0.974687	0.933424	1	1	1	0.913501	0
mut4	0.978166	0.914947	1	0.996502	0.997702	1	1	1	0.902047	0.974687	0.933424	1	1	1	0.913501	0
mut5	0.915122	0.908474	0.916312	0.438434	0.861488	0.188775	0.915776	1	0.888196	0.128493	0.854766	0.0971934	0.967213	0.892479	0.95936	1
mut6	0.915122	0.908474	0.916312	0.438434	0.861488	0.188775	0.915776	1	0.888196	0.128493	0.854766	0.0971934	0.967213	0.892479	0.95936	1
mut7	0.915122	0.908474	0.916312	0.438434	0.861488	0.188775	0.915776	1	0.888196	0.128493	0.854766	0.0971934	0.967213	0.892479	0.95936	1
mut8	0.915122	0.908474	0.916312	0.438434	0.861488	0.188775	0.915776	1	0.888196	0.128493	0.854766	0.0971934	0.967213	0.892479	0.95936	1
mut9	0.915122	0.908474	0.916312	0.438434	0.861488	0.188775	0.915776	1	0.888196	0.128493	0.854766	0.0971934	0.967213	0.892479	0.95936	1
mut10	0.321767	0.0120332	0.0112271	0.0109431	0.0080646	0.0176136	0.4183	0.00735199	0.0124477	0.00842739	0.0198558	0.0106985	0.0948363	0.00926865	0.0058816	2
mut11	0.321767	0.0120332	0.0112271	0.0109431	0.0080646	0.0176136	0.4183	0.00735199	0.0124477	0.00842739	0.0198558	0.0106985	0.0948363	0.00926865	0.0058816	2
mut12	0.321767	0.0120332	0.0112271	0.0109431	0.0080646	0.0176136	0.4183	0.00735199	0.0124477	0.00842739	0.0198558	0.0106985	0.0948363	0.00926865	0.0058816	2
mut13	0.321767	0.0120332	0.0112271	0.0109431	0.0080646	0.0176136	0.4183	0.00735199	0.0124477	0.00842739	0.0198558	0.0106985	0.0948363	0.00926865	0.0058816	2
mut14	0.321767	0.0120332	0.0112271	0.0109431	0.0080646	0.0176136	0.4183	0.00735199	0.0124477	0.00842739	0.0198558	0.0106985	0.0948363	0.00926865	0.0058816	2
mut15	0.470212	1	0.851948	0.372571	0.946636	0.145459	0.442905	0.913195	0.999643	0.105016	0.906583	0.0839549	0.148791	0.862822	0.9727	3
mut16	0.470212	1	0.851948	0.372571	0.946636	0.145459	0.442905	0.913195	0.999643	0.105016	0.906583	0.0839549	0.148791	0.862822	0.9727	3
mut17	0.470212	1	0.851948	0.372571	0.946636	0.145459	0.442905	0.913195	0.999643	0.105016	0.906583	0.0839549	0.148791	0.862822	0.9727	3
mut18	0.470212	1	0.851948	0.372571	0.946636	0.145459	0.442905	0.913195	0.999643	0.105016	0.906583	0.0839549	0.148791	0.862822	0.9727	3
mut19	0.470212	1	0.851948	0.372571	0.946636	0.145459	0.442905	0.913195	0.999643	0.105016	0.906583	0.0839549	0.148791	0.862822	0.9727	3
mut20	0.403584	0.824179	0.896964	0.0564606	0.0510652	0.0907838	0.319252	0.845807	0.819238	0.045999	0.395126	0.0538134	0.0681969	0.696537	0.853528	4
mut21	0.403584	0.824179	0.896964	0.0564606	0.0510652	0.0907838	0.319252	0.845807	0.819238	0.045999	0.395126	0.0538134	0.0681969	0.696537	0.853528	4
mut22	0.403584	0.824179	0.896964	0.0564606	0.0510652	0.0907838	0.319252	0.845807	0.819238	0.045999	0.395126	0.0538134	0.0681969	0.696537	0.853528	4
mut23	0.403584	0.824179	0.896964	0.0564606	0.0510652	0.0907838	0.319252	0.845807	0.819238	0.045999	0.395126	0.0538134	0.0681969	0.696537	0.853528	4
mut24	0.403584	0.824179	0.896964	0.0564606	0.0510652	0.0907838	0.319252	0.845807	0.819238	0.045999	0.395126	0.0538134	0.0681969	0.696537	0.853528	4
mut25	0.216234	0.940842	0.947183	0.0520753	0.041818	0.0690643	0.161028	0.990773	0.933861	0.0372831	0.195211	0.0468089	0.0422078	0.585264	0.924937	5
mut26	0.216234	0.940842	0.947183	0.0520753	0.041818	0.0690643	0.161028	0.990773	0.933861	0.0372831	0.195211	0.0468089	0.0422078	0.585264	0.924937	5
