clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14
0	0.978166	0.914947	1	0.996502	0.997702	1	1	1	0.902047	0.974687	0.933424	1	1	1	0.913501
1	0.915122	0.908474	0.916312	0.438434	0.861488	0.188775	0.915776	1	0.888196	0.128493	0.854766	0.0971934	0.967213	0.892479	0.95936
2	0.321767	0.0120332	0.0112271	0.0109431	0.0080646	0.0176136	0.4183	0.00735199	0.0124477	0.00842739	0.0198558	0.0106985	0.0948363	0.00926865	0.0058816
3	0.470212	1	0.851948	0.372571	0.946636	0.145459	0.442905	0.913195	0.999643	0.105016	0.906583	0.0839549	0.148791	0.862822	0.9727
4	0.403584	0.824179	0.896964	0.0564606	0.0510652	0.0907838	0.319252	0.845807	0.819238	0.045999	0.395126	0.0538134	0.0681969	0.696537	0.853528
5	0.216234	0.940842	0.947183	0.0520753	0.041818	0.0690643	0.161028	0.990773	0.933861	0.0372831	0.195211	0.0468089	0.0422078	0.585264	0.924937
6	0.0837807	0.0250671	0.0199012	0.595389	0.0309777	0.672467	0.0634574	0.0160458	0.0254938	0.812441	0.0443085	0.642961	0.0154283	0.0211237	0.0109454
7	0.0811679	0.670836	0.197025	0.0212715	0.017764	0.0325444	0.0695419	0.728321	0.1855	0.0145554	0.0430508	0.017156	0.016793	0.0375371	0.042901
8	0.0833013	0.138898	0.394632	0.0190039	0.0156198	0.0268514	0.068791	0.0252589	0.660722	0.0175539	0.0399819	0.0163273	0.0161713	0.13048	0.911875
9	0.0341862	0.576169	0.028949	0.0102074	0.00777568	0.0148641	0.0360198	0.0663413	0.132386	0.00752771	0.0191981	0.00989295	0.00816888	0.00927189	0.0224326
10	0.075576	0.0232571	0.0245561	0.328732	0.885862	0.0430704	0.0617291	0.0150677	0.0258807	0.0443895	0.37507	0.0193765	0.0160015	0.254857	0.0123914
11	0.0417171	0.0978614	0.0496095	0.00906756	0.0089038	0.0148322	0.0298097	0.00726586	0.47409	0.00764179	0.02126	0.0088664	0.00894541	0.0109553	0.510921
12	0.0386786	0.0139552	0.011176	0.529715	0.0236759	0.502095	0.0358563	0.00725084	0.0117566	0.867354	0.0199225	0.0466381	0.00840251	0.0102344	0.00505753
13	0.0334805	0.0129723	0.0119056	0.0332023	0.295987	0.0178419	0.0305645	0.00638943	0.0147427	0.00839888	0.133507	0.0109417	0.00948189	0.25048	0.0070776
14	0.0355602	0.0128738	0.00990637	0.0127407	0.00895268	0.154075	0.0273131	0.00680517	0.013186	0.00759337	0.0214517	0.254952	0.00966241	0.00984886	0.0308676
