mutID	sample0	sample1	sample2	sample3	sample4	clusterID
mut0	1	1	1	1	1	0
mut1	1	1	1	1	1	0
mut2	1	1	1	1	1	0
mut3	1	1	1	1	1	0
mut4	1	1	1	1	1	0
mut5	0.995917	0.992558	0.9901	0.990344	0.993136	1
mut6	0.995917	0.992558	0.9901	0.990344	0.993136	1
mut7	0.995917	0.992558	0.9901	0.990344	0.993136	1
mut8	0.995917	0.992558	0.9901	0.990344	0.993136	1
mut9	0.995917	0.992558	0.9901	0.990344	0.993136	1
mut10	0.990643	0.985983	0.9798	0.980915	0.984812	2
mut11	0.990643	0.985983	0.9798	0.980915	0.984812	2
mut12	0.990643	0.985983	0.9798	0.980915	0.984812	2
mut13	0.990643	0.985983	0.9798	0.980915	0.984812	2
mut14	0.990643	0.985983	0.9798	0.980915	0.984812	2
mut15	0.655045	0.0741169	0.762266	0.0779638	0.711548	3
mut16	0.655045	0.0741169	0.762266	0.0779638	0.711548	3
mut17	0.655045	0.0741169	0.762266	0.0779638	0.711548	3
mut18	0.655045	0.0741169	0.762266	0.0779638	0.711548	3
mut19	0.655045	0.0741169	0.762266	0.0779638	0.711548	3
mut20	0.217478	0.896165	0.11769	0.87095	0.164884	4
mut21	0.217478	0.896165	0.11769	0.87095	0.164884	4
mut22	0.217478	0.896165	0.11769	0.87095	0.164884	4
mut23	0.217478	0.896165	0.11769	0.87095	0.164884	4
mut24	0.217478	0.896165	0.11769	0.87095	0.164884	4
mut25	0.064729	0.532065	0.0238705	0.477744	0.0356531	5
mut26	0.064729	0.532065	0.0238705	0.477744	0.0356531	5
mut27	0.064729	0.532065	0.0238705	0.477744	0.0356531	5
mut28	0.064729	0.532065	0.0238705	0.477744	0.0356531	5
mut29	0.064729	0.532065	0.0238705	0.477744	0.0356531	5
