mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	clusterID
mut0	1	1	1	1	1	1	1	1	1	1	0
mut1	1	1	1	1	1	1	1	1	1	1	0
mut2	1	1	1	1	1	1	1	1	1	1	0
mut3	1	1	1	1	1	1	1	1	1	1	0
mut4	1	1	1	1	1	1	1	1	1	1	0
mut5	0.696852	0.0180295	0.00602901	0.0115296	0.871735	0.00669981	0.0190278	0.0172269	0.153814	0.00886718	1
mut6	0.696852	0.0180295	0.00602901	0.0115296	0.871735	0.00669981	0.0190278	0.0172269	0.153814	0.00886718	1
mut7	0.696852	0.0180295	0.00602901	0.0115296	0.871735	0.00669981	0.0190278	0.0172269	0.153814	0.00886718	1
mut8	0.696852	0.0180295	0.00602901	0.0115296	0.871735	0.00669981	0.0190278	0.0172269	0.153814	0.00886718	1
mut9	0.696852	0.0180295	0.00602901	0.0115296	0.871735	0.00669981	0.0190278	0.0172269	0.153814	0.00886718	1
mut10	0.237797	0.962797	0.988353	0.977209	0.0712354	0.98648	0.960186	0.966121	0.811126	0.98321	2
mut11	0.237797	0.962797	0.988353	0.977209	0.0712354	0.98648	0.960186	0.966121	0.811126	0.98321	2
mut12	0.237797	0.962797	0.988353	0.977209	0.0712354	0.98648	0.960186	0.966121	0.811126	0.98321	2
mut13	0.237797	0.962797	0.988353	0.977209	0.0712354	0.98648	0.960186	0.966121	0.811126	0.98321	2
mut14	0.237797	0.962797	0.988353	0.977209	0.0712354	0.98648	0.960186	0.966121	0.811126	0.98321	2
mut15	0.183221	0.945245	0.982513	0.966664	0.0599953	0.979743	0.933644	0.949175	0.720481	0.97466	3
mut16	0.183221	0.945245	0.982513	0.966664	0.0599953	0.979743	0.933644	0.949175	0.720481	0.97466	3
mut17	0.183221	0.945245	0.982513	0.966664	0.0599953	0.979743	0.933644	0.949175	0.720481	0.97466	3
mut18	0.183221	0.945245	0.982513	0.966664	0.0599953	0.979743	0.933644	0.949175	0.720481	0.97466	3
mut19	0.183221	0.945245	0.982513	0.966664	0.0599953	0.979743	0.933644	0.949175	0.720481	0.97466	3
mut20	0.0675288	0.246509	0.0149491	0.0119452	0.00825263	0.795973	0.244822	0.0387412	0.24735	0.85169	4
mut21	0.0675288	0.246509	0.0149491	0.0119452	0.00825263	0.795973	0.244822	0.0387412	0.24735	0.85169	4
mut22	0.0675288	0.246509	0.0149491	0.0119452	0.00825263	0.795973	0.244822	0.0387412	0.24735	0.85169	4
mut23	0.0675288	0.246509	0.0149491	0.0119452	0.00825263	0.795973	0.244822	0.0387412	0.24735	0.85169	4
mut24	0.0675288	0.246509	0.0149491	0.0119452	0.00825263	0.795973	0.244822	0.0387412	0.24735	0.85169	4
mut25	0.0186188	0.590843	0.653323	0.346029	0.00737573	0.148092	0.184664	0.676851	0.0657481	0.0891945	5
mut26	0.0186188	0.590843	0.653323	0.346029	0.00737573	0.148092	0.184664	0.676851	0.0657481	0.0891945	5
mut27	0.0186188	0.590843	0.653323	0.346029	0.00737573	0.148092	0.184664	0.676851	0.0657481	0.0891945	5
mut28	0.0186188	0.590843	0.653323	0.346029	0.00737573	0.148092	0.184664	0.676851	0.0657481	0.0891945	5
mut29	0.0186188	0.590843	0.653323	0.346029	0.00737573	0.148092	0.184664	0.676851	0.0657481	0.0891945	5
mut30	0.0237504	0.0761137	0.267348	0.591324	0.0344123	0.0137	0.0425169	0.107255	0.0629545	0.0170584	6
mut31	0.0237504	0.0761137	0.267348	0.591324	0.0344123	0.0137	0.0425169	0.107255	0.0629545	0.0170584	6
mut32	0.0237504	0.0761137	0.267348	0.591324	0.0344123	0.0137	0.0425169	0.107255	0.0629545	0.0170584	6
mut33	0.0237504	0.0761137	0.267348	0.591324	0.0344123	0.0137	0.0425169	0.107255	0.0629545	0.0170584	6
mut34	0.0237504	0.0761137	0.267348	0.591324	0.0344123	0.0137	0.0425169	0.107255	0.0629545	0.0170584	6
mut35	0.0118404	0.0323469	0.102347	0.103925	0.0269687	0.00663733	0.0196726	0.0185342	0.0302478	0.00905942	7
mut36	0.0118404	0.0323469	0.102347	0.103925	0.0269687	0.00663733	0.0196726	0.0185342	0.0302478	0.00905942	7
mut37	0.0118404	0.0323469	0.102347	0.103925	0.0269687	0.00663733	0.0196726	0.0185342	0.0302478	0.00905942	7
mut38	0.0118404	0.0323469	0.102347	0.103925	0.0269687	0.00663733	0.0196726	0.0185342	0.0302478	0.00905942	7
mut39	0.0118404	0.0323469	0.102347	0.103925	0.0269687	0.00663733	0.0196726	0.0185342	0.0302478	0.00905942	7
