clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14
0	0.983334	1	1	0.961222	1	0.918411	0.955748	1	0.904613	0.982054	1	0.939877	1	0.972099	1
1	0.927556	0.922134	1	0.914895	1	1	0.902601	0.884787	0.990541	1	0.870031	1	1	1	0.980414
2	1	0.473687	0.845969	0.868412	0.864931	0.942836	0.835006	0.819617	0.873319	0.710169	0.875742	1	0.903031	0.870759	0.974511
3	0.785732	0.231671	0.778848	0.29874	0.779737	0.23101	0.584006	0.627309	0.704109	0.0962812	0.678738	0.213973	0.56446	0.230445	0.764781
4	0.130318	0.185668	0.139413	0.541658	0.1316	0.683116	0.280303	0.262335	0.0417952	0.531406	0.188604	0.643665	0.257557	0.695148	0.104703
5	0.728886	0.213305	0.790111	0.298832	0.70787	0.199584	0.475742	0.515895	0.822501	0.100713	0.637964	0.198618	0.439989	0.206256	0.742692
6	0.468009	0.0269274	0.0251424	0.0359584	0.019429	0.0239479	0.0448613	0.0485671	0.23452	0.0114964	0.0306451	0.0215202	0.0518992	0.0223073	0.0165089
7	0.10997	0.178282	0.114954	0.50971	0.119873	0.46207	0.220244	0.218384	0.035873	0.527074	0.154244	0.667162	0.224683	0.113868	0.0828499
8	0.194634	0.189819	0.626979	0.19877	0.672988	0.153235	0.439448	0.501172	0.426855	0.0707173	0.571948	0.16383	0.423314	0.135414	0.822782
9	0.0964294	0.147172	0.1076	0.543394	0.0981557	0.159237	0.185645	0.177073	0.0267889	0.482931	0.13386	0.733596	0.1943	0.0987105	0.0645742
10	0.123998	0.0757163	0.0716444	0.0846453	0.062434	0.0768898	0.157354	0.314605	0.405326	0.0307249	0.0962253	0.0575904	0.153982	0.0642997	0.0559257
11	0.0742911	0.112251	0.0771589	0.456278	0.0650488	0.0703351	0.151097	0.119598	0.0237361	0.543434	0.0884107	0.669923	0.139695	0.0686216	0.0480971
12	0.0217836	0.0646155	0.0238828	0.0575486	0.0248707	0.0239904	0.0469335	0.0451985	0.00667916	0.439704	0.0301908	0.34536	0.0448482	0.0207673	0.0189716
13	0.0276633	0.0294164	0.374517	0.0339585	0.158586	0.0208709	0.069237	0.0531693	0.0415934	0.0091124	0.106078	0.0200449	0.0791978	0.0199045	0.0164756
14	0.0497005	0.0513786	0.0513765	0.0671728	0.0437771	0.0457311	0.093475	0.236524	0.180895	0.0230062	0.063957	0.036094	0.124716	0.0432053	0.0304283
15	0.0236531	0.0255328	0.0223552	0.368796	0.0226927	0.024675	0.0463953	0.0421915	0.00810026	0.0647142	0.0323832	0.0735002	0.0533427	0.0242301	0.0188509
16	0.0206179	0.0254946	0.0968365	0.0294865	0.207144	0.0245689	0.105854	0.0485316	0.00761766	0.0108157	0.248337	0.0209958	0.0476953	0.0212931	0.0849193
17	0.0265435	0.49176	0.0241431	0.0348046	0.0222787	0.073242	0.0481517	0.0412881	0.17514	0.304365	0.0336354	0.0159513	0.0383787	0.0203673	0.0183139
18	0.0243292	0.0254373	0.0254811	0.0302813	0.0234659	0.0223067	0.0583743	0.0463846	0.00692918	0.0108345	0.0499825	0.0435528	0.0460753	0.0247923	0.644337
19	0.0220633	0.0257515	0.0245461	0.0275686	0.0250554	0.0256387	0.0506551	0.155346	0.124323	0.00950521	0.034065	0.0169339	0.0484658	0.0216787	0.0182382
