clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
0	0.950886	1	0.944522	0.943185	0.988327	1	1	0.984323	0.915815	1
1	0.67349	0.00501501	0.0208381	0.0076092	0.00880417	0.00967981	0.0192859	0.797917	0.00738253	0.0119236
2	0.156972	0.0374106	0.908389	0.063139	0.948867	0.060874	0.865152	0.112896	0.0468723	0.920775
3	0.128821	0.0297089	0.927533	0.0491996	0.936431	0.0567758	0.723407	0.0919933	0.0441862	0.848026
4	0.10717	0.0257009	0.804976	0.0466526	0.868862	0.046579	0.779438	0.0815552	0.0312135	0.84928
5	0.048325	0.0114102	0.0428726	0.0181962	0.0343646	0.017482	0.0350811	0.0350558	0.0142491	0.769432
6	0.0769611	0.880383	0.0915406	0.935182	0.0345399	0.852991	0.175281	0.0636037	0.947059	0.0528613
7	0.0184507	0.855075	0.0213426	0.136748	0.00777874	0.0124447	0.10178	0.015104	0.970967	0.0116781
8	0.0212734	0.00541431	0.0215769	0.00829825	0.010892	0.00949617	0.0174984	0.0162363	0.00694538	0.438668
9	0.0177154	0.123434	0.0256179	0.738363	0.00832465	0.158049	0.0234413	0.0188773	0.0263109	0.0127712
10	0.020263	0.00490248	0.546932	0.00957299	0.581159	0.00873152	0.0303543	0.0148804	0.00578063	0.107388
11	0.0197792	0.00596922	0.0205607	0.0098027	0.00796186	0.68343	0.0179459	0.0163056	0.00739401	0.0132393
12	0.0190322	0.00481136	0.136956	0.00935269	0.0988333	0.00881809	0.480536	0.0199677	0.00824605	0.0165295
