clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
0	0.978209	0.968697	0.983274	1	0.901015	1	1	1	1	1
1	0.0568763	0.438416	0.05571	0.122465	0.779117	0.102921	0.376379	0.899394	0.345513	0.41688
2	0.953393	0.454767	0.930241	0.892101	0.115498	0.514432	0.553474	0.0516694	0.533521	0.471857
3	0.169482	0.0520583	0.00636775	0.0133535	0.0163754	0.0100618	0.035644	0.00714046	0.287337	0.0509422
4	0.405402	0.255769	0.963108	0.249561	0.0609575	0.0453705	0.413701	0.0282218	0.181692	0.314735
5	0.171976	0.11039	0.0126472	0.0132457	0.0156841	0.00932299	0.222572	0.0079873	0.0471268	0.187207
6	0.0502092	0.39154	0.045435	0.119026	0.840132	0.0887618	0.363917	0.784824	0.317965	0.406824
7	0.0148638	0.09996	0.816132	0.0478076	0.0338982	0.0211691	0.192318	0.0157856	0.0752198	0.0949153
8	0.0455694	0.372911	0.0462307	0.0963529	0.756319	0.0740206	0.296944	0.836608	0.307953	0.296993
9	0.00718225	0.0581712	0.166199	0.0135022	0.0160225	0.0118062	0.12759	0.00608353	0.0410908	0.0453293
10	0.0380054	0.325055	0.0332781	0.0747768	0.886651	0.0599229	0.252798	0.842169	0.264726	0.266912
11	0.028464	0.254548	0.0324201	0.0689233	0.781832	0.0493877	0.222578	0.921048	0.232827	0.255051
12	0.00525459	0.0510387	0.017554	0.478636	0.0149305	0.425553	0.0334751	0.0072629	0.0358962	0.0466695
13	0.0235791	0.214909	0.0224748	0.0578196	0.829973	0.0440213	0.1803	0.816782	0.199102	0.192457
14	0.00580527	0.0448114	0.00608184	0.015201	0.0683809	0.0110452	0.065744	0.137451	0.070643	0.0490818
15	0.00623198	0.0582002	0.00558246	0.0147565	0.0131855	0.367849	0.0374915	0.0631051	0.0387768	0.0496971
16	0.00670176	0.064708	0.00581535	0.016386	0.0263416	0.0120301	0.0455215	0.0999574	0.0344869	0.044514
17	0.00544704	0.0567903	0.00697258	0.0147075	0.0174897	0.0104387	0.0372644	0.555347	0.0364424	0.0393932
