mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	clusterID
mut0	1	1	1	1	1	1	1	1	1	1	0
mut1	1	1	1	1	1	1	1	1	1	1	0
mut2	1	1	1	1	1	1	1	1	1	1	0
mut3	1	1	1	1	1	1	1	1	1	1	0
mut4	1	1	1	1	1	1	1	1	1	1	0
mut5	0.829364	0.125818	0.742087	0.167316	0.630301	0.115628	0.723041	0.115939	0.772342	0.116338	1
mut6	0.829364	0.125818	0.742087	0.167316	0.630301	0.115628	0.723041	0.115939	0.772342	0.116338	1
mut7	0.829364	0.125818	0.742087	0.167316	0.630301	0.115628	0.723041	0.115939	0.772342	0.116338	1
mut8	0.829364	0.125818	0.742087	0.167316	0.630301	0.115628	0.723041	0.115939	0.772342	0.116338	1
mut9	0.829364	0.125818	0.742087	0.167316	0.630301	0.115628	0.723041	0.115939	0.772342	0.116338	1
mut10	0.0722105	0.74665	0.147955	0.613207	0.134818	0.668109	0.0954427	0.779913	0.129997	0.82178	2
mut11	0.0722105	0.74665	0.147955	0.613207	0.134818	0.668109	0.0954427	0.779913	0.129997	0.82178	2
mut12	0.0722105	0.74665	0.147955	0.613207	0.134818	0.668109	0.0954427	0.779913	0.129997	0.82178	2
mut13	0.0722105	0.74665	0.147955	0.613207	0.134818	0.668109	0.0954427	0.779913	0.129997	0.82178	2
mut14	0.0722105	0.74665	0.147955	0.613207	0.134818	0.668109	0.0954427	0.779913	0.129997	0.82178	2
