mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	clusterID
mut0	0.980527	0.924822	1	1	0.973131	1	1	0.952328	0.941722	1	1	1	0.945084	0.939539	1	0
mut1	0.980527	0.924822	1	1	0.973131	1	1	0.952328	0.941722	1	1	1	0.945084	0.939539	1	0
mut2	0.980527	0.924822	1	1	0.973131	1	1	0.952328	0.941722	1	1	1	0.945084	0.939539	1	0
mut3	0.980527	0.924822	1	1	0.973131	1	1	0.952328	0.941722	1	1	1	0.945084	0.939539	1	0
mut4	0.980527	0.924822	1	1	0.973131	1	1	0.952328	0.941722	1	1	1	0.945084	0.939539	1	0
mut5	0.94459	1	0.941541	1	1	1	0.983973	0.999452	1	1	0.94596	0.909292	1	1	1	1
mut6	0.94459	1	0.941541	1	1	1	0.983973	0.999452	1	1	0.94596	0.909292	1	1	1	1
mut7	0.94459	1	0.941541	1	1	1	0.983973	0.999452	1	1	0.94596	0.909292	1	1	1	1
mut8	0.94459	1	0.941541	1	1	1	0.983973	0.999452	1	1	0.94596	0.909292	1	1	1	1
mut9	0.94459	1	0.941541	1	1	1	0.983973	0.999452	1	1	0.94596	0.909292	1	1	1	1
mut10	1	0.987508	1	0.951251	0.911647	1	0.968202	0.890122	0.979025	0.888067	0.962931	0.926397	0.934765	0.996266	1	2
mut11	1	0.987508	1	0.951251	0.911647	1	0.968202	0.890122	0.979025	0.888067	0.962931	0.926397	0.934765	0.996266	1	2
mut12	1	0.987508	1	0.951251	0.911647	1	0.968202	0.890122	0.979025	0.888067	0.962931	0.926397	0.934765	0.996266	1	2
mut13	1	0.987508	1	0.951251	0.911647	1	0.968202	0.890122	0.979025	0.888067	0.962931	0.926397	0.934765	0.996266	1	2
mut14	1	0.987508	1	0.951251	0.911647	1	0.968202	0.890122	0.979025	0.888067	0.962931	0.926397	0.934765	0.996266	1	2
mut15	0.720611	0.74513	0.949925	0.921588	0.961748	0.895256	0.922198	0.917267	0.26471	0.912232	0.949647	0.89727	0.859442	0.854489	0.963708	3
mut16	0.720611	0.74513	0.949925	0.921588	0.961748	0.895256	0.922198	0.917267	0.26471	0.912232	0.949647	0.89727	0.859442	0.854489	0.963708	3
