mutID	sample0	sample1	sample2	sample3	sample4	clusterID
mut0	1	1	1	1	1	0
mut1	1	1	1	1	1	0
mut2	1	1	1	1	1	0
mut3	1	1	1	1	1	0
mut4	1	1	1	1	1	0
mut5	0.498096	0.0106074	0.00942892	0.638078	0.0117996	1
mut6	0.498096	0.0106074	0.00942892	0.638078	0.0117996	1
mut7	0.498096	0.0106074	0.00942892	0.638078	0.0117996	1
mut8	0.498096	0.0106074	0.00942892	0.638078	0.0117996	1
mut9	0.498096	0.0106074	0.00942892	0.638078	0.0117996	1
mut10	0.396206	0.978002	0.198225	0.172636	0.892266	2
mut11	0.396206	0.978002	0.198225	0.172636	0.892266	2
mut12	0.396206	0.978002	0.198225	0.172636	0.892266	2
mut13	0.396206	0.978002	0.198225	0.172636	0.892266	2
mut14	0.396206	0.978002	0.198225	0.172636	0.892266	2
mut15	0.0311639	0.8795	0.0353604	0.0226664	0.505483	3
mut16	0.0311639	0.8795	0.0353604	0.0226664	0.505483	3
mut17	0.0311639	0.8795	0.0353604	0.0226664	0.505483	3
mut18	0.0311639	0.8795	0.0353604	0.0226664	0.505483	3
mut19	0.0311639	0.8795	0.0353604	0.0226664	0.505483	3
mut20	0.0103845	0.00615471	0.694122	0.0088868	0.0805932	4
mut21	0.0103845	0.00615471	0.694122	0.0088868	0.0805932	4
mut22	0.0103845	0.00615471	0.694122	0.0088868	0.0805932	4
mut23	0.0103845	0.00615471	0.694122	0.0088868	0.0805932	4
mut24	0.0103845	0.00615471	0.694122	0.0088868	0.0805932	4
