mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	clusterID
mut0	1	1	1	1	1	1	1	1	1	1	0
mut1	1	1	1	1	1	1	1	1	1	1	0
mut2	1	1	1	1	1	1	1	1	1	1	0
mut3	1	1	1	1	1	1	1	1	1	1	0
mut4	1	1	1	1	1	1	1	1	1	1	0
mut5	0.363453	0.967177	0.018256	0.291571	0.877607	0.0262422	0.0257302	0.977131	0.0370479	0.153697	1
mut6	0.363453	0.967177	0.018256	0.291571	0.877607	0.0262422	0.0257302	0.977131	0.0370479	0.153697	1
mut7	0.363453	0.967177	0.018256	0.291571	0.877607	0.0262422	0.0257302	0.977131	0.0370479	0.153697	1
mut8	0.363453	0.967177	0.018256	0.291571	0.877607	0.0262422	0.0257302	0.977131	0.0370479	0.153697	1
mut9	0.363453	0.967177	0.018256	0.291571	0.877607	0.0262422	0.0257302	0.977131	0.0370479	0.153697	1
mut10	0.553065	0.0131783	0.0775824	0.630602	0.0862394	0.0704507	0.653382	0.00713251	0.0585756	0.741553	2
mut11	0.553065	0.0131783	0.0775824	0.630602	0.0862394	0.0704507	0.653382	0.00713251	0.0585756	0.741553	2
mut12	0.553065	0.0131783	0.0775824	0.630602	0.0862394	0.0704507	0.653382	0.00713251	0.0585756	0.741553	2
mut13	0.553065	0.0131783	0.0775824	0.630602	0.0862394	0.0704507	0.653382	0.00713251	0.0585756	0.741553	2
mut14	0.553065	0.0131783	0.0775824	0.630602	0.0862394	0.0704507	0.653382	0.00713251	0.0585756	0.741553	2
mut15	0.120881	0.812553	0.00988819	0.098504	0.550846	0.0170735	0.0121505	0.899241	0.0212834	0.0328427	3
mut16	0.120881	0.812553	0.00988819	0.098504	0.550846	0.0170735	0.0121505	0.899241	0.0212834	0.0328427	3
mut17	0.120881	0.812553	0.00988819	0.098504	0.550846	0.0170735	0.0121505	0.899241	0.0212834	0.0328427	3
mut18	0.120881	0.812553	0.00988819	0.098504	0.550846	0.0170735	0.0121505	0.899241	0.0212834	0.0328427	3
mut19	0.120881	0.812553	0.00988819	0.098504	0.550846	0.0170735	0.0121505	0.899241	0.0212834	0.0328427	3
mut20	0.0258551	0.0127649	0.89049	0.0239111	0.0211539	0.895275	0.297868	0.0101455	0.888868	0.0272191	4
mut21	0.0258551	0.0127649	0.89049	0.0239111	0.0211539	0.895275	0.297868	0.0101455	0.888868	0.0272191	4
mut22	0.0258551	0.0127649	0.89049	0.0239111	0.0211539	0.895275	0.297868	0.0101455	0.888868	0.0272191	4
mut23	0.0258551	0.0127649	0.89049	0.0239111	0.0211539	0.895275	0.297868	0.0101455	0.888868	0.0272191	4
mut24	0.0258551	0.0127649	0.89049	0.0239111	0.0211539	0.895275	0.297868	0.0101455	0.888868	0.0272191	4
mut25	0.0103648	0.00584812	0.537445	0.00937332	0.011619	0.683147	0.116917	0.00503068	0.81802	0.00775578	5
mut26	0.0103648	0.00584812	0.537445	0.00937332	0.011619	0.683147	0.116917	0.00503068	0.81802	0.00775578	5
mut27	0.0103648	0.00584812	0.537445	0.00937332	0.011619	0.683147	0.116917	0.00503068	0.81802	0.00775578	5
mut28	0.0103648	0.00584812	0.537445	0.00937332	0.011619	0.683147	0.116917	0.00503068	0.81802	0.00775578	5
mut29	0.0103648	0.00584812	0.537445	0.00937332	0.011619	0.683147	0.116917	0.00503068	0.81802	0.00775578	5
