mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	clusterID
mut0	1	1	0.997918	0.975625	0.914552	1	0.912986	1	1	0.900128	1	1	1	0.901613	1	0
mut1	1	1	0.997918	0.975625	0.914552	1	0.912986	1	1	0.900128	1	1	1	0.901613	1	0
mut2	1	1	0.997918	0.975625	0.914552	1	0.912986	1	1	0.900128	1	1	1	0.901613	1	0
mut3	1	1	0.997918	0.975625	0.914552	1	0.912986	1	1	0.900128	1	1	1	0.901613	1	0
mut4	1	1	0.997918	0.975625	0.914552	1	0.912986	1	1	0.900128	1	1	1	0.901613	1	0
mut5	1	0.992405	0.945484	1	0.910909	0.790583	0.888812	1	0.103704	0.867026	0.918638	0.901059	1	0.909629	0.831198	1
mut6	1	0.992405	0.945484	1	0.910909	0.790583	0.888812	1	0.103704	0.867026	0.918638	0.901059	1	0.909629	0.831198	1
mut7	1	0.992405	0.945484	1	0.910909	0.790583	0.888812	1	0.103704	0.867026	0.918638	0.901059	1	0.909629	0.831198	1
mut8	1	0.992405	0.945484	1	0.910909	0.790583	0.888812	1	0.103704	0.867026	0.918638	0.901059	1	0.909629	0.831198	1
mut9	1	0.992405	0.945484	1	0.910909	0.790583	0.888812	1	0.103704	0.867026	0.918638	0.901059	1	0.909629	0.831198	1
mut10	0.97111	0.880873	0.176138	0.850901	0.177885	0.501408	0.927431	0.854799	0.0634128	0.858036	0.596613	0.662487	1	0.681873	0.581368	2
mut11	0.97111	0.880873	0.176138	0.850901	0.177885	0.501408	0.927431	0.854799	0.0634128	0.858036	0.596613	0.662487	1	0.681873	0.581368	2
mut12	0.97111	0.880873	0.176138	0.850901	0.177885	0.501408	0.927431	0.854799	0.0634128	0.858036	0.596613	0.662487	1	0.681873	0.581368	2
mut13	0.97111	0.880873	0.176138	0.850901	0.177885	0.501408	0.927431	0.854799	0.0634128	0.858036	0.596613	0.662487	1	0.681873	0.581368	2
