clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14
0	0.983251	0.955914	1	1	0.96327	0.965212	0.979447	0.99783	1	1	0.901222	0.9141	0.902594	1	0.984737
1	0.137801	0.152287	0.0483717	0.652195	0.229146	0.0653971	0.150069	0.10023	0.191018	0.960878	0.493884	0.037121	0.0866183	0.0730924	0.0877211
2	0.100733	0.110399	0.0464761	0.68388	0.216073	0.0483273	0.125354	0.0769233	0.13753	0.924109	0.511275	0.0318899	0.0791638	0.0533358	0.0713485
3	0.80119	0.767204	0.856181	0.273609	0.762569	0.8462	0.882341	0.878694	0.716989	0.11599	0.393599	0.959774	0.959941	0.86191	0.881141
4	0.827545	0.829682	0.852167	0.227131	0.707678	0.971692	0.714321	0.800461	0.682187	0.0998851	0.430892	1	0.829102	0.917667	0.872643
5	0.612388	0.031616	0.00939072	0.0456314	0.537272	0.0115325	0.0767759	0.0201495	0.0326187	0.0122879	0.0725616	0.0176687	0.715106	0.0124578	0.0134994
6	0.154841	0.685862	0.840151	0.1407	0.185766	0.923179	0.680488	0.18842	0.656307	0.0699728	0.267202	0.832116	0.0777359	0.214995	0.824633
7	0.024007	0.0285042	0.0114797	0.0232587	0.0191216	0.0129617	0.0318292	0.586846	0.0338995	0.0103271	0.0277319	0.0071754	0.0111522	0.542337	0.0118343
8	0.119982	0.364001	0.811455	0.114322	0.150879	0.828022	0.64728	0.125905	0.601766	0.0553954	0.236919	0.75485	0.0633626	0.0720054	0.817194
9	0.0801376	0.0838416	0.911297	0.0658151	0.0583515	0.0492617	0.456062	0.0564461	0.496896	0.0323469	0.168818	0.101623	0.0384083	0.0427098	0.842272
10	0.0509665	0.0541861	0.898989	0.0510779	0.0361782	0.0244156	0.0807276	0.0399245	0.422064	0.0205006	0.0540837	0.0171749	0.0252745	0.023665	0.730567
11	0.0854138	0.0843582	0.0309226	0.704596	0.177522	0.0403084	0.112333	0.0602777	0.0958753	0.812318	0.457328	0.0240737	0.0625991	0.0408863	0.0634885
12	0.0244165	0.0341888	0.205218	0.020099	0.0168896	0.0110961	0.0322552	0.0192456	0.112441	0.0112156	0.0315171	0.00912779	0.0107478	0.0135947	0.344724
13	0.0235258	0.0298719	0.0105755	0.0313492	0.0175976	0.0129057	0.0255501	0.0212657	0.0317213	0.155318	0.0268061	0.00781393	0.0119122	0.0139205	0.0317393
14	0.0293718	0.0309615	0.0115459	0.600702	0.142981	0.012712	0.0468461	0.0217312	0.0322422	0.666157	0.42301	0.00762202	0.0291346	0.0130023	0.013033
15	0.0219078	0.0288531	0.0118683	0.0245137	0.0167217	0.638307	0.049743	0.0254815	0.041225	0.00982035	0.0256909	0.0427454	0.0141833	0.013867	0.0138945
