clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14
0	1	0.943195	0.914167	1	1	1	0.935729	0.925077	1	1	1	1	0.999448	1	1
1	0.0883308	0.0294044	0.0736036	0.0338429	0.696787	0.653777	0.0329326	0.0765743	0.0285652	0.1704	0.0299759	0.0312681	0.0794578	0.241364	0.143295
2	0.962827	0.97596	0.0322182	0.936726	0.258165	0.222717	0.0583152	0.0959277	0.868209	0.795063	0.730759	0.837231	0.767018	0.656084	0.257072
3	0.807306	0.0102263	0.00733953	0.0106464	0.206207	0.204386	0.0100897	0.0197943	0.0276083	0.47334	0.0135561	0.00951034	0.435764	0.552522	0.0394527
4	0.0240339	0.817736	0.0211536	0.887329	0.036305	0.0199216	0.0393364	0.0618947	0.707506	0.226156	0.720326	0.957195	0.0918206	0.053708	0.188528
5	0.0238562	0.0335573	0.937764	0.0320005	0.0460507	0.0148259	0.641181	0.804674	0.0890916	0.0359593	0.183607	0.0299087	0.0755535	0.0460726	0.435581
6	0.00782116	0.64989	0.00652834	0.0308753	0.0158585	0.00729897	0.0137581	0.0214263	0.0621546	0.181917	0.0682291	0.146808	0.0242722	0.0164212	0.0406157
7	0.00724467	0.0107305	0.505841	0.00980835	0.0166914	0.00571891	0.0295369	0.480438	0.0643104	0.0123852	0.148388	0.010627	0.0297685	0.015396	0.277218
8	0.0065885	0.103622	0.00740838	0.827514	0.0124468	0.00474736	0.0119836	0.0199262	0.110117	0.0124809	0.140881	0.590787	0.0253133	0.0177016	0.0343982
9	0.00743392	0.012292	0.0523354	0.0102577	0.0615849	0.0240171	0.0100917	0.0342288	0.00946778	0.0147949	0.00945863	0.0113096	0.0291586	0.0152404	0.0572733
10	0.067212	0.00945022	0.00580841	0.0119857	0.495021	0.645924	0.0125943	0.0199785	0.00923395	0.152588	0.00915582	0.00920455	0.0275183	0.22476	0.0363857
11	0.00781506	0.0118345	0.00643574	0.010697	0.0134771	0.0344982	0.172171	0.0208659	0.00984979	0.0119807	0.00842796	0.0100149	0.0280614	0.015607	0.0385983
12	0.00754898	0.00868862	0.12541	0.0119983	0.015823	0.00522951	0.148191	0.295602	0.00942088	0.014882	0.0094993	0.0093705	0.0298249	0.0150134	0.0459134
