mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	clusterID
mut0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
mut5	0.992653	0.993439	0.990444	0.99329	0.992058	0.994966	0.993542	0.994093	0.98777	0.989983	0.992537	0.988715	0.992607	0.992152	0.991264	1
mut6	0.992653	0.993439	0.990444	0.99329	0.992058	0.994966	0.993542	0.994093	0.98777	0.989983	0.992537	0.988715	0.992607	0.992152	0.991264	1
mut7	0.992653	0.993439	0.990444	0.99329	0.992058	0.994966	0.993542	0.994093	0.98777	0.989983	0.992537	0.988715	0.992607	0.992152	0.991264	1
mut8	0.992653	0.993439	0.990444	0.99329	0.992058	0.994966	0.993542	0.994093	0.98777	0.989983	0.992537	0.988715	0.992607	0.992152	0.991264	1
mut9	0.992653	0.993439	0.990444	0.99329	0.992058	0.994966	0.993542	0.994093	0.98777	0.989983	0.992537	0.988715	0.992607	0.992152	0.991264	1
mut10	0.825936	0.136808	0.642939	0.100958	0.707108	0.0634173	0.931245	0.16553	0.699666	0.211451	0.806691	0.150592	0.90511	0.110546	0.806705	2
mut11	0.825936	0.136808	0.642939	0.100958	0.707108	0.0634173	0.931245	0.16553	0.699666	0.211451	0.806691	0.150592	0.90511	0.110546	0.806705	2
mut12	0.825936	0.136808	0.642939	0.100958	0.707108	0.0634173	0.931245	0.16553	0.699666	0.211451	0.806691	0.150592	0.90511	0.110546	0.806705	2
mut13	0.825936	0.136808	0.642939	0.100958	0.707108	0.0634173	0.931245	0.16553	0.699666	0.211451	0.806691	0.150592	0.90511	0.110546	0.806705	2
mut14	0.825936	0.136808	0.642939	0.100958	0.707108	0.0634173	0.931245	0.16553	0.699666	0.211451	0.806691	0.150592	0.90511	0.110546	0.806705	2
mut15	0.077235	0.714757	0.149558	0.675284	0.169391	0.86996	0.0345995	0.668459	0.212386	0.597676	0.141672	0.599662	0.0546338	0.757434	0.110035	3
mut16	0.077235	0.714757	0.149558	0.675284	0.169391	0.86996	0.0345995	0.668459	0.212386	0.597676	0.141672	0.599662	0.0546338	0.757434	0.110035	3
mut17	0.077235	0.714757	0.149558	0.675284	0.169391	0.86996	0.0345995	0.668459	0.212386	0.597676	0.141672	0.599662	0.0546338	0.757434	0.110035	3
mut18	0.077235	0.714757	0.149558	0.675284	0.169391	0.86996	0.0345995	0.668459	0.212386	0.597676	0.141672	0.599662	0.0546338	0.757434	0.110035	3
mut19	0.077235	0.714757	0.149558	0.675284	0.169391	0.86996	0.0345995	0.668459	0.212386	0.597676	0.141672	0.599662	0.0546338	0.757434	0.110035	3
