clusterID	sample0	sample1	sample2	sample3	sample4
0	1	0.963932	1	0.980328	1
1	0.901264	1	1	0.89935	0.934508
2	0.544301	0.0321173	0.0138281	0.0685923	0.0349669
3	0.442888	0.948513	0.392085	0.805164	0.935948
4	0.300666	0.883247	0.0867264	0.689124	0.810855
5	0.161742	0.154657	0.0518951	0.111309	0.051463
6	0.047943	0.716296	0.0132952	0.407883	0.101768
7	0.406755	0.0158718	0.0068878	0.0327418	0.0177999
8	0.0207035	0.584494	0.00691535	0.325414	0.0202783
9	0.0243882	0.0139011	0.558537	0.0311373	0.0221363
10	0.12307	0.066599	0.306718	0.135396	0.134664
11	0.0638459	0.135882	0.0497241	0.0640801	0.031814
12	0.0369558	0.0152986	0.102576	0.0313341	0.0746829
13	0.0558929	0.0330596	0.134655	0.0734509	0.0379417
14	0.0363931	0.0884953	0.0256229	0.0322233	0.0172851
15	0.0191351	0.0155587	0.00704495	0.13969	0.545296
