mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	clusterID
mut0	1	1	1	1	1	1	1	1	1	1	0
mut1	1	1	1	1	1	1	1	1	1	1	0
mut2	1	1	1	1	1	1	1	1	1	1	0
mut3	1	1	1	1	1	1	1	1	1	1	0
mut4	1	1	1	1	1	1	1	1	1	1	0
mut5	0.992247	0.980544	0.95841	0.983174	0.991975	0.990768	0.964823	0.975164	0.992737	0.974831	1
mut6	0.992247	0.980544	0.95841	0.983174	0.991975	0.990768	0.964823	0.975164	0.992737	0.974831	1
mut7	0.992247	0.980544	0.95841	0.983174	0.991975	0.990768	0.964823	0.975164	0.992737	0.974831	1
mut8	0.992247	0.980544	0.95841	0.983174	0.991975	0.990768	0.964823	0.975164	0.992737	0.974831	1
mut9	0.992247	0.980544	0.95841	0.983174	0.991975	0.990768	0.964823	0.975164	0.992737	0.974831	1
mut10	0.982883	0.95971	0.917981	0.966889	0.983173	0.98144	0.929139	0.952472	0.986631	0.949114	2
mut11	0.982883	0.95971	0.917981	0.966889	0.983173	0.98144	0.929139	0.952472	0.986631	0.949114	2
mut12	0.982883	0.95971	0.917981	0.966889	0.983173	0.98144	0.929139	0.952472	0.986631	0.949114	2
mut13	0.982883	0.95971	0.917981	0.966889	0.983173	0.98144	0.929139	0.952472	0.986631	0.949114	2
mut14	0.982883	0.95971	0.917981	0.966889	0.983173	0.98144	0.929139	0.952472	0.986631	0.949114	2
mut15	0.975209	0.940973	0.873031	0.951743	0.975705	0.972618	0.894851	0.929591	0.980438	0.926271	3
mut16	0.975209	0.940973	0.873031	0.951743	0.975705	0.972618	0.894851	0.929591	0.980438	0.926271	3
mut17	0.975209	0.940973	0.873031	0.951743	0.975705	0.972618	0.894851	0.929591	0.980438	0.926271	3
mut18	0.975209	0.940973	0.873031	0.951743	0.975705	0.972618	0.894851	0.929591	0.980438	0.926271	3
mut19	0.975209	0.940973	0.873031	0.951743	0.975705	0.972618	0.894851	0.929591	0.980438	0.926271	3
mut20	0.965879	0.920243	0.833337	0.937148	0.968457	0.962151	0.863008	0.904928	0.97337	0.902599	4
mut21	0.965879	0.920243	0.833337	0.937148	0.968457	0.962151	0.863008	0.904928	0.97337	0.902599	4
mut22	0.965879	0.920243	0.833337	0.937148	0.968457	0.962151	0.863008	0.904928	0.97337	0.902599	4
mut23	0.965879	0.920243	0.833337	0.937148	0.968457	0.962151	0.863008	0.904928	0.97337	0.902599	4
mut24	0.965879	0.920243	0.833337	0.937148	0.968457	0.962151	0.863008	0.904928	0.97337	0.902599	4
mut25	0.956602	0.898519	0.788845	0.921821	0.960893	0.951505	0.833004	0.88182	0.966209	0.881294	5
mut26	0.956602	0.898519	0.788845	0.921821	0.960893	0.951505	0.833004	0.88182	0.966209	0.881294	5
mut27	0.956602	0.898519	0.788845	0.921821	0.960893	0.951505	0.833004	0.88182	0.966209	0.881294	5
mut28	0.956602	0.898519	0.788845	0.921821	0.960893	0.951505	0.833004	0.88182	0.966209	0.881294	5
mut29	0.956602	0.898519	0.788845	0.921821	0.960893	0.951505	0.833004	0.88182	0.966209	0.881294	5
mut30	0.925501	0.878802	0.745984	0.904502	0.952608	0.941909	0.803179	0.849631	0.958934	0.857264	6
mut31	0.925501	0.878802	0.745984	0.904502	0.952608	0.941909	0.803179	0.849631	0.958934	0.857264	6
mut32	0.925501	0.878802	0.745984	0.904502	0.952608	0.941909	0.803179	0.849631	0.958934	0.857264	6
mut33	0.925501	0.878802	0.745984	0.904502	0.952608	0.941909	0.803179	0.849631	0.958934	0.857264	6
mut34	0.925501	0.878802	0.745984	0.904502	0.952608	0.941909	0.803179	0.849631	0.958934	0.857264	6
