mutID	sample0	sample1	sample2	sample3	sample4	clusterID
mut0	0.963297	0.945023	0.908656	0.96352	0.913665	0
mut1	0.963297	0.945023	0.908656	0.96352	0.913665	0
mut2	0.963297	0.945023	0.908656	0.96352	0.913665	0
mut3	0.963297	0.945023	0.908656	0.96352	0.913665	0
mut4	0.963297	0.945023	0.908656	0.96352	0.913665	0
mut5	0.366976	0.781407	0.578601	0.15126	0.200544	1
mut6	0.366976	0.781407	0.578601	0.15126	0.200544	1
mut7	0.366976	0.781407	0.578601	0.15126	0.200544	1
mut8	0.366976	0.781407	0.578601	0.15126	0.200544	1
mut9	0.366976	0.781407	0.578601	0.15126	0.200544	1
mut10	0.352053	0.0191586	0.0276508	0.0860944	0.0163728	2
mut11	0.352053	0.0191586	0.0276508	0.0860944	0.0163728	2
mut12	0.352053	0.0191586	0.0276508	0.0860944	0.0163728	2
mut13	0.352053	0.0191586	0.0276508	0.0860944	0.0163728	2
mut14	0.352053	0.0191586	0.0276508	0.0860944	0.0163728	2
mut15	0.0133615	0.331092	0.021844	0.0707658	0.0137987	3
mut16	0.0133615	0.331092	0.021844	0.0707658	0.0137987	3
mut17	0.0133615	0.331092	0.021844	0.0707658	0.0137987	3
mut18	0.0133615	0.331092	0.021844	0.0707658	0.0137987	3
mut19	0.0133615	0.331092	0.021844	0.0707658	0.0137987	3
mut20	0.320232	0.415086	0.529305	0.0734345	0.155995	4
mut21	0.320232	0.415086	0.529305	0.0734345	0.155995	4
mut22	0.320232	0.415086	0.529305	0.0734345	0.155995	4
mut23	0.320232	0.415086	0.529305	0.0734345	0.155995	4
mut24	0.320232	0.415086	0.529305	0.0734345	0.155995	4
mut25	0.277226	0.334891	0.209404	0.0521259	0.139407	5
mut26	0.277226	0.334891	0.209404	0.0521259	0.139407	5
mut27	0.277226	0.334891	0.209404	0.0521259	0.139407	5
mut28	0.277226	0.334891	0.209404	0.0521259	0.139407	5
mut29	0.277226	0.334891	0.209404	0.0521259	0.139407	5
mut30	0.236123	0.281197	0.205646	0.0528042	0.121432	6
mut31	0.236123	0.281197	0.205646	0.0528042	0.121432	6
mut32	0.236123	0.281197	0.205646	0.0528042	0.121432	6
mut33	0.236123	0.281197	0.205646	0.0528042	0.121432	6
mut34	0.236123	0.281197	0.205646	0.0528042	0.121432	6
mut35	0.0427864	0.0778055	0.101591	0.275853	0.730451	7
mut36	0.0427864	0.0778055	0.101591	0.275853	0.730451	7
mut37	0.0427864	0.0778055	0.101591	0.275853	0.730451	7
mut38	0.0427864	0.0778055	0.101591	0.275853	0.730451	7
mut39	0.0427864	0.0778055	0.101591	0.275853	0.730451	7
mut40	0.065933	0.0772226	0.0583239	0.0270022	0.0118656	8
mut41	0.065933	0.0772226	0.0583239	0.0270022	0.0118656	8
mut42	0.065933	0.0772226	0.0583239	0.0270022	0.0118656	8
mut43	0.065933	0.0772226	0.0583239	0.0270022	0.0118656	8
mut44	0.065933	0.0772226	0.0583239	0.0270022	0.0118656	8
mut45	0.0317686	0.0377897	0.314832	0.00863543	0.0244895	9
mut46	0.0317686	0.0377897	0.314832	0.00863543	0.0244895	9
mut47	0.0317686	0.0377897	0.314832	0.00863543	0.0244895	9
mut48	0.0317686	0.0377897	0.314832	0.00863543	0.0244895	9
mut49	0.0317686	0.0377897	0.314832	0.00863543	0.0244895	9
mut50	0.0154637	0.0194105	0.0261708	0.0863494	0.59077	10
mut51	0.0154637	0.0194105	0.0261708	0.0863494	0.59077	10
mut52	0.0154637	0.0194105	0.0261708	0.0863494	0.59077	10
mut53	0.0154637	0.0194105	0.0261708	0.0863494	0.59077	10
mut54	0.0154637	0.0194105	0.0261708	0.0863494	0.59077	10
mut55	0.0136341	0.0383071	0.0428257	0.157386	0.0480789	11
mut56	0.0136341	0.0383071	0.0428257	0.157386	0.0480789	11
mut57	0.0136341	0.0383071	0.0428257	0.157386	0.0480789	11
mut58	0.0136341	0.0383071	0.0428257	0.157386	0.0480789	11
mut59	0.0136341	0.0383071	0.0428257	0.157386	0.0480789	11
mut60	0.0120927	0.0956604	0.0689058	0.153621	0.0121144	12
mut61	0.0120927	0.0956604	0.0689058	0.153621	0.0121144	12
mut62	0.0120927	0.0956604	0.0689058	0.153621	0.0121144	12
mut63	0.0120927	0.0956604	0.0689058	0.153621	0.0121144	12
mut64	0.0120927	0.0956604	0.0689058	0.153621	0.0121144	12
mut65	0.197067	0.227676	0.102075	0.0197195	0.0842542	13
mut66	0.197067	0.227676	0.102075	0.0197195	0.0842542	13
mut67	0.197067	0.227676	0.102075	0.0197195	0.0842542	13
mut68	0.197067	0.227676	0.102075	0.0197195	0.0842542	13
mut69	0.197067	0.227676	0.102075	0.0197195	0.0842542	13
mut70	0.0125712	0.0178545	0.260735	0.00416063	0.0114903	14
mut71	0.0125712	0.0178545	0.260735	0.00416063	0.0114903	14
mut72	0.0125712	0.0178545	0.260735	0.00416063	0.0114903	14
mut73	0.0125712	0.0178545	0.260735	0.00416063	0.0114903	14
mut74	0.0125712	0.0178545	0.260735	0.00416063	0.0114903	14
mut75	0.152585	0.17911	0.08769	0.0140935	0.0773909	15
mut76	0.152585	0.17911	0.08769	0.0140935	0.0773909	15
mut77	0.152585	0.17911	0.08769	0.0140935	0.0773909	15
mut78	0.152585	0.17911	0.08769	0.0140935	0.0773909	15
mut79	0.152585	0.17911	0.08769	0.0140935	0.0773909	15
mut80	0.0755554	0.0169577	0.114084	0.155926	0.0132861	16
mut81	0.0755554	0.0169577	0.114084	0.155926	0.0132861	16
mut82	0.0755554	0.0169577	0.114084	0.155926	0.0132861	16
mut83	0.0755554	0.0169577	0.114084	0.155926	0.0132861	16
mut84	0.0755554	0.0169577	0.114084	0.155926	0.0132861	16
mut85	0.0919973	0.0174646	0.0815559	0.146902	0.0485814	17
mut86	0.0919973	0.0174646	0.0815559	0.146902	0.0485814	17
mut87	0.0919973	0.0174646	0.0815559	0.146902	0.0485814	17
mut88	0.0919973	0.0174646	0.0815559	0.146902	0.0485814	17
mut89	0.0919973	0.0174646	0.0815559	0.146902	0.0485814	17
mut90	0.0683657	0.0806682	0.0387301	0.00524599	0.0446811	18
mut91	0.0683657	0.0806682	0.0387301	0.00524599	0.0446811	18
mut92	0.0683657	0.0806682	0.0387301	0.00524599	0.0446811	18
mut93	0.0683657	0.0806682	0.0387301	0.00524599	0.0446811	18
mut94	0.0683657	0.0806682	0.0387301	0.00524599	0.0446811	18
mut95	0.0835103	0.0857727	0.023998	0.00490686	0.012426	19
mut96	0.0835103	0.0857727	0.023998	0.00490686	0.012426	19
mut97	0.0835103	0.0857727	0.023998	0.00490686	0.012426	19
mut98	0.0835103	0.0857727	0.023998	0.00490686	0.012426	19
mut99	0.0835103	0.0857727	0.023998	0.00490686	0.012426	19
