mutID	sample0	sample1	sample2	sample3	sample4	clusterID
mut0	1	1	1	1	1	0
mut1	1	1	1	1	1	0
mut2	1	1	1	1	1	0
mut3	1	1	1	1	1	0
mut4	1	1	1	1	1	0
mut5	0.928625	0.184452	0.661418	0.137544	0.548886	1
mut6	0.928625	0.184452	0.661418	0.137544	0.548886	1
mut7	0.928625	0.184452	0.661418	0.137544	0.548886	1
mut8	0.928625	0.184452	0.661418	0.137544	0.548886	1
mut9	0.928625	0.184452	0.661418	0.137544	0.548886	1
mut10	0.0425225	0.52418	0.106221	0.720193	0.202054	2
mut11	0.0425225	0.52418	0.106221	0.720193	0.202054	2
mut12	0.0425225	0.52418	0.106221	0.720193	0.202054	2
mut13	0.0425225	0.52418	0.106221	0.720193	0.202054	2
mut14	0.0425225	0.52418	0.106221	0.720193	0.202054	2
