mutID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	clusterID
mut0	0.965542	0.951447	0.98142	1	0.979449	0.985194	1	0.972722	1	0.901404	0.977665	1	0.98797	1	1	0
mut1	0.965542	0.951447	0.98142	1	0.979449	0.985194	1	0.972722	1	0.901404	0.977665	1	0.98797	1	1	0
mut2	0.965542	0.951447	0.98142	1	0.979449	0.985194	1	0.972722	1	0.901404	0.977665	1	0.98797	1	1	0
mut3	0.965542	0.951447	0.98142	1	0.979449	0.985194	1	0.972722	1	0.901404	0.977665	1	0.98797	1	1	0
mut4	0.965542	0.951447	0.98142	1	0.979449	0.985194	1	0.972722	1	0.901404	0.977665	1	0.98797	1	1	0
mut5	0.759232	0.261135	0.441818	0.761199	0.42383	0.428037	0.142393	0.190751	0.818725	0.375586	0.972961	0.760961	0.868045	0.470015	0.216877	1
mut6	0.759232	0.261135	0.441818	0.761199	0.42383	0.428037	0.142393	0.190751	0.818725	0.375586	0.972961	0.760961	0.868045	0.470015	0.216877	1
mut7	0.759232	0.261135	0.441818	0.761199	0.42383	0.428037	0.142393	0.190751	0.818725	0.375586	0.972961	0.760961	0.868045	0.470015	0.216877	1
mut8	0.759232	0.261135	0.441818	0.761199	0.42383	0.428037	0.142393	0.190751	0.818725	0.375586	0.972961	0.760961	0.868045	0.470015	0.216877	1
mut9	0.759232	0.261135	0.441818	0.761199	0.42383	0.428037	0.142393	0.190751	0.818725	0.375586	0.972961	0.760961	0.868045	0.470015	0.216877	1
mut10	0.0499208	0.075231	0.0718968	0.0570661	0.0681305	0.109959	0.0331302	0.0369539	0.0479825	0.227585	0.209872	0.0745081	0.0458418	0.117124	0.179974	2
mut11	0.0499208	0.075231	0.0718968	0.0570661	0.0681305	0.109959	0.0331302	0.0369539	0.0479825	0.227585	0.209872	0.0745081	0.0458418	0.117124	0.179974	2
mut12	0.0499208	0.075231	0.0718968	0.0570661	0.0681305	0.109959	0.0331302	0.0369539	0.0479825	0.227585	0.209872	0.0745081	0.0458418	0.117124	0.179974	2
mut13	0.0499208	0.075231	0.0718968	0.0570661	0.0681305	0.109959	0.0331302	0.0369539	0.0479825	0.227585	0.209872	0.0745081	0.0458418	0.117124	0.179974	2
mut14	0.0499208	0.075231	0.0718968	0.0570661	0.0681305	0.109959	0.0331302	0.0369539	0.0479825	0.227585	0.209872	0.0745081	0.0458418	0.117124	0.179974	2
mut15	0.224809	0.749348	0.537965	0.239817	0.539881	0.591093	0.869717	0.779677	0.183501	0.554451	0.104528	0.297065	0.184944	0.505276	0.710025	3
mut16	0.224809	0.749348	0.537965	0.239817	0.539881	0.591093	0.869717	0.779677	0.183501	0.554451	0.104528	0.297065	0.184944	0.505276	0.710025	3
mut17	0.224809	0.749348	0.537965	0.239817	0.539881	0.591093	0.869717	0.779677	0.183501	0.554451	0.104528	0.297065	0.184944	0.505276	0.710025	3
mut18	0.224809	0.749348	0.537965	0.239817	0.539881	0.591093	0.869717	0.779677	0.183501	0.554451	0.104528	0.297065	0.184944	0.505276	0.710025	3
mut19	0.224809	0.749348	0.537965	0.239817	0.539881	0.591093	0.869717	0.779677	0.183501	0.554451	0.104528	0.297065	0.184944	0.505276	0.710025	3
mut20	0.703537	0.128283	0.260292	0.682254	0.119926	0.219691	0.0752719	0.104562	0.67985	0.0325112	0.69525	0.583937	0.205869	0.255256	0.0388748	4
mut21	0.703537	0.128283	0.260292	0.682254	0.119926	0.219691	0.0752719	0.104562	0.67985	0.0325112	0.69525	0.583937	0.205869	0.255256	0.0388748	4
mut22	0.703537	0.128283	0.260292	0.682254	0.119926	0.219691	0.0752719	0.104562	0.67985	0.0325112	0.69525	0.583937	0.205869	0.255256	0.0388748	4
mut23	0.703537	0.128283	0.260292	0.682254	0.119926	0.219691	0.0752719	0.104562	0.67985	0.0325112	0.69525	0.583937	0.205869	0.255256	0.0388748	4
mut24	0.703537	0.128283	0.260292	0.682254	0.119926	0.219691	0.0752719	0.104562	0.67985	0.0325112	0.69525	0.583937	0.205869	0.255256	0.0388748	4
mut25	0.164782	0.627109	0.434961	0.163961	0.499555	0.514681	0.740397	0.810683	0.121772	0.568099	0.0767362	0.221614	0.146365	0.471709	0.135542	5
mut26	0.164782	0.627109	0.434961	0.163961	0.499555	0.514681	0.740397	0.810683	0.121772	0.568099	0.0767362	0.221614	0.146365	0.471709	0.135542	5
mut27	0.164782	0.627109	0.434961	0.163961	0.499555	0.514681	0.740397	0.810683	0.121772	0.568099	0.0767362	0.221614	0.146365	0.471709	0.135542	5
mut28	0.164782	0.627109	0.434961	0.163961	0.499555	0.514681	0.740397	0.810683	0.121772	0.568099	0.0767362	0.221614	0.146365	0.471709	0.135542	5
mut29	0.164782	0.627109	0.434961	0.163961	0.499555	0.514681	0.740397	0.810683	0.121772	0.568099	0.0767362	0.221614	0.146365	0.471709	0.135542	5
mut30	0.0230184	0.0462612	0.0349707	0.0299195	0.0409052	0.0602116	0.0163508	0.0203182	0.0248834	0.133465	0.121452	0.0336248	0.0237055	0.0661395	0.109634	6
mut31	0.0230184	0.0462612	0.0349707	0.0299195	0.0409052	0.0602116	0.0163508	0.0203182	0.0248834	0.133465	0.121452	0.0336248	0.0237055	0.0661395	0.109634	6
mut32	0.0230184	0.0462612	0.0349707	0.0299195	0.0409052	0.0602116	0.0163508	0.0203182	0.0248834	0.133465	0.121452	0.0336248	0.0237055	0.0661395	0.109634	6
mut33	0.0230184	0.0462612	0.0349707	0.0299195	0.0409052	0.0602116	0.0163508	0.0203182	0.0248834	0.133465	0.121452	0.0336248	0.0237055	0.0661395	0.109634	6
mut34	0.0230184	0.0462612	0.0349707	0.0299195	0.0409052	0.0602116	0.0163508	0.0203182	0.0248834	0.133465	0.121452	0.0336248	0.0237055	0.0661395	0.109634	6
mut35	0.0261198	0.492211	0.266303	0.0276396	0.396305	0.0744963	0.021054	0.0355595	0.0225371	0.407074	0.0135848	0.0374919	0.0202462	0.0463455	0.00787985	7
mut36	0.0261198	0.492211	0.266303	0.0276396	0.396305	0.0744963	0.021054	0.0355595	0.0225371	0.407074	0.0135848	0.0374919	0.0202462	0.0463455	0.00787985	7
mut37	0.0261198	0.492211	0.266303	0.0276396	0.396305	0.0744963	0.021054	0.0355595	0.0225371	0.407074	0.0135848	0.0374919	0.0202462	0.0463455	0.00787985	7
mut38	0.0261198	0.492211	0.266303	0.0276396	0.396305	0.0744963	0.021054	0.0355595	0.0225371	0.407074	0.0135848	0.0374919	0.0202462	0.0463455	0.00787985	7
mut39	0.0261198	0.492211	0.266303	0.0276396	0.396305	0.0744963	0.021054	0.0355595	0.0225371	0.407074	0.0135848	0.0374919	0.0202462	0.0463455	0.00787985	7
mut40	0.613676	0.105177	0.246322	0.551747	0.0924634	0.156775	0.0658969	0.0846879	0.735869	0.0259091	0.61127	0.501579	0.104125	0.187655	0.0276267	8
mut41	0.613676	0.105177	0.246322	0.551747	0.0924634	0.156775	0.0658969	0.0846879	0.735869	0.0259091	0.61127	0.501579	0.104125	0.187655	0.0276267	8
mut42	0.613676	0.105177	0.246322	0.551747	0.0924634	0.156775	0.0658969	0.0846879	0.735869	0.0259091	0.61127	0.501579	0.104125	0.187655	0.0276267	8
mut43	0.613676	0.105177	0.246322	0.551747	0.0924634	0.156775	0.0658969	0.0846879	0.735869	0.0259091	0.61127	0.501579	0.104125	0.187655	0.0276267	8
mut44	0.613676	0.105177	0.246322	0.551747	0.0924634	0.156775	0.0658969	0.0846879	0.735869	0.0259091	0.61127	0.501579	0.104125	0.187655	0.0276267	8
mut45	0.0531523	0.0588393	0.0690271	0.0656476	0.0466186	0.0718613	0.0322511	0.0457638	0.1055	0.0130902	0.107885	0.406563	0.0421373	0.0837097	0.0139586	9
mut46	0.0531523	0.0588393	0.0690271	0.0656476	0.0466186	0.0718613	0.0322511	0.0457638	0.1055	0.0130902	0.107885	0.406563	0.0421373	0.0837097	0.0139586	9
mut47	0.0531523	0.0588393	0.0690271	0.0656476	0.0466186	0.0718613	0.0322511	0.0457638	0.1055	0.0130902	0.107885	0.406563	0.0421373	0.0837097	0.0139586	9
mut48	0.0531523	0.0588393	0.0690271	0.0656476	0.0466186	0.0718613	0.0322511	0.0457638	0.1055	0.0130902	0.107885	0.406563	0.0421373	0.0837097	0.0139586	9
mut49	0.0531523	0.0588393	0.0690271	0.0656476	0.0466186	0.0718613	0.0322511	0.0457638	0.1055	0.0130902	0.107885	0.406563	0.0421373	0.0837097	0.0139586	9
mut50	0.513707	0.0269809	0.111925	0.516181	0.0244868	0.0492295	0.0169666	0.0229799	0.377041	0.0061498	0.500206	0.0681075	0.0215352	0.0470886	0.00942511	10
mut51	0.513707	0.0269809	0.111925	0.516181	0.0244868	0.0492295	0.0169666	0.0229799	0.377041	0.0061498	0.500206	0.0681075	0.0215352	0.0470886	0.00942511	10
mut52	0.513707	0.0269809	0.111925	0.516181	0.0244868	0.0492295	0.0169666	0.0229799	0.377041	0.0061498	0.500206	0.0681075	0.0215352	0.0470886	0.00942511	10
mut53	0.513707	0.0269809	0.111925	0.516181	0.0244868	0.0492295	0.0169666	0.0229799	0.377041	0.0061498	0.500206	0.0681075	0.0215352	0.0470886	0.00942511	10
mut54	0.513707	0.0269809	0.111925	0.516181	0.0244868	0.0492295	0.0169666	0.0229799	0.377041	0.0061498	0.500206	0.0681075	0.0215352	0.0470886	0.00942511	10
mut55	0.0225129	0.0261289	0.0325871	0.0288454	0.0222708	0.0373306	0.0137451	0.0192493	0.0268318	0.00665449	0.0372759	0.363717	0.020657	0.0499937	0.00774209	11
mut56	0.0225129	0.0261289	0.0325871	0.0288454	0.0222708	0.0373306	0.0137451	0.0192493	0.0268318	0.00665449	0.0372759	0.363717	0.020657	0.0499937	0.00774209	11
mut57	0.0225129	0.0261289	0.0325871	0.0288454	0.0222708	0.0373306	0.0137451	0.0192493	0.0268318	0.00665449	0.0372759	0.363717	0.020657	0.0499937	0.00774209	11
mut58	0.0225129	0.0261289	0.0325871	0.0288454	0.0222708	0.0373306	0.0137451	0.0192493	0.0268318	0.00665449	0.0372759	0.363717	0.020657	0.0499937	0.00774209	11
mut59	0.0225129	0.0261289	0.0325871	0.0288454	0.0222708	0.0373306	0.0137451	0.0192493	0.0268318	0.00665449	0.0372759	0.363717	0.020657	0.0499937	0.00774209	11
mut60	0.0267171	0.0322933	0.0679374	0.0268514	0.190887	0.037239	0.0178075	0.0253986	0.024294	0.116213	0.0115287	0.0357729	0.554154	0.0521243	0.00823639	12
mut61	0.0267171	0.0322933	0.0679374	0.0268514	0.190887	0.037239	0.0178075	0.0253986	0.024294	0.116213	0.0115287	0.0357729	0.554154	0.0521243	0.00823639	12
mut62	0.0267171	0.0322933	0.0679374	0.0268514	0.190887	0.037239	0.0178075	0.0253986	0.024294	0.116213	0.0115287	0.0357729	0.554154	0.0521243	0.00823639	12
mut63	0.0267171	0.0322933	0.0679374	0.0268514	0.190887	0.037239	0.0178075	0.0253986	0.024294	0.116213	0.0115287	0.0357729	0.554154	0.0521243	0.00823639	12
mut64	0.0267171	0.0322933	0.0679374	0.0268514	0.190887	0.037239	0.0178075	0.0253986	0.024294	0.116213	0.0115287	0.0357729	0.554154	0.0521243	0.00823639	12
mut65	0.117929	0.139006	0.132984	0.126128	0.102819	0.392955	0.706309	0.629496	0.0865279	0.1018	0.0486306	0.141061	0.0946742	0.334948	0.118248	13
mut66	0.117929	0.139006	0.132984	0.126128	0.102819	0.392955	0.706309	0.629496	0.0865279	0.1018	0.0486306	0.141061	0.0946742	0.334948	0.118248	13
mut67	0.117929	0.139006	0.132984	0.126128	0.102819	0.392955	0.706309	0.629496	0.0865279	0.1018	0.0486306	0.141061	0.0946742	0.334948	0.118248	13
mut68	0.117929	0.139006	0.132984	0.126128	0.102819	0.392955	0.706309	0.629496	0.0865279	0.1018	0.0486306	0.141061	0.0946742	0.334948	0.118248	13
mut69	0.117929	0.139006	0.132984	0.126128	0.102819	0.392955	0.706309	0.629496	0.0865279	0.1018	0.0486306	0.141061	0.0946742	0.334948	0.118248	13
mut70	0.0850026	0.102361	0.108043	0.0851402	0.0770634	0.296871	0.0522092	0.735405	0.0615363	0.0906498	0.0407975	0.0981155	0.0684112	0.31993	0.113413	14
mut71	0.0850026	0.102361	0.108043	0.0851402	0.0770634	0.296871	0.0522092	0.735405	0.0615363	0.0906498	0.0407975	0.0981155	0.0684112	0.31993	0.113413	14
mut72	0.0850026	0.102361	0.108043	0.0851402	0.0770634	0.296871	0.0522092	0.735405	0.0615363	0.0906498	0.0407975	0.0981155	0.0684112	0.31993	0.113413	14
