clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14
0	0.946362	0.934616	1	0.925186	1	0.965241	0.912724	1	0.946883	1	0.963483	0.96975	1	0.992545	1
1	0.930903	0.907411	0.872109	0.533041	0.921316	0.750245	0.179893	0.902052	0.957877	1	0.797491	0.840682	1	0.459608	0.842557
2	0.0339716	0.0140246	0.0939417	0.0372249	0.754747	0.0166165	0.0365535	0.0211464	0.0202376	0.0184622	0.0306402	0.0335083	0.01142	0.0500607	0.0380223
3	0.036917	0.019968	0.382652	0.0395373	0.165691	0.0203499	0.0372833	0.543361	0.0197529	0.0196968	0.0297034	0.372381	0.0124018	0.0557462	0.0437303
4	0.235038	0.138051	0.35967	0.0388204	0.0201696	0.0206935	0.0351407	0.314459	0.110838	0.892177	0.0275129	0.449834	0.0127187	0.0480816	0.539299
5	0.0398328	0.0126916	0.0236422	0.38984	0.0203852	0.237138	0.314822	0.0218783	0.0186196	0.0221277	0.0898425	0.0343269	0.0455871	0.270954	0.0375398
6	0.0196867	0.0112681	0.343708	0.0159524	0.127303	0.00853193	0.0198514	0.451686	0.0114419	0.0103775	0.0134859	0.308533	0.00513895	0.0272686	0.0238768
7	0.553294	0.744686	0.0248831	0.0322824	0.0209954	0.0288381	0.037719	0.0244004	0.776514	0.0728822	0.0787014	0.0386766	0.146678	0.077879	0.196528
8	0.060189	0.020029	0.0313432	0.0568872	0.0308614	0.0296551	0.522075	0.0381309	0.0241857	0.0293978	0.0404571	0.042329	0.0169303	0.251263	0.0580988
9	0.507379	0.435143	0.0114315	0.01777	0.00996067	0.0116617	0.0197197	0.0125745	0.627859	0.0517935	0.0293112	0.0180011	0.03649	0.0466662	0.0892292
10	0.179226	0.0926384	0.305407	0.0189605	0.00903043	0.00897681	0.0194636	0.224971	0.0901343	0.668587	0.0135182	0.397334	0.00600234	0.0219101	0.286262
11	0.0460687	0.0128834	0.017957	0.0370464	0.0192967	0.0240392	0.517707	0.0215571	0.0172871	0.019991	0.0299389	0.0309729	0.010417	0.203357	0.0394416
12	0.0193307	0.0060447	0.0109352	0.43459	0.00994505	0.193088	0.209769	0.0117267	0.00960523	0.00987664	0.0767866	0.0178632	0.0379928	0.25015	0.0210649
13	0.0206141	0.00657569	0.0685987	0.0166339	0.587684	0.00917698	0.0172931	0.0106239	0.00996268	0.0082646	0.0151573	0.0187971	0.0065874	0.0250432	0.0174507
14	0.0204639	0.0196569	0.0105584	0.306565	0.0110231	0.637896	0.0236805	0.0121988	0.013144	0.00887968	0.700861	0.0153485	0.755863	0.183197	0.0196934
15	0.0199644	0.00789004	0.00857325	0.0151341	0.00894332	0.0110796	0.408318	0.0122933	0.00901226	0.00891735	0.0142347	0.0158567	0.00590315	0.145427	0.0202623
