clusterID	sample0	sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9
0	0.989971	1	1	1	0.989675	1	1	0.931007	0.95922	0.934748
1	0.47912	0.00869708	0.0442381	0.0144515	0.0106686	0.0582783	0.207799	0.0157217	0.050173	0.0232104
2	0.427614	0.22269	0.861678	0.946938	0.881704	0.872416	0.709636	0.985199	0.816976	0.980364
3	0.343388	0.0780035	0.696727	0.99446	0.976753	0.641046	0.569336	0.0989843	0.620009	0.855576
4	0.253043	0.0675894	0.676353	0.854676	0.819298	0.507828	0.319423	0.0959495	0.653627	0.757359
5	0.166251	0.0489676	0.569172	0.91019	0.148458	0.250597	0.194836	0.0628353	0.48476	0.706834
6	0.115548	0.0308522	0.534524	0.175685	0.0390131	0.141207	0.116198	0.0443398	0.422297	0.22397
7	0.0642472	0.120296	0.0841903	0.0233575	0.0285397	0.167739	0.0684117	0.86102	0.0984963	0.0545211
8	0.029315	0.799144	0.0421656	0.0147846	0.0124714	0.0461158	0.0362126	0.0179615	0.0499316	0.02453
9	0.0695381	0.0203506	0.458614	0.0927559	0.0240081	0.100979	0.0716348	0.0263007	0.37358	0.137568
10	0.0335783	0.0106928	0.0601343	0.0430947	0.0113626	0.0522385	0.0425573	0.0151665	0.082129	0.0285917
11	0.0340833	0.0100212	0.0577213	0.556013	0.0639055	0.0482016	0.0393526	0.0149174	0.0583531	0.514592
12	0.041808	0.0101684	0.0377844	0.0191777	0.620551	0.0500015	0.0379893	0.0125467	0.0520569	0.026513
13	0.0395437	0.010508	0.0419219	0.0127928	0.0161303	0.0968629	0.0315431	0.20412	0.0516616	0.0274721
