mutID	sample0	sample1	sample2	sample3	sample4	clusterID
mut0	1	1	1	1	1	0
mut1	1	1	1	1	1	0
mut2	1	1	1	1	1	0
mut3	1	1	1	1	1	0
mut4	1	1	1	1	1	0
mut5	0.56586	0.0287068	0.0253243	0.0463284	0.051809	1
mut6	0.56586	0.0287068	0.0253243	0.0463284	0.051809	1
mut7	0.56586	0.0287068	0.0253243	0.0463284	0.051809	1
mut8	0.56586	0.0287068	0.0253243	0.0463284	0.051809	1
mut9	0.56586	0.0287068	0.0253243	0.0463284	0.051809	1
mut10	0.541159	0.0135557	0.0156301	0.0217242	0.0283263	2
mut11	0.541159	0.0135557	0.0156301	0.0217242	0.0283263	2
mut12	0.541159	0.0135557	0.0156301	0.0217242	0.0283263	2
mut13	0.541159	0.0135557	0.0156301	0.0217242	0.0283263	2
mut14	0.541159	0.0135557	0.0156301	0.0217242	0.0283263	2
mut15	0.362439	0.79443	0.92757	0.880004	0.295456	3
mut16	0.362439	0.79443	0.92757	0.880004	0.295456	3
mut17	0.362439	0.79443	0.92757	0.880004	0.295456	3
mut18	0.362439	0.79443	0.92757	0.880004	0.295456	3
mut19	0.362439	0.79443	0.92757	0.880004	0.295456	3
mut20	0.331179	0.0835907	0.628526	0.760286	0.0746804	4
mut21	0.331179	0.0835907	0.628526	0.760286	0.0746804	4
mut22	0.331179	0.0835907	0.628526	0.760286	0.0746804	4
mut23	0.331179	0.0835907	0.628526	0.760286	0.0746804	4
mut24	0.331179	0.0835907	0.628526	0.760286	0.0746804	4
mut25	0.0177785	0.092195	0.00903329	0.0251094	0.308381	5
mut26	0.0177785	0.092195	0.00903329	0.0251094	0.308381	5
mut27	0.0177785	0.092195	0.00903329	0.0251094	0.308381	5
mut28	0.0177785	0.092195	0.00903329	0.0251094	0.308381	5
mut29	0.0177785	0.092195	0.00903329	0.0251094	0.308381	5
mut30	0.215981	0.027933	0.0434942	0.692785	0.0505436	6
mut31	0.215981	0.027933	0.0434942	0.692785	0.0505436	6
mut32	0.215981	0.027933	0.0434942	0.692785	0.0505436	6
mut33	0.215981	0.027933	0.0434942	0.692785	0.0505436	6
mut34	0.215981	0.027933	0.0434942	0.692785	0.0505436	6
mut35	0.0160524	0.191716	0.246186	0.0952815	0.191789	7
mut36	0.0160524	0.191716	0.246186	0.0952815	0.191789	7
mut37	0.0160524	0.191716	0.246186	0.0952815	0.191789	7
mut38	0.0160524	0.191716	0.246186	0.0952815	0.191789	7
mut39	0.0160524	0.191716	0.246186	0.0952815	0.191789	7
mut40	0.0239058	0.0142231	0.00878996	0.0875207	0.0248488	8
mut41	0.0239058	0.0142231	0.00878996	0.0875207	0.0248488	8
mut42	0.0239058	0.0142231	0.00878996	0.0875207	0.0248488	8
mut43	0.0239058	0.0142231	0.00878996	0.0875207	0.0248488	8
mut44	0.0239058	0.0142231	0.00878996	0.0875207	0.0248488	8
mut45	0.035648	0.0139349	0.0286551	0.0255464	0.321197	9
mut46	0.035648	0.0139349	0.0286551	0.0255464	0.321197	9
mut47	0.035648	0.0139349	0.0286551	0.0255464	0.321197	9
mut48	0.035648	0.0139349	0.0286551	0.0255464	0.321197	9
mut49	0.035648	0.0139349	0.0286551	0.0255464	0.321197	9
